age, education-num, hours-per-week, workclass, native-country, sex, race, relationship, occupation, income, marital-status
29, 10, 50, Local-gov, United-States, Male, White, Not-in-family, Handlers-cleaners, <=50K, Never-married
48, 16, 60, Self-emp-not-inc, United-States, Male, White, Husband, Prof-specialty, >50K, Married-civ-spouse
37, 10, 48, Private, United-States, Male, White, Husband, Sales, >50K, Married-civ-spouse
48, 12, 40, Private, England, Female, White, Unmarried, Exec-managerial, <=50K, Divorced
32, 9, 40, Federal-gov, United-States, Male, Black, Own-child, Other-service, <=50K, Never-married
76, 14, 40, Private, United-States, Male, White, Husband, Exec-managerial, >50K, Married-civ-spouse
44, 13, 60, Private, United-States, Male, White, Husband, Exec-managerial, >50K, Married-civ-spouse
47, 14, 50, Self-emp-not-inc, United-States, Female, White, Not-in-family, Prof-specialty, <=50K, Never-married
20, 10, 40, Private, United-States, Female, White, Own-child, Tech-support, <=50K, Never-married
29, 9, 40, Private, United-States, Male, White, Not-in-family, Craft-repair, <=50K, Never-married
32, 9, 40, Self-emp-inc, United-States, Male, White, Husband, Craft-repair, >50K, Married-civ-spouse
30, 7, 40, Private, United-States, Male, White, Own-child, Handlers-cleaners, <=50K, Never-married
31, 9, 40, Local-gov, United-States, Female, White, Not-in-family, Adm-clerical, <=50K, Never-married
42, 9, 40, Private, United-States, Male, White, Husband, Handlers-cleaners, <=50K, Married-civ-spouse
24, 13, 40, Private, United-States, Male, White, Other-relative, Sales, <=50K, Never-married
38, 15, 40, Private, United-States, Male, White, Husband, Prof-specialty, >50K, Married-civ-spouse
56, 9, 50, Self-emp-not-inc, Canada, Male, White, Husband, Other-service, >50K, Married-civ-spouse
28, 10, 25, Private, United-States, Female, White, Wife, Sales, <=50K, Married-civ-spouse
36, 9, 40, Private, United-States, Female, White, Own-child, Machine-op-inspct, <=50K, Never-married
53, 5, 50, Private, United-States, Male, White, Husband, Handlers-cleaners, <=50K, Married-civ-spouse
56, 10, 50, Self-emp-inc, United-States, Male, White, Husband, Sales, <=50K, Married-civ-spouse
49, 11, 40, Local-gov, United-States, Male, Black, Husband, Craft-repair, >50K, Married-civ-spouse
55, 10, 56, Private, United-States, Male, White, Husband, Sales, <=50K, Married-civ-spouse
22, 9, 41, Private, United-States, Male, White, Not-in-family, Craft-repair, <=50K, Never-married
21, 10, 40, Private, United-States, Female, White, Own-child, Other-service, <=50K, Never-married
40, 13, 60, Private, United-States, Male, White, Husband, Exec-managerial, <=50K, Married-civ-spouse
30, 13, 40, Private, Germany, Male, Black, Own-child, Exec-managerial, <=50K, Never-married
29, 13, 50, State-gov, United-States, Male, White, Husband, Prof-specialty, >50K, Married-civ-spouse
19, 10, 35, Private, United-States, Male, Black, Own-child, Other-service, <=50K, Never-married
47, 13, 40, Private, United-States, Female, White, Wife, Exec-managerial, >50K, Married-civ-spouse
20, 10, 28, Private, United-States, Female, White, Own-child, Adm-clerical, <=50K, Never-married
31, 12, 40, Private, United-States, Male, White, Husband, Adm-clerical, >50K, Married-civ-spouse
39, 10, 40, Private, United-States, Male, White, Not-in-family, Craft-repair, <=50K, Divorced
28, 12, 60, Private, United-States, Female, White, Not-in-family, Sales, <=50K, Never-married
24, 9, 40, Private, United-States, Female, White, Not-in-family, Other-service, <=50K, Never-married
38, 9, 35, Self-emp-not-inc, United-States, Male, White, Husband, Craft-repair, <=50K, Married-civ-spouse
37, 13, 50, Private, United-States, Male, White, Husband, Sales, <=50K, Married-civ-spouse
46, 12, 36, Private, United-States, Female, Black, Not-in-family, Tech-support, <=50K, Divorced
38, 14, 40, Federal-gov, Iran, Male, White, Husband, Prof-specialty, >50K, Married-civ-spouse
43, 9, 60, Self-emp-not-inc, United-States, Male, White, Husband, Craft-repair, <=50K, Married-civ-spouse
27, 11, 35, Private, United-States, Female, White, Wife, Adm-clerical, <=50K, Married-civ-spouse
20, 10, 20, Private, United-States, Male, White, Own-child, Sales, <=50K, Never-married
49, 10, 40, Private, United-States, Male, Asian-Pac-Islander, Husband, Craft-repair, >50K, Married-civ-spouse
61, 9, 40, Self-emp-inc, United-States, Male, White, Husband, Craft-repair, <=50K, Married-civ-spouse
27, 10, 40, Private, United-States, Female, White, Own-child, Sales, <=50K, Never-married
19, 10, 30, Private, Mexico, Male, White, Own-child, Other-service, <=50K, Never-married
45, 11, 40, Private, United-States, Female, White, Not-in-family, Prof-specialty, >50K, Never-married
70, 10, 40, Private, United-States, Male, White, Other-relative, Tech-support, <=50K, Never-married
31, 9, 30, Private, United-States, Female, Black, Unmarried, Transport-moving, <=50K, Never-married
22, 10, 24, Private, United-States, Male, White, Husband, Other-service, <=50K, Married-civ-spouse
36, 9, 24, Private, United-States, Female, White, Unmarried, Other-service, <=50K, Widowed
64, 7, 40, Private, United-States, Male, White, Husband, Craft-repair, <=50K, Married-civ-spouse
47, 10, 38, Local-gov, Mexico, Female, White, Unmarried, Adm-clerical, <=50K, Divorced
34, 9, 40, Private, United-States, Female, White, Not-in-family, Adm-clerical, <=50K, Never-married
33, 13, 40, Private, Philippines, Female, Asian-Pac-Islander, Other-relative, Exec-managerial, <=50K, Never-married
21, 9, 35, Private, United-States, Male, White, Own-child, Craft-repair, <=50K, Never-married
48, 9, 46, Private, United-States, Male, White, Husband, Craft-repair, <=50K, Married-civ-spouse
23, 13, 40, Private, United-States, Male, White, Not-in-family, Handlers-cleaners, <=50K, Never-married
71, 10, 2, Self-emp-not-inc, United-States, Male, Black, Unmarried, Sales, <=50K, Separated
29, 9, 60, Private, United-States, Male, White, Not-in-family, Craft-repair, <=50K, Divorced
42, 13, 50, Private, United-States, Male, Black, Other-relative, Other-service, <=50K, Separated
25, 9, 40, Private, United-States, Female, White, Unmarried, Other-service, <=50K, Never-married
44, 14, 40, Self-emp-inc, United-States, Female, Asian-Pac-Islander, Unmarried, Exec-managerial, <=50K, Divorced
28, 9, 40, Private, England, Female, Asian-Pac-Islander, Not-in-family, Exec-managerial, <=50K, Never-married
45, 14, 40, Self-emp-not-inc, United-States, Male, White, Husband, Sales, >50K, Married-civ-spouse
36, 10, 40, Private, Mexico, Female, White, Unmarried, Other-service, <=50K, Divorced
39, 12, 42, Federal-gov, United-States, Male, White, Not-in-family, Exec-managerial, <=50K, Never-married
46, 14, 40, State-gov, United-States, Male, White, Unmarried, Protective-serv, <=50K, Widowed
18, 7, 16, Private, United-States, Male, White, Own-child, Handlers-cleaners, <=50K, Never-married
66, 11, 20, Local-gov, United-States, Female, White, Not-in-family, Prof-specialty, <=50K, Widowed
27, 9, 40, Private, United-States, Male, White, Not-in-family, Other-service, <=50K, Never-married
28, 9, 40, State-gov, United-States, Male, White, Husband, Protective-serv, <=50K, Married-civ-spouse
51, 10, 40, Private, United-States, Male, White, Husband, Sales, >50K, Married-civ-spouse
27, 13, 50, Private, United-States, Male, White, Not-in-family, Craft-repair, <=50K, Never-married
28, 13, 40, State-gov, United-States, Male, White, Husband, Prof-specialty, >50K, Married-civ-spouse
27, 9, 25, Private, United-States, Female, White, Unmarried, Sales, <=50K, Married-spouse-absent
21, 9, 40, Private, United-States, Male, Black, Own-child, Craft-repair, <=50K, Never-married
34, 9, 40, Private, United-States, Male, Black, Not-in-family, Handlers-cleaners, <=50K, Never-married
18, 9, 12, Private, United-States, Male, White, Own-child, Other-service, <=50K, Never-married
33, 13, 65, Private, United-States, Male, White, Husband, Prof-specialty, <=50K, Married-civ-spouse
44, 10, 38, Local-gov, United-States, Male, Black, Husband, Exec-managerial, >50K, Married-civ-spouse
43, 10, 40, Private, United-States, Female, White, Not-in-family, Adm-clerical, <=50K, Divorced
30, 10, 45, Private, United-States, Male, Black, Not-in-family, Craft-repair, <=50K, Never-married
40, 4, 40, Private, Mexico, Male, White, Husband, Machine-op-inspct, >50K, Married-civ-spouse
37, 10, 42, Federal-gov, United-States, Male, White, Husband, Adm-clerical, >50K, Married-civ-spouse
34, 9, 40, Private, United-States, Male, Black, Husband, Adm-clerical, <=50K, Married-civ-spouse
41, 13, 40, Self-emp-not-inc, United-States, Female, White, Not-in-family, Exec-managerial, <=50K, Divorced
31, 14, 50, Private, United-States, Female, White, Wife, Prof-specialty, <=50K, Married-civ-spouse
58, 16, 1, State-gov, United-States, Male, White, Husband, Prof-specialty, >50K, Married-civ-spouse
38, 10, 28, Private, United-States, Female, Black, Not-in-family, Machine-op-inspct, <=50K, Divorced
24, 10, 40, Private, United-States, Male, White, Husband, Machine-op-inspct, <=50K, Married-civ-spouse
41, 13, 40, Local-gov, United-States, Male, Black, Husband, Craft-repair, <=50K, Married-civ-spouse
47, 10, 45, Private, United-States, Male, White, Husband, Tech-support, <=50K, Married-civ-spouse
41, 13, 24, Federal-gov, United-States, Male, White, Husband, Tech-support, <=50K, Married-civ-spouse
23, 3, 40, Private, Mexico, Male, White, Other-relative, Transport-moving, <=50K, Married-civ-spouse
36, 10, 40, Private, United-States, Male, White, Not-in-family, Craft-repair, <=50K, Divorced
40, 14, 55, Federal-gov, United-States, Female, White, Not-in-family, Exec-managerial, >50K, Never-married
35, 14, 40, Private, United-States, Male, White, Other-relative, Prof-specialty, >50K, Married-civ-spouse
24, 9, 40, Self-emp-not-inc, United-States, Male, White, Not-in-family, Sales, <=50K, Never-married
26, 14, 40, Private, United-States, Female, White, Not-in-family, Prof-specialty, <=50K, Never-married
51, 13, 50, Private, United-States, Male, White, Husband, Exec-managerial, >50K, Married-civ-spouse
42, 10, 40, Local-gov, United-States, Female, White, Not-in-family, Prof-specialty, <=50K, Never-married
37, 9, 35, State-gov, United-States, Female, White, Unmarried, Adm-clerical, <=50K, Divorced
18, 7, 40, Private, United-States, Female, White, Own-child, Sales, <=50K, Never-married
36, 13, 36, Private, United-States, Male, Black, Husband, Other-service, >50K, Married-civ-spouse
35, 9, 60, Private, United-States, Male, White, Not-in-family, Craft-repair, <=50K, Divorced
58, 9, 35, Self-emp-inc, United-States, Female, White, Wife, Sales, >50K, Married-civ-spouse
17, 7, 12, Private, United-States, Female, White, Own-child, Sales, <=50K, Never-married
44, 9, 40, Local-gov, United-States, Male, Black, Husband, Transport-moving, <=50K, Married-civ-spouse
37, 9, 40, Private, United-States, Male, White, Husband, Craft-repair, >50K, Married-civ-spouse
35, 10, 40, Private, United-States, Female, Amer-Indian-Eskimo, Not-in-family, Sales, <=50K, Never-married
60, 9, 40, Private, United-States, Male, Asian-Pac-Islander, Husband, Craft-repair, <=50K, Married-civ-spouse
54, 4, 40, Self-emp-inc, United-States, Male, White, Husband, Machine-op-inspct, >50K, Married-civ-spouse
37, 13, 60, Private, United-States, Male, Black, Not-in-family, Exec-managerial, >50K, Never-married
50, 12, 40, Private, United-States, Female, White, Not-in-family, Sales, <=50K, Divorced
38, 13, 50, Private, Poland, Male, White, Husband, Sales, <=50K, Married-civ-spouse
45, 13, 55, Private, United-States, Male, White, Husband, Prof-specialty, <=50K, Married-civ-spouse
25, 6, 40, Private, United-States, Male, White, Not-in-family, Craft-repair, <=50K, Never-married
31, 10, 40, Private, United-States, Male, White, Husband, Handlers-cleaners, <=50K, Married-civ-spouse
90, 9, 40, Private, United-States, Male, Black, Not-in-family, Other-service, <=50K, Never-married
54, 9, 20, Private, United-States, Male, Black, Husband, Adm-clerical, <=50K, Married-civ-spouse
53, 1, 35, Local-gov, United-States, Female, White, Not-in-family, Machine-op-inspct, <=50K, Never-married
18, 9, 40, Private, United-States, Female, White, Own-child, Sales, <=50K, Never-married
66, 9, 50, Self-emp-not-inc, United-States, Male, White, Husband, Farming-fishing, <=50K, Married-civ-spouse
75, 11, 20, Private, Columbia, Female, White, Not-in-family, Adm-clerical, <=50K, Widowed
65, 9, 40, Private, United-States, Female, White, Not-in-family, Adm-clerical, <=50K, Divorced
35, 7, 40, Private, United-States, Male, Black, Not-in-family, Transport-moving, <=50K, Separated
41, 9, 38, Private, United-States, Female, Black, Unmarried, Sales, <=50K, Divorced
25, 10, 42, Private, United-States, Male, White, Not-in-family, Adm-clerical, <=50K, Never-married
33, 10, 40, Private, United-States, Female, Other, Other-relative, Craft-repair, <=50K, Divorced
28, 15, 55, Private, United-States, Male, White, Not-in-family, Prof-specialty, >50K, Never-married
59, 9, 40, State-gov, United-States, Male, White, Husband, Other-service, <=50K, Married-civ-spouse
40, 10, 38, State-gov, United-States, Female, White, Not-in-family, Adm-clerical, <=50K, Never-married
41, 13, 50, Private, Iran, Male, White, Husband, Exec-managerial, >50K, Married-civ-spouse
38, 14, 70, Local-gov, United-States, Male, White, Husband, Exec-managerial, >50K, Married-civ-spouse
23, 9, 40, Private, United-States, Male, White, Own-child, Transport-moving, <=50K, Never-married
40, 13, 40, Private, United-States, Male, White, Husband, Prof-specialty, >50K, Married-civ-spouse
41, 9, 20, Self-emp-not-inc, United-States, Female, White, Wife, Other-service, <=50K, Married-civ-spouse
24, 12, 50, State-gov, United-States, Male, White, Husband, Protective-serv, <=50K, Married-civ-spouse
38, 10, 40, Private, United-States, Male, White, Not-in-family, Craft-repair, <=50K, Divorced
58, 9, 45, Private, United-States, Male, White, Husband, Adm-clerical, >50K, Married-civ-spouse
32, 9, 34, Private, United-States, Female, White, Not-in-family, Other-service, <=50K, Never-married
40, 12, 60, Private, United-States, Male, White, Husband, Tech-support, >50K, Married-civ-spouse
41, 15, 40, Private, United-States, Female, White, Wife, Prof-specialty, >50K, Married-civ-spouse
42, 13, 40, Private, United-States, Female, Black, Wife, Adm-clerical, <=50K, Married-civ-spouse
59, 6, 30, Local-gov, United-States, Female, Black, Unmarried, Other-service, <=50K, Widowed
19, 10, 40, Local-gov, United-States, Male, White, Own-child, Adm-clerical, <=50K, Never-married
58, 10, 20, Private, United-States, Male, White, Not-in-family, Transport-moving, <=50K, Never-married
42, 9, 40, Self-emp-not-inc, Cambodia, Male, Asian-Pac-Islander, Husband, Farming-fishing, >50K, Married-civ-spouse
20, 9, 40, Private, United-States, Female, White, Own-child, Other-service, <=50K, Never-married
32, 9, 30, Private, United-States, Female, White, Not-in-family, Other-service, <=50K, Separated
45, 11, 45, Private, United-States, Female, White, Not-in-family, Exec-managerial, <=50K, Widowed
50, 4, 40, Private, United-States, Male, White, Not-in-family, Craft-repair, <=50K, Divorced
36, 13, 40, Private, United-States, Female, White, Own-child, Prof-specialty, <=50K, Divorced
45, 9, 60, Private, United-States, Male, White, Husband, Sales, <=50K, Married-civ-spouse
17, 7, 12, Private, United-States, Male, White, Own-child, Other-service, <=50K, Never-married
59, 10, 40, Private, United-States, Male, White, Husband, Sales, <=50K, Married-civ-spouse
26, 7, 40, Private, United-States, Male, White, Husband, Craft-repair, <=50K, Married-civ-spouse
37, 10, 75, Self-emp-inc, Thailand, Male, Asian-Pac-Islander, Husband, Exec-managerial, >50K, Married-civ-spouse
64, 9, 40, Private, United-States, Male, White, Husband, Exec-managerial, >50K, Married-civ-spouse
33, 13, 45, Private, United-States, Female, White, Not-in-family, Prof-specialty, <=50K, Never-married
33, 9, 40, Private, United-States, Female, White, Wife, Craft-repair, >50K, Married-civ-spouse
61, 9, 40, Private, United-States, Male, White, Husband, Exec-managerial, >50K, Married-civ-spouse
17, 5, 24, Private, United-States, Male, White, Own-child, Other-service, <=50K, Never-married
50, 14, 98, Self-emp-not-inc, United-States, Male, White, Husband, Farming-fishing, <=50K, Married-civ-spouse
27, 14, 35, Local-gov, United-States, Male, White, Own-child, Prof-specialty, <=50K, Never-married
30, 9, 40, Private, United-States, Female, White, Own-child, Prof-specialty, <=50K, Divorced
43, 9, 40, Private, United-States, Male, Black, Husband, Handlers-cleaners, <=50K, Married-civ-spouse
44, 10, 40, Private, United-States, Male, White, Husband, Craft-repair, >50K, Married-civ-spouse
35, 10, 40, Private, United-States, Female, White, Not-in-family, Exec-managerial, <=50K, Never-married
25, 10, 40, Private, United-States, Female, White, Own-child, Tech-support, <=50K, Never-married
24, 10, 48, Private, United-States, Female, White, Wife, Machine-op-inspct, >50K, Married-civ-spouse
22, 13, 15, Private, Germany, Female, White, Not-in-family, Prof-specialty, <=50K, Never-married
42, 10, 40, Local-gov, United-States, Male, White, Husband, Craft-repair, >50K, Married-civ-spouse
34, 12, 45, Private, United-States, Female, Black, Unmarried, Sales, <=50K, Divorced
60, 13, 42, Private, United-States, Female, White, Not-in-family, Prof-specialty, <=50K, Divorced
21, 9, 40, Private, United-States, Male, White, Own-child, Handlers-cleaners, <=50K, Never-married
57, 14, 40, Federal-gov, United-States, Male, White, Husband, Sales, >50K, Married-civ-spouse
41, 15, 60, Private, United-States, Male, White, Husband, Prof-specialty, >50K, Married-civ-spouse
50, 10, 45, Private, United-States, Male, White, Not-in-family, Other-service, <=50K, Divorced
25, 13, 40, Private, United-States, Female, White, Not-in-family, Exec-managerial, <=50K, Never-married
50, 4, 40, Private, Ecuador, Male, White, Husband, Craft-repair, <=50K, Married-civ-spouse
36, 13, 45, Private, United-States, Male, White, Husband, Prof-specialty, <=50K, Married-civ-spouse
31, 9, 40, Private, United-States, Female, White, Not-in-family, Prof-specialty, <=50K, Divorced
29, 13, 56, Local-gov, United-States, Male, White, Not-in-family, Protective-serv, <=50K, Never-married
21, 10, 45, Private, United-States, Male, White, Own-child, Sales, <=50K, Never-married
27, 13, 40, Private, United-States, Female, Black, Unmarried, Tech-support, <=50K, Never-married
65, 9, 16, Private, United-States, Male, White, Husband, Transport-moving, <=50K, Married-civ-spouse
37, 13, 60, Self-emp-inc, United-States, Female, White, Not-in-family, Sales, <=50K, Divorced
24, 9, 40, Private, United-States, Male, White, Own-child, Craft-repair, <=50K, Never-married
38, 9, 80, Private, United-States, Male, White, Not-in-family, Sales, <=50K, Divorced
48, 13, 40, Private, United-States, Male, White, Husband, Adm-clerical, >50K, Married-civ-spouse
21, 10, 25, Private, United-States, Female, Asian-Pac-Islander, Not-in-family, Other-service, <=50K, Never-married
31, 9, 45, Private, United-States, Male, White, Husband, Transport-moving, >50K, Married-civ-spouse
55, 9, 40, Private, United-States, Male, White, Husband, Sales, >50K, Married-civ-spouse
24, 10, 40, Private, Laos, Female, Asian-Pac-Islander, Wife, Adm-clerical, <=50K, Married-civ-spouse
43, 9, 40, Private, United-States, Female, White, Not-in-family, Adm-clerical, <=50K, Divorced
26, 12, 45, Private, United-States, Male, White, Not-in-family, Tech-support, <=50K, Never-married
46, 12, 33, Private, United-States, Female, White, Not-in-family, Prof-specialty, <=50K, Never-married
35, 12, 40, Private, United-States, Male, White, Husband, Adm-clerical, >50K, Married-civ-spouse
41, 10, 54, Self-emp-inc, United-States, Male, White, Husband, Farming-fishing, >50K, Married-civ-spouse
26, 13, 40, Private, United-States, Male, White, Not-in-family, Sales, <=50K, Never-married
34, 14, 35, Private, Taiwan, Male, Asian-Pac-Islander, Husband, Exec-managerial, >50K, Married-civ-spouse
36, 13, 40, Self-emp-not-inc, United-States, Female, Black, Not-in-family, Prof-specialty, >50K, Divorced
22, 10, 15, Private, United-States, Male, White, Own-child, Sales, <=50K, Never-married
24, 10, 40, Private, United-States, Male, White, Not-in-family, Machine-op-inspct, <=50K, Never-married
77, 10, 40, Self-emp-not-inc, United-States, Male, White, Husband, Sales, <=50K, Married-civ-spouse
22, 3, 40, Private, Mexico, Female, White, Other-relative, Machine-op-inspct, <=50K, Married-civ-spouse
29, 10, 40, Private, United-States, Female, White, Not-in-family, Tech-support, <=50K, Never-married
62, 9, 24, Private, United-States, Female, White, Not-in-family, Other-service, <=50K, Widowed
39, 9, 40, Self-emp-not-inc, United-States, Male, White, Husband, Exec-managerial, <=50K, Married-civ-spouse
43, 10, 50, Private, United-States, Male, White, Husband, Craft-repair, <=50K, Married-civ-spouse
35, 9, 45, Private, United-States, Male, White, Not-in-family, Transport-moving, <=50K, Divorced
