age, education-num, hours-per-week, workclass, native-country, sex, race, relationship, occupation, income, marital-status
[20 - 21], 10, [44 - 45], Private, United-States, Male, *, Own-child, Sales, <=50K, Never-married
[20 - 21], 10, [44 - 45], Private, United-States, Male, *, Own-child, Sales, <=50K, Never-married
[45 - 46], 13, 40, Private, United-States, *, White, *, *, <=50K, Divorced
[45 - 46], 13, 40, Private, United-States, *, White, *, *, <=50K, Never-married
[30 - 31], 10, 40, Gov, United-States, Male, White, *, *, <=50K, Married-civ-spouse
[30 - 31], 10, 40, Gov, United-States, Male, White, *, *, <=50K, Married-civ-spouse
22, 10, 15, *, United-States, Male, *, *, services, <=50K, Married-civ-spouse
22, 10, 15, *, United-States, Male, *, *, services, <=50K, Never-married
21, 10, 40, Private, United-States, Male, White, Own-child, Machine-op-inspct, <=50K, Never-married
21, 10, 40, Private, United-States, Male, White, Own-child, Machine-op-inspct, <=50K, Never-married
[19 - 23], 9, 25, Private, United-States, Female, White, *, *, <=50K, Married-AF-spouse
[19 - 23], 9, 25, Private, United-States, Female, White, *, *, <=50K, Never-married
48, 12, 40, Self-emp-not-inc, United-States, Male, White, *, *, <=50K, Married-civ-spouse
48, 12, 40, Self-emp-not-inc, United-States, Male, White, *, *, <=50K, Separated
53, 13, 40, Self, America, Male, White, Husband, services, <=50K, Married-civ-spouse
53, 13, 40, Self, America, Male, White, Husband, services, <=50K, Married-civ-spouse
[24 - 27], 13, 50, Private, United-States, Male, White, *, *, <=50K, Married-civ-spouse
[24 - 27], 13, 50, Private, United-States, Male, White, *, *, <=50K, Never-married
49, 9, 40, *, United-States, Female, *, Unmarried, Adm-clerical, <=50K, Separated
49, 9, 40, *, United-States, Female, *, Unmarried, Adm-clerical, <=50K, Separated
53, 9, [38 - 40], Private, United-States, Male, White, Husband, manual-labor, <=50K, Married-civ-spouse
53, 9, [38 - 40], Private, United-States, Male, White, Husband, manual-labor, <=50K, Married-civ-spouse
41, 11, 40, State-gov, United-States, Male, White, Husband, manual-labor, *, Married-civ-spouse
41, 11, 40, State-gov, United-States, Male, White, Husband, manual-labor, *, Married-civ-spouse
29, 11, 43, Private, United-States, Male, White, Not-in-family, *, <=50K, Never-married
29, 11, 43, Private, United-States, Male, White, Not-in-family, *, <=50K, Separated
25, 10, 40, Private, *, Female, *, Wife, bureaucracy, <=50K, Married-civ-spouse
25, 10, 40, Private, *, Female, *, Wife, bureaucracy, <=50K, Married-civ-spouse
[47 - 48], [15 - 16], 60, Self, America, *, White, *, Prof-specialty, >50K, Married-civ-spouse
[47 - 48], [15 - 16], 60, Self, America, *, White, *, Prof-specialty, >50K, Married-civ-spouse
[50 - 51], 13, 55, *, United-States, Male, White, *, Exec-managerial, >50K, Divorced
[50 - 51], 13, 55, *, United-States, Male, White, *, Exec-managerial, >50K, Married-civ-spouse
47, 9, 60, Self, United-States, Male, White, *, *, <=50K, Divorced
47, 9, 60, Self, United-States, Male, White, *, *, <=50K, Married-civ-spouse
[43 - 44], 10, 40, Private, United-States, Male, White, Husband, services, >50K, Married-civ-spouse
[43 - 44], 10, 40, Private, United-States, Male, White, Husband, services, >50K, Married-civ-spouse
[46 - 52], 3, 40, Private, Mexico, Male, White, Husband, Machine-op-inspct, <=50K, Married-civ-spouse
[46 - 52], 3, 40, Private, Mexico, Male, White, Husband, Machine-op-inspct, <=50K, Married-civ-spouse
[35 - 38], 11, 40, Private, America, Male, White, Husband, *, *, Married-civ-spouse
[35 - 38], 11, 40, Private, America, Male, White, Husband, *, *, Married-civ-spouse
41, 9, [48 - 50], Private, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
41, 9, [48 - 50], Private, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
30, 13, 40, Private, United-States, Male, White, *, services, <=50K, Married-civ-spouse
30, 13, 40, Private, United-States, Male, White, *, services, <=50K, Never-married
[42 - 43], 16, [45 - 50], *, United-States, *, White, *, Prof-specialty, >50K, Married-civ-spouse
[42 - 43], 16, [45 - 50], *, United-States, *, White, *, Prof-specialty, >50K, Never-married
29, 10, [58 - 60], Private, United-States, Male, White, Not-in-family, *, <=50K, Divorced
29, 10, [58 - 60], Private, United-States, Male, White, Not-in-family, *, <=50K, Divorced
[36 - 37], 9, 40, Private, United-States, Male, White, Husband, Craft-repair, *, Married-civ-spouse
[36 - 37], 9, 40, Private, United-States, Male, White, Husband, Craft-repair, *, Married-civ-spouse
28, 10, 40, Private, United-States, Female, White, Not-in-family, *, <=50K, Divorced
28, 10, 40, Private, United-States, Female, White, Not-in-family, *, <=50K, Never-married
[53 - 55], 9, 40, Private, United-States, *, White, *, *, >50K, Married-civ-spouse
[53 - 55], 9, 40, Private, United-States, *, White, *, *, >50K, Married-civ-spouse
49, 10, [50 - 55], Self-emp-inc, United-States, Male, White, Husband, *, >50K, Married-civ-spouse
49, 10, [50 - 55], Self-emp-inc, United-States, Male, White, Husband, *, >50K, Married-civ-spouse
19, 10, 32, Private, America, Male, White, Own-child, services, <=50K, Never-married
19, 10, 32, Private, America, Male, White, Own-child, services, <=50K, Never-married
31, 13, 40, Private, *, *, Black, Own-child, *, <=50K, Separated
31, 13, 40, Private, *, *, Black, Own-child, *, <=50K, Never-married
[29 - 33], 13, 70, Self, United-States, Male, White, Husband, services, *, Married-civ-spouse
[29 - 33], 13, 70, Self, United-States, Male, White, Husband, services, *, Married-civ-spouse
[23 - 24], 10, 40, Private, United-States, Male, White, Not-in-family, Machine-op-inspct, <=50K, Never-married
[23 - 24], 10, 40, Private, United-States, Male, White, Not-in-family, Machine-op-inspct, <=50K, Never-married
79, [10 - 11], 20, Private, America, *, White, *, *, <=50K, Married-civ-spouse
79, [10 - 11], 20, Private, America, *, White, *, *, <=50K, Widowed
27, 9, 40, Private, America, Male, White, *, Other-service, <=50K, Never-married
27, 9, 40, Private, America, Male, White, *, Other-service, <=50K, Never-married
40, 12, 40, Private, United-States, Male, White, Husband, Adm-clerical, *, Married-civ-spouse
40, 12, 40, Private, United-States, Male, White, Husband, Adm-clerical, *, Married-civ-spouse
18, 7, 22, Private, United-States, *, White, Own-child, *, <=50K, Never-married
18, 7, 22, Private, United-States, *, White, Own-child, *, <=50K, Never-married
31, [4 - 5], 40, *, United-States, Male, White, *, *, <=50K, Married-civ-spouse
31, [4 - 5], 40, *, United-States, Male, White, *, *, <=50K, Never-married
[18 - 19], 9, 30, Private, America, Male, *, *, Sales, <=50K, Never-married
[18 - 19], 9, 30, Private, America, Male, *, *, Sales, <=50K, Never-married
46, 9, 40, Self, United-States, Female, White, Wife, services, *, Married-civ-spouse
46, 9, 40, Self, United-States, Female, White, Wife, services, *, Married-civ-spouse
59, 9, 48, *, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
59, 9, 48, *, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
44, 9, 40, Private, United-States, Female, White, Not-in-family, *, *, Divorced
44, 9, 40, Private, United-States, Female, White, Not-in-family, *, *, Divorced
[53 - 58], 9, 35, Self, United-States, Female, White, *, Sales, *, Divorced
[53 - 58], 9, 35, Self, United-States, Female, White, *, Sales, *, Married-civ-spouse
49, 9, 40, Gov, United-States, Male, White, *, *, *, Married-civ-spouse
49, 9, 40, Gov, United-States, Male, White, *, *, *, Divorced
33, 14, 50, Private, United-States, Male, White, Husband, Prof-specialty, *, Married-civ-spouse
33, 14, 50, Private, United-States, Male, White, Husband, Prof-specialty, *, Married-civ-spouse
[57 - 59], 11, 40, Private, United-States, Male, White, Husband, services, <=50K, Married-civ-spouse
[57 - 59], 11, 40, Private, United-States, Male, White, Husband, services, <=50K, Married-civ-spouse
37, 10, 40, Private, America, Female, White, Unmarried, *, <=50K, Divorced
37, 10, 40, Private, America, Female, White, Unmarried, *, <=50K, Divorced
28, 10, 25, Private, United-States, Female, *, *, *, <=50K, Divorced
28, 10, 25, Private, United-States, Female, *, *, *, <=50K, Married-civ-spouse
34, 13, 40, *, United-States, Male, White, Husband, *, >50K, Married-civ-spouse
34, 13, 40, *, United-States, Male, White, Husband, *, >50K, Married-civ-spouse
29, 10, 50, Local-gov, United-States, Male, *, Not-in-family, Handlers-cleaners, <=50K, Never-married
29, 10, 50, Local-gov, United-States, Male, *, Not-in-family, Handlers-cleaners, <=50K, Divorced
37, 10, [48 - 50], Private, United-States, Male, White, Husband, services, >50K, Married-civ-spouse
37, 10, [48 - 50], Private, United-States, Male, White, Husband, services, >50K, Married-civ-spouse
[48 - 50], 12, 40, Private, *, Female, White, *, *, <=50K, Divorced
[48 - 50], 12, 40, Private, *, Female, White, *, *, <=50K, Divorced
[32 - 36], 9, 40, *, United-States, Male, Black, *, Other-service, <=50K, Never-married
[32 - 36], 9, 40, *, United-States, Male, Black, *, Other-service, <=50K, Married-civ-spouse
76, 14, 40, Private, United-States, Male, White, Husband, *, >50K, Married-civ-spouse
76, 14, 40, Private, United-States, Male, White, Husband, *, >50K, Married-civ-spouse
44, 13, 60, Private, United-States, Male, White, Husband, Exec-managerial, *, Married-civ-spouse
44, 13, 60, Private, United-States, Male, White, Husband, Exec-managerial, *, Married-civ-spouse
[47 - 49], 14, [50 - 60], Self, United-States, *, White, Not-in-family, Prof-specialty, <=50K, Never-married
[47 - 49], 14, [50 - 60], Self, United-States, *, White, Not-in-family, Prof-specialty, <=50K, Never-married
[20 - 21], 10, 40, Private, United-States, Female, White, Own-child, services, <=50K, Never-married
[20 - 21], 10, 40, Private, United-States, Female, White, Own-child, services, <=50K, Never-married
29, 9, 40, Private, United-States, Male, White, Not-in-family, manual-labor, <=50K, Never-married
29, 9, 40, Private, United-States, Male, White, Not-in-family, manual-labor, <=50K, Separated
[32 - 33], 9, 40, Self, United-States, *, White, *, Craft-repair, >50K, Married-civ-spouse
[32 - 33], 9, 40, Self, United-States, *, White, *, Craft-repair, >50K, Married-civ-spouse
30, 7, 40, Private, United-States, Male, White, *, manual-labor, <=50K, Never-married
30, 7, 40, Private, United-States, Male, White, *, manual-labor, <=50K, Married-civ-spouse
31, 9, 40, *, United-States, Female, White, Not-in-family, *, <=50K, Never-married
31, 9, 40, *, United-States, Female, White, Not-in-family, *, <=50K, Divorced
[24 - 26], 13, 40, Private, United-States, Male, White, *, Sales, <=50K, Never-married
[24 - 26], 13, 40, Private, United-States, Male, White, *, Sales, <=50K, Never-married
[38 - 41], 15, 40, Private, United-States, *, White, *, Prof-specialty, >50K, Married-civ-spouse
[38 - 41], 15, 40, Private, United-States, *, White, *, Prof-specialty, >50K, Married-civ-spouse
[56 - 58], 9, 50, Self, North-America, Male, White, Husband, *, >50K, Married-civ-spouse
[56 - 58], 9, 50, Self, North-America, Male, White, Husband, *, >50K, Married-civ-spouse
36, 9, 40, Private, United-States, Female, White, *, manual-labor, <=50K, Never-married
36, 9, 40, Private, United-States, Female, White, *, manual-labor, <=50K, Married-civ-spouse
53, 5, 50, Private, America, Male, White, Husband, manual-labor, <=50K, Married-civ-spouse
53, 5, 50, Private, America, Male, White, Husband, manual-labor, <=50K, Married-civ-spouse
56, 10, 50, Self, United-States, Male, White, Husband, Sales, <=50K, Married-civ-spouse
56, 10, 50, Self, United-States, Male, White, Husband, Sales, <=50K, Married-civ-spouse
49, 11, 40, *, United-States, Male, *, Husband, Craft-repair, >50K, Married-civ-spouse
49, 11, 40, *, United-States, Male, *, Husband, Craft-repair, >50K, Married-civ-spouse
55, 10, 56, Private, United-States, Male, White, *, services, <=50K, Married-civ-spouse
55, 10, 56, Private, United-States, Male, White, *, services, <=50K, Divorced
[22 - 24], 9, 41, Private, United-States, Male, White, *, Craft-repair, <=50K, Never-married
[22 - 24], 9, 41, Private, United-States, Male, White, *, Craft-repair, <=50K, Never-married
[29 - 34], 13, 50, *, United-States, Male, White, Husband, Prof-specialty, >50K, Married-civ-spouse
[29 - 34], 13, 50, *, United-States, Male, White, Husband, Prof-specialty, >50K, Married-civ-spouse
[19 - 20], 10, 35, Private, United-States, Male, *, *, services, <=50K, Never-married
[19 - 20], 10, 35, Private, United-States, Male, *, *, services, <=50K, Never-married
[47 - 48], 13, 40, Private, United-States, *, White, *, bureaucracy, >50K, Married-civ-spouse
[47 - 48], 13, 40, Private, United-States, *, White, *, bureaucracy, >50K, Married-civ-spouse
[20 - 22], 10, [28 - 30], Private, United-States, *, White, Own-child, *, <=50K, Never-married
[20 - 22], 10, [28 - 30], Private, United-States, *, White, Own-child, *, <=50K, Never-married
[31 - 33], [12 - 13], 40, Private, United-States, Male, White, Husband, bureaucracy, >50K, Married-civ-spouse
[31 - 33], [12 - 13], 40, Private, United-States, Male, White, Husband, bureaucracy, >50K, Married-civ-spouse
39, 10, 40, Private, United-States, Male, White, Not-in-family, Craft-repair, <=50K, Divorced
39, 10, 40, Private, United-States, Male, White, Not-in-family, Craft-repair, <=50K, Divorced
[28 - 35], 12, 60, Private, United-States, Female, White, Not-in-family, *, <=50K, Never-married
[28 - 35], 12, 60, Private, United-States, Female, White, Not-in-family, *, <=50K, Never-married
[24 - 25], 9, 40, Private, United-States, Female, White, *, Other-service, <=50K, Never-married
[24 - 25], 9, 40, Private, United-States, Female, White, *, Other-service, <=50K, Never-married
[38 - 39], 9, [35 - 40], Self-emp-not-inc, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
[38 - 39], 9, [35 - 40], Self-emp-not-inc, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
[37 - 38], 13, 50, Private, *, Male, White, Husband, Sales, <=50K, Married-civ-spouse
[37 - 38], 13, 50, Private, *, Male, White, Husband, Sales, <=50K, Married-civ-spouse
46, 12, 36, Private, United-States, Female, *, Not-in-family, services, <=50K, Divorced
46, 12, 36, Private, United-States, Female, *, Not-in-family, services, <=50K, Never-married
38, 14, 40, Federal-gov, *, Male, White, *, Prof-specialty, *, Married-civ-spouse
38, 14, 40, Federal-gov, *, Male, White, *, Prof-specialty, *, Never-married
43, 9, 60, Self, United-States, Male, White, *, Craft-repair, <=50K, Married-civ-spouse
43, 9, 60, Self, United-States, Male, White, *, Craft-repair, <=50K, Divorced
27, 11, 35, Private, United-States, Female, White, *, *, <=50K, Married-civ-spouse
27, 11, 35, Private, United-States, Female, White, *, *, <=50K, Never-married
[20 - 22], 10, [20 - 24], Private, United-States, Male, White, *, services, <=50K, Never-married
[20 - 22], 10, [20 - 24], Private, United-States, Male, White, *, services, <=50K, Married-civ-spouse
61, 9, 40, Self, United-States, Male, *, Husband, Craft-repair, <=50K, Married-civ-spouse
61, 9, 40, Self, United-States, Male, *, Husband, Craft-repair, <=50K, Married-civ-spouse
27, 10, 40, Private, United-States, Female, White, Own-child, services, <=50K, Never-married
27, 10, 40, Private, United-States, Female, White, Own-child, services, <=50K, Never-married
[45 - 47], 11, 40, Private, United-States, *, White, Not-in-family, services, *, Never-married
[45 - 47], 11, 40, Private, United-States, *, White, Not-in-family, services, *, Never-married
[70 - 77], 10, 40, Self, United-States, Male, White, *, services, <=50K, Never-married
[70 - 77], 10, 40, Self, United-States, Male, White, *, services, <=50K, Married-civ-spouse
[31 - 32], 9, 30, Private, United-States, Female, *, *, *, <=50K, Never-married
[31 - 32], 9, 30, Private, United-States, Female, *, *, *, <=50K, Separated
36, 9, [24 - 25], Private, United-States, Female, White, Unmarried, services, <=50K, Widowed
36, 9, [24 - 25], Private, United-States, Female, White, Unmarried, services, <=50K, Divorced
[64 - 65], 7, 40, Private, United-States, Male, *, *, *, <=50K, Married-civ-spouse
[64 - 65], 7, 40, Private, United-States, Male, *, *, *, <=50K, Widowed
47, 10, [38 - 40], *, America, Female, White, Unmarried, *, <=50K, Divorced
47, 10, [38 - 40], *, America, Female, White, Unmarried, *, <=50K, Divorced
34, 9, 40, Private, United-States, Female, White, Not-in-family, *, <=50K, Never-married
34, 9, 40, Private, United-States, Female, White, Not-in-family, *, <=50K, Never-married
[33 - 36], 13, 40, Private, *, Female, *, *, *, <=50K, Never-married
[33 - 36], 13, 40, Private, *, Female, *, *, *, <=50K, Divorced
21, 9, [35 - 40], Private, United-States, Male, *, Own-child, Craft-repair, <=50K, Never-married
21, 9, [35 - 40], Private, United-States, Male, *, Own-child, Craft-repair, <=50K, Never-married
48, [9 - 10], 46, Private, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
48, [9 - 10], 46, Private, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
[23 - 26], 13, 40, Private, United-States, Male, White, Not-in-family, *, <=50K, Never-married
[23 - 26], 13, 40, Private, United-States, Male, White, Not-in-family, *, <=50K, Never-married
[71 - 74], 10, [2 - 9], Self, United-States, *, *, *, *, <=50K, Separated
[71 - 74], 10, [2 - 9], Self, United-States, *, *, *, *, <=50K, Divorced
[42 - 43], 13, 50, Private, United-States, Male, *, *, *, <=50K, Separated
[42 - 43], 13, 50, Private, United-States, Male, *, *, *, <=50K, Married-civ-spouse
[28 - 30], 9, 40, Private, *, Female, *, *, Exec-managerial, <=50K, Never-married
[28 - 30], 9, 40, Private, *, Female, *, *, Exec-managerial, <=50K, Married-civ-spouse
45, 14, 40, Self-emp-not-inc, United-States, Male, White, Husband, services, *, Married-civ-spouse
45, 14, 40, Self-emp-not-inc, United-States, Male, White, Husband, services, *, Married-civ-spouse
[39 - 43], [12 - 13], 42, *, United-States, Male, White, Not-in-family, *, <=50K, Never-married
[39 - 43], [12 - 13], 42, *, United-States, Male, White, Not-in-family, *, <=50K, Never-married
[46 - 47], 14, 40, Gov, United-States, Male, White, *, *, <=50K, Widowed
[46 - 47], 14, 40, Gov, United-States, Male, White, *, *, <=50K, Married-civ-spouse
18, 7, 16, Private, United-States, Male, White, Own-child, *, <=50K, Never-married
18, 7, 16, Private, United-States, Male, White, Own-child, *, <=50K, Never-married
[66 - 67], 11, [20 - 24], *, United-States, Female, White, Not-in-family, services, <=50K, Widowed
[66 - 67], 11, [20 - 24], *, United-States, Female, White, Not-in-family, services, <=50K, Divorced
28, 9, 40, *, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
28, 9, 40, *, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
[51 - 52], 10, 40, Private, United-States, Male, White, Husband, *, *, Married-civ-spouse
[51 - 52], 10, 40, Private, United-States, Male, White, Husband, *, *, Married-civ-spouse
27, 9, [25 - 35], Private, United-States, Female, White, Unmarried, services, <=50K, Married-spouse-absent
27, 9, [25 - 35], Private, United-States, Female, White, Unmarried, services, <=50K, Never-married
34, 9, 40, Private, United-States, Male, Black, *, *, <=50K, Never-married
34, 9, 40, Private, United-States, Male, Black, *, *, <=50K, Married-civ-spouse
[18 - 19], [9 - 10], 12, Private, United-States, Male, White, Own-child, *, <=50K, Never-married
[18 - 19], [9 - 10], 12, Private, United-States, Male, White, Own-child, *, <=50K, Never-married
44, 10, [38 - 40], Local-gov, United-States, Male, *, Husband, *, >50K, Married-civ-spouse
44, 10, [38 - 40], Local-gov, United-States, Male, *, Husband, *, >50K, Married-civ-spouse
[43 - 46], 10, 40, Private, United-States, Female, White, Not-in-family, *, <=50K, Divorced
[43 - 46], 10, 40, Private, United-States, Female, White, Not-in-family, *, <=50K, Divorced
[30 - 32], [10 - 11], 45, Private, United-States, Male, *, Not-in-family, Craft-repair, <=50K, Never-married
[30 - 32], [10 - 11], 45, Private, United-States, Male, *, Not-in-family, Craft-repair, <=50K, Never-married
[40 - 54], 4, 40, Self, America, Male, White, Husband, Machine-op-inspct, >50K, Married-civ-spouse
[40 - 54], 4, 40, Self, America, Male, White, Husband, Machine-op-inspct, >50K, Married-civ-spouse
37, 10, [42 - 45], Gov, United-States, Male, White, Husband, *, >50K, Married-civ-spouse
37, 10, [42 - 45], Gov, United-States, Male, White, Husband, *, >50K, Married-civ-spouse
[58 - 76], 16, [1 - 10], *, United-States, Male, White, Husband, *, *, Married-civ-spouse
[58 - 76], 16, [1 - 10], *, United-States, Male, White, Husband, *, *, Married-civ-spouse
[38 - 41], 10, 28, *, United-States, Female, Black, Not-in-family, *, <=50K, Divorced
[38 - 41], 10, 28, *, United-States, Female, Black, Not-in-family, *, <=50K, Divorced
[24 - 25], 10, 40, Private, United-States, Male, White, Husband, manual-labor, <=50K, Married-civ-spouse
[24 - 25], 10, 40, Private, United-States, Male, White, Husband, manual-labor, <=50K, Married-civ-spouse
41, 13, 40, *, United-States, Male, *, Husband, *, *, Married-civ-spouse
41, 13, 40, *, United-States, Male, *, Husband, *, *, Married-civ-spouse
23, 3, 40, Private, Mexico, *, White, Other-relative, manual-labor, <=50K, Married-civ-spouse
23, 3, 40, Private, Mexico, *, White, Other-relative, manual-labor, <=50K, Married-civ-spouse
[36 - 38], 10, 40, Private, United-States, Male, White, *, manual-labor, <=50K, Divorced
[36 - 38], 10, 40, Private, United-States, Male, White, *, manual-labor, <=50K, Married-civ-spouse
[40 - 41], 14, [55 - 65], *, United-States, *, White, *, Exec-managerial, >50K, Never-married
[40 - 41], 14, [55 - 65], *, United-States, *, White, *, Exec-managerial, >50K, Married-civ-spouse
[35 - 36], 14, 40, Self, United-States, *, *, *, Prof-specialty, >50K, Married-civ-spouse
[35 - 36], 14, 40, Self, United-States, *, *, *, Prof-specialty, >50K, Divorced
[24 - 26], 9, 40, Self, United-States, Male, White, Not-in-family, *, <=50K, Never-married
[24 - 26], 9, 40, Self, United-States, Male, White, Not-in-family, *, <=50K, Never-married
26, 14, 40, Private, United-States, Female, White, Not-in-family, services, <=50K, Never-married
26, 14, 40, Private, United-States, Female, White, Not-in-family, services, <=50K, Never-married
42, 10, 40, Local-gov, United-States, Female, White, *, *, <=50K, Never-married
42, 10, 40, Local-gov, United-States, Female, White, *, *, <=50K, Married-civ-spouse
[37 - 41], 9, [35 - 36], *, United-States, Female, White, Unmarried, Adm-clerical, <=50K, Divorced
[37 - 41], 9, [35 - 36], *, United-States, Female, White, Unmarried, Adm-clerical, <=50K, Divorced
18, [7 - 9], 40, Private, United-States, Female, White, Own-child, Sales, <=50K, Never-married
18, [7 - 9], 40, Private, United-States, Female, White, Own-child, Sales, <=50K, Never-married
36, 13, [36 - 45], Private, United-States, Male, *, Husband, services, *, Married-civ-spouse
36, 13, [36 - 45], Private, United-States, Male, *, Husband, services, *, Married-civ-spouse
17, 7, 12, Private, United-States, *, White, Own-child, services, <=50K, Never-married
17, 7, 12, Private, United-States, *, White, Own-child, services, <=50K, Never-married
44, 9, 40, *, United-States, Male, Black, Husband, manual-labor, <=50K, Married-civ-spouse
44, 9, 40, *, United-States, Male, Black, Husband, manual-labor, <=50K, Married-civ-spouse
35, 10, 40, Private, United-States, Female, *, Not-in-family, *, <=50K, Never-married
35, 10, 40, Private, United-States, Female, *, Not-in-family, *, <=50K, Never-married
