age, education-num, hours-per-week, workclass, native-country, sex, race, relationship, occupation, income, marital-status
[43 - 49], 14, 45, Self, United-States, *, White, *, Exec-managerial, >50K, Divorced
[43 - 49], 14, 45, Self, United-States, *, White, *, Exec-managerial, >50K, Divorced
[43 - 49], 14, 45, Self, United-States, *, White, *, Exec-managerial, >50K, Married-civ-spouse
[40 - 46], 16, 60, Private, United-States, Male, White, Husband, *, >50K, Married-civ-spouse
[40 - 46], 16, 60, Private, United-States, Male, White, Husband, *, >50K, Married-civ-spouse
[40 - 46], 16, 60, Private, United-States, Male, White, Husband, *, >50K, Married-civ-spouse
[54 - 58], [9 - 10], 20, Private, United-States, *, *, *, *, <=50K, Separated
[54 - 58], [9 - 10], 20, Private, United-States, *, *, *, *, <=50K, Married-civ-spouse
[54 - 58], [9 - 10], 20, Private, United-States, *, *, *, *, <=50K, Never-married
35, 5, [40 - 43], *, United-States, Male, *, *, *, <=50K, Married-civ-spouse
35, 5, [40 - 43], *, United-States, Male, *, *, *, <=50K, Married-civ-spouse
35, 5, [40 - 43], *, United-States, Male, *, *, *, <=50K, Never-married
43, [7 - 9], 40, Private, United-States, Male, *, Husband, manual-labor, <=50K, Married-civ-spouse
43, [7 - 9], 40, Private, United-States, Male, *, Husband, manual-labor, <=50K, Married-civ-spouse
43, [7 - 9], 40, Private, United-States, Male, *, Husband, manual-labor, <=50K, Married-civ-spouse
59, 9, 40, *, United-States, *, White, *, *, <=50K, Divorced
59, 9, 40, *, United-States, *, White, *, *, <=50K, Married-civ-spouse
59, 9, 40, *, United-States, *, White, *, *, <=50K, Married-civ-spouse
[56 - 57], [13 - 14], 40, Gov, United-States, Male, *, Husband, services, >50K, Married-civ-spouse
[56 - 57], [13 - 14], 40, Gov, United-States, Male, *, Husband, services, >50K, Married-civ-spouse
[56 - 57], [13 - 14], 40, Gov, United-States, Male, *, Husband, services, >50K, Married-civ-spouse
[19 - 23], 9, 40, Private, United-States, Male, White, Own-child, manual-labor, <=50K, Never-married
[19 - 23], 9, 40, Private, United-States, Male, White, Own-child, manual-labor, <=50K, Never-married
[19 - 23], 9, 40, Private, United-States, Male, White, Own-child, manual-labor, <=50K, Never-married
[49 - 51], 9, 40, Private, United-States, Male, *, Husband, manual-labor, <=50K, Married-civ-spouse
[49 - 51], 9, 40, Private, United-States, Male, *, Husband, manual-labor, <=50K, Married-civ-spouse
[49 - 51], 9, 40, Private, United-States, Male, *, Husband, manual-labor, <=50K, Married-civ-spouse
[23 - 24], [12 - 13], 52, *, United-States, Male, White, *, *, <=50K, Never-married
[23 - 24], [12 - 13], 52, *, United-States, Male, White, *, *, <=50K, Married-civ-spouse
[23 - 24], [12 - 13], 52, *, United-States, Male, White, *, *, <=50K, Married-civ-spouse
[20 - 21], 10, [44 - 45], Private, United-States, Male, *, Own-child, *, <=50K, Never-married
[20 - 21], 10, [44 - 45], Private, United-States, Male, *, Own-child, *, <=50K, Never-married
[20 - 21], 10, [44 - 45], Private, United-States, Male, *, Own-child, *, <=50K, Never-married
[45 - 46], 13, 40, *, United-States, *, White, *, *, <=50K, Divorced
[45 - 46], 13, 40, *, United-States, *, White, *, *, <=50K, Never-married
[45 - 46], 13, 40, *, United-States, *, White, *, *, <=50K, Divorced
[30 - 31], 10, 40, *, United-States, Male, White, *, *, <=50K, Married-civ-spouse
[30 - 31], 10, 40, *, United-States, Male, White, *, *, <=50K, Married-civ-spouse
[30 - 31], 10, 40, *, United-States, Male, White, *, *, <=50K, Married-civ-spouse
22, 10, [15 - 20], *, United-States, Male, *, *, services, <=50K, Married-civ-spouse
22, 10, [15 - 20], *, United-States, Male, *, *, services, <=50K, Never-married
22, 10, [15 - 20], *, United-States, Male, *, *, services, <=50K, Never-married
[19 - 27], 9, 25, Private, United-States, Female, White, *, *, <=50K, Married-AF-spouse
[19 - 27], 9, 25, Private, United-States, Female, White, *, *, <=50K, Married-spouse-absent
[19 - 27], 9, 25, Private, United-States, Female, White, *, *, <=50K, Never-married
48, 12, 40, Self, United-States, Male, White, *, *, <=50K, Married-civ-spouse
48, 12, 40, Self, United-States, Male, White, *, *, <=50K, Separated
48, 12, 40, Self, United-States, Male, White, *, *, <=50K, Never-married
53, 13, 40, Self, America, Male, White, Husband, *, *, Married-civ-spouse
53, 13, 40, Self, America, Male, White, Husband, *, *, Married-civ-spouse
53, 13, 40, Self, America, Male, White, Husband, *, *, Married-civ-spouse
49, 9, 40, *, United-States, Female, *, Unmarried, bureaucracy, <=50K, Separated
49, 9, 40, *, United-States, Female, *, Unmarried, bureaucracy, <=50K, Widowed
49, 9, 40, *, United-States, Female, *, Unmarried, bureaucracy, <=50K, Separated
[53 - 54], 9, [38 - 40], Private, United-States, Male, White, *, manual-labor, <=50K, Married-civ-spouse
[53 - 54], 9, [38 - 40], Private, United-States, Male, White, *, manual-labor, <=50K, Divorced
[53 - 54], 9, [38 - 40], Private, United-States, Male, White, *, manual-labor, <=50K, Divorced
41, 11, 40, *, United-States, Male, White, Husband, *, *, Married-civ-spouse
41, 11, 40, *, United-States, Male, White, Husband, *, *, Married-civ-spouse
41, 11, 40, *, United-States, Male, White, Husband, *, *, Married-civ-spouse
[29 - 32], 11, [43 - 45], Private, United-States, Male, White, Not-in-family, *, <=50K, Never-married
[29 - 32], 11, [43 - 45], Private, United-States, Male, White, Not-in-family, *, <=50K, Never-married
[29 - 32], 11, [43 - 45], Private, United-States, Male, White, Not-in-family, *, <=50K, Separated
25, 10, 40, Private, *, Female, *, *, *, <=50K, Married-civ-spouse
25, 10, 40, Private, *, Female, *, *, *, <=50K, Never-married
25, 10, 40, Private, *, Female, *, *, *, <=50K, Married-civ-spouse
[47 - 49], [15 - 16], 60, Self, America, *, White, *, Prof-specialty, *, Married-civ-spouse
[47 - 49], [15 - 16], 60, Self, America, *, White, *, Prof-specialty, *, Married-civ-spouse
[47 - 49], [15 - 16], 60, Self, America, *, White, *, Prof-specialty, *, Never-married
[50 - 52], 13, 55, *, United-States, Male, White, *, Exec-managerial, >50K, Divorced
[50 - 52], 13, 55, *, United-States, Male, White, *, Exec-managerial, >50K, Married-civ-spouse
[50 - 52], 13, 55, *, United-States, Male, White, *, Exec-managerial, >50K, Married-civ-spouse
47, 9, 60, Self, United-States, Male, White, *, *, <=50K, Divorced
47, 9, 60, Self, United-States, Male, White, *, *, <=50K, Married-civ-spouse
47, 9, 60, Self, United-States, Male, White, *, *, <=50K, Married-civ-spouse
[43 - 44], 10, 40, Private, United-States, Male, White, Husband, *, >50K, Married-civ-spouse
[43 - 44], 10, 40, Private, United-States, Male, White, Husband, *, >50K, Married-civ-spouse
[43 - 44], 10, 40, Private, United-States, Male, White, Husband, *, >50K, Married-civ-spouse
[46 - 52], [3 - 4], 40, Private, America, Male, White, Husband, manual-labor, <=50K, Married-civ-spouse
[46 - 52], [3 - 4], 40, Private, America, Male, White, Husband, manual-labor, <=50K, Married-civ-spouse
[46 - 52], [3 - 4], 40, Private, America, Male, White, Husband, manual-labor, <=50K, Married-civ-spouse
[35 - 40], 11, 40, Private, America, Male, *, Husband, *, *, Married-civ-spouse
[35 - 40], 11, 40, Private, America, Male, *, Husband, *, *, Married-civ-spouse
[35 - 40], 11, 40, Private, America, Male, *, Husband, *, *, Married-civ-spouse
[41 - 43], [9 - 10], [48 - 50], Self, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
[41 - 43], [9 - 10], [48 - 50], Self, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
[41 - 43], [9 - 10], [48 - 50], Self, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
[42 - 43], 16, [45 - 50], *, United-States, *, White, *, Prof-specialty, >50K, Married-civ-spouse
[42 - 43], 16, [45 - 50], *, United-States, *, White, *, Prof-specialty, >50K, Never-married
[42 - 43], 16, [45 - 50], *, United-States, *, White, *, Prof-specialty, >50K, Married-civ-spouse
[29 - 30], 10, [58 - 60], Private, United-States, Male, White, Not-in-family, *, <=50K, Divorced
[29 - 30], 10, [58 - 60], Private, United-States, Male, White, Not-in-family, *, <=50K, Divorced
[29 - 30], 10, [58 - 60], Private, United-States, Male, White, Not-in-family, *, <=50K, Never-married
[28 - 29], 10, 40, Private, United-States, Female, White, Not-in-family, *, <=50K, Divorced
[28 - 29], 10, 40, Private, United-States, Female, White, Not-in-family, *, <=50K, Never-married
[28 - 29], 10, 40, Private, United-States, Female, White, Not-in-family, *, <=50K, Never-married
[53 - 60], 9, 40, Private, United-States, *, White, *, *, >50K, Married-civ-spouse
[53 - 60], 9, 40, Private, United-States, *, White, *, *, >50K, Married-civ-spouse
[53 - 60], 9, 40, Private, United-States, *, White, *, *, >50K, Married-civ-spouse
49, 10, [50 - 55], Self-emp-inc, United-States, Male, White, Husband, *, >50K, Married-civ-spouse
49, 10, [50 - 55], Self-emp-inc, United-States, Male, White, Husband, *, >50K, Married-civ-spouse
49, 10, [50 - 55], Self-emp-inc, United-States, Male, White, Husband, *, >50K, Married-civ-spouse
19, 10, [32 - 35], Private, America, Male, *, Own-child, services, <=50K, Never-married
19, 10, [32 - 35], Private, America, Male, *, Own-child, services, <=50K, Never-married
19, 10, [32 - 35], Private, America, Male, *, Own-child, services, <=50K, Never-married
[29 - 38], [13 - 14], 70, *, United-States, Male, White, Husband, *, *, Married-civ-spouse
[29 - 38], [13 - 14], 70, *, United-States, Male, White, Husband, *, *, Married-civ-spouse
[29 - 38], [13 - 14], 70, *, United-States, Male, White, Husband, *, *, Married-civ-spouse
[23 - 24], 10, 40, Private, United-States, Male, White, *, Machine-op-inspct, <=50K, Never-married
[23 - 24], 10, 40, Private, United-States, Male, White, *, Machine-op-inspct, <=50K, Married-civ-spouse
[23 - 24], 10, 40, Private, United-States, Male, White, *, Machine-op-inspct, <=50K, Never-married
79, [10 - 11], 20, Private, America, *, White, *, *, <=50K, Married-civ-spouse
79, [10 - 11], 20, Private, America, *, White, *, *, <=50K, Widowed
79, [10 - 11], 20, Private, America, *, White, *, *, <=50K, Divorced
27, 9, 40, Private, America, Male, White, *, Other-service, <=50K, Never-married
27, 9, 40, Private, America, Male, White, *, Other-service, <=50K, Never-married
27, 9, 40, Private, America, Male, White, *, Other-service, <=50K, Married-civ-spouse
40, 12, [40 - 42], *, United-States, Male, White, *, bureaucracy, *, Married-civ-spouse
40, 12, [40 - 42], *, United-States, Male, White, *, bureaucracy, *, Never-married
40, 12, [40 - 42], *, United-States, Male, White, *, bureaucracy, *, Married-civ-spouse
18, 7, 22, Private, United-States, *, White, Own-child, *, <=50K, Never-married
18, 7, 22, Private, United-States, *, White, Own-child, *, <=50K, Never-married
18, 7, 22, Private, United-States, *, White, Own-child, *, <=50K, Never-married
[18 - 20], [9 - 10], 30, Private, America, Male, *, *, Sales, <=50K, Never-married
[18 - 20], [9 - 10], 30, Private, America, Male, *, *, Sales, <=50K, Never-married
[18 - 20], [9 - 10], 30, Private, America, Male, *, *, Sales, <=50K, Married-civ-spouse
46, 9, 40, Self, United-States, Female, White, *, *, *, Married-civ-spouse
46, 9, 40, Self, United-States, Female, White, *, *, *, Divorced
46, 9, 40, Self, United-States, Female, White, *, *, *, Married-civ-spouse
[59 - 63], 9, 48, *, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
[59 - 63], 9, 48, *, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
[59 - 63], 9, 48, *, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
[53 - 61], 9, [35 - 40], Self, United-States, *, White, *, *, *, Divorced
[53 - 61], 9, [35 - 40], Self, United-States, *, White, *, *, *, Married-civ-spouse
[53 - 61], 9, [35 - 40], Self, United-States, *, White, *, *, *, Married-civ-spouse
49, 9, [40 - 46], *, United-States, Male, White, *, *, *, Married-civ-spouse
49, 9, [40 - 46], *, United-States, Male, White, *, *, *, Married-civ-spouse
49, 9, [40 - 46], *, United-States, Male, White, *, *, *, Divorced
[57 - 60], 11, 40, Private, United-States, Male, White, *, services, *, Married-civ-spouse
[57 - 60], 11, 40, Private, United-States, Male, White, *, services, *, Married-civ-spouse
[57 - 60], 11, 40, Private, United-States, Male, White, *, services, *, Never-married
37, 10, 40, Private, America, Female, White, Unmarried, *, <=50K, Divorced
37, 10, 40, Private, America, Female, White, Unmarried, *, <=50K, Divorced
37, 10, 40, Private, America, Female, White, Unmarried, *, <=50K, Divorced
28, 10, 25, Private, United-States, Female, *, *, *, <=50K, Divorced
28, 10, 25, Private, United-States, Female, *, *, *, <=50K, Married-civ-spouse
28, 10, 25, Private, United-States, Female, *, *, *, <=50K, Married-spouse-absent
34, 13, 40, *, United-States, Male, White, Husband, *, >50K, Married-civ-spouse
34, 13, 40, *, United-States, Male, White, Husband, *, >50K, Married-civ-spouse
34, 13, 40, *, United-States, Male, White, Husband, *, >50K, Married-civ-spouse
[29 - 30], 10, 50, *, United-States, Male, *, Not-in-family, manual-labor, <=50K, Never-married
[29 - 30], 10, 50, *, United-States, Male, *, Not-in-family, manual-labor, <=50K, Never-married
[29 - 30], 10, 50, *, United-States, Male, *, Not-in-family, manual-labor, <=50K, Divorced
37, 10, [48 - 50], *, United-States, Male, White, Husband, services, >50K, Married-civ-spouse
37, 10, [48 - 50], *, United-States, Male, White, Husband, services, >50K, Married-civ-spouse
37, 10, [48 - 50], *, United-States, Male, White, Husband, services, >50K, Married-civ-spouse
[48 - 50], 12, 40, Private, *, Female, White, *, *, <=50K, Divorced
[48 - 50], 12, 40, Private, *, Female, White, *, *, <=50K, Divorced
[48 - 50], 12, 40, Private, *, Female, White, *, *, <=50K, Never-married
[32 - 36], 9, 40, *, United-States, Male, Black, *, *, <=50K, Never-married
[32 - 36], 9, 40, *, United-States, Male, Black, *, *, <=50K, Never-married
[32 - 36], 9, 40, *, United-States, Male, Black, *, *, <=50K, Married-civ-spouse
76, [14 - 15], [40 - 48], Private, United-States, Male, White, Husband, *, >50K, Married-civ-spouse
76, [14 - 15], [40 - 48], Private, United-States, Male, White, Husband, *, >50K, Married-civ-spouse
76, [14 - 15], [40 - 48], Private, United-States, Male, White, Husband, *, >50K, Married-civ-spouse
[44 - 45], 13, 60, Private, United-States, Male, White, Husband, *, *, Married-civ-spouse
[44 - 45], 13, 60, Private, United-States, Male, White, Husband, *, *, Married-civ-spouse
[44 - 45], 13, 60, Private, United-States, Male, White, Husband, *, *, Married-civ-spouse
47, 14, 50, *, United-States, *, White, *, Prof-specialty, <=50K, Never-married
47, 14, 50, *, United-States, *, White, *, Prof-specialty, <=50K, Married-civ-spouse
47, 14, 50, *, United-States, *, White, *, Prof-specialty, <=50K, Married-civ-spouse
[20 - 21], 10, 40, Private, United-States, *, White, Own-child, *, <=50K, Never-married
[20 - 21], 10, 40, Private, United-States, *, White, Own-child, *, <=50K, Never-married
[20 - 21], 10, 40, Private, United-States, *, White, Own-child, *, <=50K, Never-married
29, 9, 40, Private, United-States, Male, White, Not-in-family, manual-labor, <=50K, Never-married
29, 9, 40, Private, United-States, Male, White, Not-in-family, manual-labor, <=50K, Divorced
29, 9, 40, Private, United-States, Male, White, Not-in-family, manual-labor, <=50K, Never-married
[32 - 37], 9, 40, *, United-States, Male, White, Husband, *, >50K, Married-civ-spouse
[32 - 37], 9, 40, *, United-States, Male, White, Husband, *, >50K, Married-civ-spouse
[32 - 37], 9, 40, *, United-States, Male, White, Husband, *, >50K, Married-civ-spouse
30, 7, 40, Private, United-States, *, White, *, *, <=50K, Never-married
30, 7, 40, Private, United-States, *, White, *, *, <=50K, Married-civ-spouse
30, 7, 40, Private, United-States, *, White, *, *, <=50K, Never-married
[31 - 34], 9, 40, *, United-States, Female, White, Not-in-family, *, <=50K, Never-married
[31 - 34], 9, 40, *, United-States, Female, White, Not-in-family, *, <=50K, Never-married
[31 - 34], 9, 40, *, United-States, Female, White, Not-in-family, *, <=50K, Divorced
[24 - 26], 13, 40, Private, United-States, Male, White, *, *, <=50K, Never-married
[24 - 26], 13, 40, Private, United-States, Male, White, *, *, <=50K, Never-married
[24 - 26], 13, 40, Private, United-States, Male, White, *, *, <=50K, Never-married
38, 15, 40, *, *, Male, White, *, Prof-specialty, >50K, Married-civ-spouse
38, 15, 40, *, *, Male, White, *, Prof-specialty, >50K, Married-civ-spouse
38, 15, 40, *, *, Male, White, *, Prof-specialty, >50K, Married-civ-spouse
56, [9 - 10], 50, Self, North-America, Male, White, Husband, services, *, Married-civ-spouse
56, [9 - 10], 50, Self, North-America, Male, White, Husband, services, *, Married-civ-spouse
56, [9 - 10], 50, Self, North-America, Male, White, Husband, services, *, Married-civ-spouse
[36 - 39], 9, 40, Private, United-States, Female, White, *, *, <=50K, Never-married
[36 - 39], 9, 40, Private, United-States, Female, White, *, *, <=50K, Divorced
[36 - 39], 9, 40, Private, United-States, Female, White, *, *, <=50K, Married-civ-spouse
[53 - 55], [5 - 6], 50, *, United-States, Male, White, Husband, *, *, Married-civ-spouse
[53 - 55], [5 - 6], 50, *, United-States, Male, White, Husband, *, *, Married-civ-spouse
[53 - 55], [5 - 6], 50, *, United-States, Male, White, Husband, *, *, Married-civ-spouse
49, 11, [40 - 42], *, United-States, Male, *, *, manual-labor, *, Married-civ-spouse
49, 11, [40 - 42], *, United-States, Male, *, *, manual-labor, *, Married-civ-spouse
49, 11, [40 - 42], *, United-States, Male, *, *, manual-labor, *, Married-spouse-absent
55, 10, [56 - 58], Private, United-States, Male, White, *, *, *, Married-civ-spouse
55, 10, [56 - 58], Private, United-States, Male, White, *, *, *, Divorced
55, 10, [56 - 58], Private, United-States, Male, White, *, *, *, Divorced
[22 - 24], 9, 41, Private, United-States, Male, White, *, manual-labor, <=50K, Never-married
[22 - 24], 9, 41, Private, United-States, Male, White, *, manual-labor, <=50K, Never-married
[22 - 24], 9, 41, Private, United-States, Male, White, *, manual-labor, <=50K, Married-civ-spouse
[30 - 33], 13, 40, Private, *, *, *, *, *, <=50K, Never-married
[30 - 33], 13, 40, Private, *, *, *, *, *, <=50K, Never-married
[30 - 33], 13, 40, Private, *, *, *, *, *, <=50K, Never-married
[29 - 34], [13 - 14], 50, *, United-States, Male, White, Husband, Prof-specialty, >50K, Married-civ-spouse
[29 - 34], [13 - 14], 50, *, United-States, Male, White, Husband, Prof-specialty, >50K, Married-civ-spouse
[29 - 34], [13 - 14], 50, *, United-States, Male, White, Husband, Prof-specialty, >50K, Married-civ-spouse
47, 13, 40, Private, United-States, Female, *, *, *, *, Married-civ-spouse
47, 13, 40, Private, United-States, Female, *, *, *, *, Divorced
47, 13, 40, Private, United-States, Female, *, *, *, *, Married-civ-spouse
[20 - 22], 10, [28 - 30], Private, United-States, *, White, *, *, <=50K, Never-married
[20 - 22], 10, [28 - 30], Private, United-States, *, White, *, *, <=50K, Married-civ-spouse
[20 - 22], 10, [28 - 30], Private, United-States, *, White, *, *, <=50K, Never-married
[31 - 33], 12, [40 - 45], Private, *, Male, White, *, *, *, Married-civ-spouse
[31 - 33], 12, [40 - 45], Private, *, Male, White, *, *, *, Never-married
[31 - 33], 12, [40 - 45], Private, *, Male, White, *, *, *, Married-civ-spouse
39, 10, 40, Private, United-States, Male, White, Not-in-family, Craft-repair, <=50K, Divorced
39, 10, 40, Private, United-States, Male, White, Not-in-family, Craft-repair, <=50K, Divorced
39, 10, 40, Private, United-States, Male, White, Not-in-family, Craft-repair, <=50K, Divorced
[28 - 35], 12, [60 - 64], Private, United-States, Female, White, Not-in-family, *, <=50K, Never-married
[28 - 35], 12, [60 - 64], Private, United-States, Female, White, Not-in-family, *, <=50K, Divorced
[28 - 35], 12, [60 - 64], Private, United-States, Female, White, Not-in-family, *, <=50K, Never-married
[24 - 25], 9, 40, Private, United-States, Female, White, *, Other-service, <=50K, Never-married
[24 - 25], 9, 40, Private, United-States, Female, White, *, Other-service, <=50K, Never-married
[24 - 25], 9, 40, Private, United-States, Female, White, *, Other-service, <=50K, Never-married
[38 - 39], 9, [35 - 40], *, United-States, Male, White, Husband, *, *, Married-civ-spouse
[38 - 39], 9, [35 - 40], *, United-States, Male, White, Husband, *, *, Married-civ-spouse
[38 - 39], 9, [35 - 40], *, United-States, Male, White, Husband, *, *, Married-civ-spouse
[37 - 38], 13, 50, Private, *, Male, White, Husband, services, <=50K, Married-civ-spouse
[37 - 38], 13, 50, Private, *, Male, White, Husband, services, <=50K, Married-civ-spouse
[37 - 38], 13, 50, Private, *, Male, White, Husband, services, <=50K, Married-civ-spouse
27, 11, [35 - 40], Private, United-States, Female, White, *, *, <=50K, Married-civ-spouse
27, 11, [35 - 40], Private, United-States, Female, White, *, *, <=50K, Never-married
27, 11, [35 - 40], Private, United-States, Female, White, *, *, <=50K, Never-married
[45 - 47], 11, 40, Private, United-States, *, White, Not-in-family, services, *, Never-married
[45 - 47], 11, 40, Private, United-States, *, White, Not-in-family, services, *, Never-married
[45 - 47], 11, 40, Private, United-States, *, White, Not-in-family, services, *, Divorced
[70 - 77], 10, 40, Self, United-States, *, White, *, *, <=50K, Never-married
[70 - 77], 10, 40, Self, United-States, *, White, *, *, <=50K, Divorced
[70 - 77], 10, 40, Self, United-States, *, White, *, *, <=50K, Married-civ-spouse
[31 - 32], 9, [30 - 34], Private, United-States, Female, *, *, *, <=50K, Never-married
[31 - 32], 9, [30 - 34], Private, United-States, Female, *, *, *, <=50K, Never-married
[31 - 32], 9, [30 - 34], Private, United-States, Female, *, *, *, <=50K, Separated
[36 - 41], 9, [24 - 25], Self, United-States, Female, White, *, services, <=50K, Widowed
[36 - 41], 9, [24 - 25], Self, United-States, Female, White, *, services, <=50K, Married-civ-spouse
[36 - 41], 9, [24 - 25], Self, United-States, Female, White, *, services, <=50K, Divorced
[64 - 65], [7 - 9], 40, Private, United-States, Male, *, *, *, *, Married-civ-spouse
[64 - 65], [7 - 9], 40, Private, United-States, Male, *, *, *, *, Married-civ-spouse
[64 - 65], [7 - 9], 40, Private, United-States, Male, *, *, *, *, Widowed
47, 10, [38 - 40], *, America, Female, White, *, *, <=50K, Divorced
47, 10, [38 - 40], *, America, Female, White, *, *, <=50K, Divorced
47, 10, [38 - 40], *, America, Female, White, *, *, <=50K, Divorced
[23 - 26], [13 - 14], 40, Private, United-States, *, *, Not-in-family, *, <=50K, Never-married
[23 - 26], [13 - 14], 40, Private, United-States, *, *, Not-in-family, *, <=50K, Never-married
[23 - 26], [13 - 14], 40, Private, United-States, *, *, Not-in-family, *, <=50K, Never-married
71, [10 - 11], [2 - 20], *, United-States, *, *, *, *, <=50K, Separated
71, [10 - 11], [2 - 20], *, United-States, *, *, *, *, <=50K, Widowed
71, [10 - 11], [2 - 20], *, United-States, *, *, *, *, <=50K, Married-civ-spouse
[42 - 43], 13, 50, Private, *, Male, *, *, *, *, Separated
[42 - 43], 13, 50, Private, *, Male, *, *, *, *, Married-civ-spouse
[42 - 43], 13, 50, Private, *, Male, *, *, *, *, Married-civ-spouse
[28 - 30], 9, 40, Private, *, Female, *, *, *, <=50K, Never-married
[28 - 30], 9, 40, Private, *, Female, *, *, *, <=50K, Divorced
[28 - 30], 9, 40, Private, *, Female, *, *, *, <=50K, Married-civ-spouse
