age, education-num, hours-per-week, workclass, native-country, sex, race, relationship, occupation, income, marital-status
[32 - 33], 9, 40, Private, United-States, *, White, *, manual-labor, <=50K, Never-married
[32 - 33], 9, 40, Private, United-States, *, White, *, manual-labor, <=50K, Married-civ-spouse
[32 - 33], 9, 40, Private, United-States, *, White, *, manual-labor, <=50K, Never-married
[32 - 33], 9, 40, Private, United-States, *, White, *, manual-labor, <=50K, Never-married
[32 - 33], 9, 40, Private, United-States, *, White, *, manual-labor, <=50K, Married-civ-spouse
[32 - 33], 9, 40, Private, United-States, *, White, *, manual-labor, <=50K, Separated
[32 - 33], 9, 40, Private, United-States, *, White, *, manual-labor, <=50K, Divorced
[38 - 43], [7 - 10], 50, *, United-States, Male, *, Husband, *, <=50K, Married-civ-spouse
[38 - 43], [7 - 10], 50, *, United-States, Male, *, Husband, *, <=50K, Married-civ-spouse
[38 - 43], [7 - 10], 50, *, United-States, Male, *, Husband, *, <=50K, Married-civ-spouse
[38 - 43], [7 - 10], 50, *, United-States, Male, *, Husband, *, <=50K, Married-civ-spouse
[38 - 43], [7 - 10], 50, *, United-States, Male, *, Husband, *, <=50K, Married-civ-spouse
[38 - 43], [7 - 10], 50, *, United-States, Male, *, Husband, *, <=50K, Married-civ-spouse
[38 - 43], [7 - 10], 50, *, United-States, Male, *, Husband, *, <=50K, Married-civ-spouse
[43 - 52], 14, [45 - 60], Self, United-States, *, White, *, *, *, Divorced
[43 - 52], 14, [45 - 60], Self, United-States, *, White, *, *, *, Never-married
[43 - 52], 14, [45 - 60], Self, United-States, *, White, *, *, *, Married-civ-spouse
[43 - 52], 14, [45 - 60], Self, United-States, *, White, *, *, *, Married-civ-spouse
[43 - 52], 14, [45 - 60], Self, United-States, *, White, *, *, *, Never-married
[43 - 52], 14, [45 - 60], Self, United-States, *, White, *, *, *, Married-civ-spouse
[43 - 52], 14, [45 - 60], Self, United-States, *, White, *, *, *, Married-civ-spouse
[40 - 48], 16, 60, *, America, *, White, *, *, >50K, Married-civ-spouse
[40 - 48], 16, 60, *, America, *, White, *, *, >50K, Married-civ-spouse
[40 - 48], 16, 60, *, America, *, White, *, *, >50K, Married-civ-spouse
[40 - 48], 16, 60, *, America, *, White, *, *, >50K, Never-married
[40 - 48], 16, 60, *, America, *, White, *, *, >50K, Married-civ-spouse
[40 - 48], 16, 60, *, America, *, White, *, *, >50K, Married-civ-spouse
[40 - 48], 16, 60, *, America, *, White, *, *, >50K, Married-civ-spouse
[54 - 67], [9 - 11], [20 - 24], *, United-States, *, *, *, *, <=50K, Separated
[54 - 67], [9 - 11], [20 - 24], *, United-States, *, *, *, *, <=50K, Widowed
[54 - 67], [9 - 11], [20 - 24], *, United-States, *, *, *, *, <=50K, Married-civ-spouse
[54 - 67], [9 - 11], [20 - 24], *, United-States, *, *, *, *, <=50K, Never-married
[54 - 67], [9 - 11], [20 - 24], *, United-States, *, *, *, *, <=50K, Married-civ-spouse
[54 - 67], [9 - 11], [20 - 24], *, United-States, *, *, *, *, <=50K, Widowed
[54 - 67], [9 - 11], [20 - 24], *, United-States, *, *, *, *, <=50K, Divorced
[43 - 45], [7 - 9], 40, *, United-States, Male, *, *, *, <=50K, Married-civ-spouse
[43 - 45], [7 - 9], 40, *, United-States, Male, *, *, *, <=50K, Married-civ-spouse
[43 - 45], [7 - 9], 40, *, United-States, Male, *, *, *, <=50K, Married-civ-spouse
[43 - 45], [7 - 9], 40, *, United-States, Male, *, *, *, <=50K, Married-civ-spouse
[43 - 45], [7 - 9], 40, *, United-States, Male, *, *, *, <=50K, Married-civ-spouse
[43 - 45], [7 - 9], 40, *, United-States, Male, *, *, *, <=50K, Married-civ-spouse
[43 - 45], [7 - 9], 40, *, United-States, Male, *, *, *, <=50K, Never-married
[59 - 62], 9, 40, *, United-States, *, *, *, *, *, Divorced
[59 - 62], 9, 40, *, United-States, *, *, *, *, *, Married-civ-spouse
[59 - 62], 9, 40, *, United-States, *, *, *, *, *, Married-civ-spouse
[59 - 62], 9, 40, *, United-States, *, *, *, *, *, Married-civ-spouse
[59 - 62], 9, 40, *, United-States, *, *, *, *, *, Married-civ-spouse
[59 - 62], 9, 40, *, United-States, *, *, *, *, *, Married-civ-spouse
[59 - 62], 9, 40, *, United-States, *, *, *, *, *, Married-civ-spouse
[19 - 23], 9, [40 - 41], Private, United-States, *, *, *, manual-labor, <=50K, Never-married
[19 - 23], 9, [40 - 41], Private, United-States, *, *, *, manual-labor, <=50K, Never-married
[19 - 23], 9, [40 - 41], Private, United-States, *, *, *, manual-labor, <=50K, Never-married
[19 - 23], 9, [40 - 41], Private, United-States, *, *, *, manual-labor, <=50K, Never-married
[19 - 23], 9, [40 - 41], Private, United-States, *, *, *, manual-labor, <=50K, Never-married
[19 - 23], 9, [40 - 41], Private, United-States, *, *, *, manual-labor, <=50K, Married-civ-spouse
[19 - 23], 9, [40 - 41], Private, United-States, *, *, *, manual-labor, <=50K, Never-married
49, 9, [40 - 46], *, United-States, *, White, *, *, *, Married-civ-spouse
49, 9, [40 - 46], *, United-States, *, White, *, *, *, Separated
49, 9, [40 - 46], *, United-States, *, White, *, *, *, Married-civ-spouse
49, 9, [40 - 46], *, United-States, *, White, *, *, *, Married-civ-spouse
49, 9, [40 - 46], *, United-States, *, White, *, *, *, Married-civ-spouse
49, 9, [40 - 46], *, United-States, *, White, *, *, *, Married-civ-spouse
49, 9, [40 - 46], *, United-States, *, White, *, *, *, Divorced
[23 - 29], [12 - 13], [52 - 56], *, United-States, Male, White, *, *, *, Never-married
[23 - 29], [12 - 13], [52 - 56], *, United-States, Male, White, *, *, *, Married-civ-spouse
[23 - 29], [12 - 13], [52 - 56], *, United-States, Male, White, *, *, *, Never-married
[23 - 29], [12 - 13], [52 - 56], *, United-States, Male, White, *, *, *, Married-civ-spouse
[23 - 29], [12 - 13], [52 - 56], *, United-States, Male, White, *, *, *, Never-married
[23 - 29], [12 - 13], [52 - 56], *, United-States, Male, White, *, *, *, Never-married
[23 - 29], [12 - 13], [52 - 56], *, United-States, Male, White, *, *, *, Married-civ-spouse
[20 - 21], 10, [44 - 45], Private, United-States, *, *, Own-child, *, <=50K, Never-married
[20 - 21], 10, [44 - 45], Private, United-States, *, *, Own-child, *, <=50K, Never-married
[20 - 21], 10, [44 - 45], Private, United-States, *, *, Own-child, *, <=50K, Never-married
[20 - 21], 10, [44 - 45], Private, United-States, *, *, Own-child, *, <=50K, Never-married
[20 - 21], 10, [44 - 45], Private, United-States, *, *, Own-child, *, <=50K, Never-married
[20 - 21], 10, [44 - 45], Private, United-States, *, *, Own-child, *, <=50K, Never-married
[20 - 21], 10, [44 - 45], Private, United-States, *, *, Own-child, *, <=50K, Never-married
[30 - 31], 10, 40, *, United-States, *, White, *, *, <=50K, Married-civ-spouse
[30 - 31], 10, 40, *, United-States, *, White, *, *, <=50K, Divorced
[30 - 31], 10, 40, *, United-States, *, White, *, *, <=50K, Married-civ-spouse
[30 - 31], 10, 40, *, United-States, *, White, *, *, <=50K, Never-married
[30 - 31], 10, 40, *, United-States, *, White, *, *, <=50K, Never-married
[30 - 31], 10, 40, *, United-States, *, White, *, *, <=50K, Married-civ-spouse
[30 - 31], 10, 40, *, United-States, *, White, *, *, <=50K, Never-married
[22 - 25], 10, [15 - 25], *, United-States, *, *, *, *, <=50K, Married-civ-spouse
[22 - 25], 10, [15 - 25], *, United-States, *, *, *, *, <=50K, Never-married
[22 - 25], 10, [15 - 25], *, United-States, *, *, *, *, <=50K, Married-civ-spouse
[22 - 25], 10, [15 - 25], *, United-States, *, *, *, *, <=50K, Never-married
[22 - 25], 10, [15 - 25], *, United-States, *, *, *, *, <=50K, Never-married
[22 - 25], 10, [15 - 25], *, United-States, *, *, *, *, <=50K, Never-married
[22 - 25], 10, [15 - 25], *, United-States, *, *, *, *, <=50K, Married-spouse-absent
[19 - 28], [9 - 10], [25 - 28], Private, United-States, Female, *, *, *, <=50K, Married-AF-spouse
[19 - 28], [9 - 10], [25 - 28], Private, United-States, Female, *, *, *, <=50K, Divorced
[19 - 28], [9 - 10], [25 - 28], Private, United-States, Female, *, *, *, <=50K, Married-civ-spouse
[19 - 28], [9 - 10], [25 - 28], Private, United-States, Female, *, *, *, <=50K, Never-married
[19 - 28], [9 - 10], [25 - 28], Private, United-States, Female, *, *, *, <=50K, Married-spouse-absent
[19 - 28], [9 - 10], [25 - 28], Private, United-States, Female, *, *, *, <=50K, Never-married
[19 - 28], [9 - 10], [25 - 28], Private, United-States, Female, *, *, *, <=50K, Never-married
[48 - 50], 12, [40 - 42], Self, *, *, White, *, *, <=50K, Married-civ-spouse
[48 - 50], 12, [40 - 42], Self, *, *, White, *, *, <=50K, Divorced
[48 - 50], 12, [40 - 42], Self, *, *, White, *, *, <=50K, Divorced
[48 - 50], 12, [40 - 42], Self, *, *, White, *, *, <=50K, Never-married
[48 - 50], 12, [40 - 42], Self, *, *, White, *, *, <=50K, Separated
[48 - 50], 12, [40 - 42], Self, *, *, White, *, *, <=50K, Never-married
[48 - 50], 12, [40 - 42], Self, *, *, White, *, *, <=50K, Married-spouse-absent
[57 - 62], [13 - 14], [40 - 45], *, United-States, *, *, *, *, *, Married-civ-spouse
[57 - 62], [13 - 14], [40 - 45], *, United-States, *, *, *, *, *, Married-civ-spouse
[57 - 62], [13 - 14], [40 - 45], *, United-States, *, *, *, *, *, Married-civ-spouse
[57 - 62], [13 - 14], [40 - 45], *, United-States, *, *, *, *, *, Divorced
[57 - 62], [13 - 14], [40 - 45], *, United-States, *, *, *, *, *, Married-civ-spouse
[57 - 62], [13 - 14], [40 - 45], *, United-States, *, *, *, *, *, Married-civ-spouse
[57 - 62], [13 - 14], [40 - 45], *, United-States, *, *, *, *, *, Divorced
[41 - 42], [11 - 12], 40, *, United-States, Male, *, Husband, *, *, Married-civ-spouse
[41 - 42], [11 - 12], 40, *, United-States, Male, *, Husband, *, *, Married-civ-spouse
[41 - 42], [11 - 12], 40, *, United-States, Male, *, Husband, *, *, Married-civ-spouse
[41 - 42], [11 - 12], 40, *, United-States, Male, *, Husband, *, *, Married-civ-spouse
[41 - 42], [11 - 12], 40, *, United-States, Male, *, Husband, *, *, Married-civ-spouse
[41 - 42], [11 - 12], 40, *, United-States, Male, *, Husband, *, *, Married-civ-spouse
[41 - 42], [11 - 12], 40, *, United-States, Male, *, Husband, *, *, Married-civ-spouse
[29 - 33], [11 - 12], [43 - 45], Private, *, Male, *, *, *, <=50K, Never-married
[29 - 33], [11 - 12], [43 - 45], Private, *, Male, *, *, *, <=50K, Never-married
[29 - 33], [11 - 12], [43 - 45], Private, *, Male, *, *, *, <=50K, Never-married
[29 - 33], [11 - 12], [43 - 45], Private, *, Male, *, *, *, <=50K, Never-married
[29 - 33], [11 - 12], [43 - 45], Private, *, Male, *, *, *, <=50K, Married-civ-spouse
[29 - 33], [11 - 12], [43 - 45], Private, *, Male, *, *, *, <=50K, Never-married
[29 - 33], [11 - 12], [43 - 45], Private, *, Male, *, *, *, <=50K, Separated
[25 - 28], 10, 40, Private, *, *, *, *, *, <=50K, Married-civ-spouse
[25 - 28], 10, 40, Private, *, *, *, *, *, <=50K, Never-married
[25 - 28], 10, 40, Private, *, *, *, *, *, <=50K, Never-married
[25 - 28], 10, 40, Private, *, *, *, *, *, <=50K, Married-civ-spouse
[25 - 28], 10, 40, Private, *, *, *, *, *, <=50K, Married-civ-spouse
[25 - 28], 10, 40, Private, *, *, *, *, *, <=50K, Never-married
[25 - 28], 10, 40, Private, *, *, *, *, *, <=50K, Married-civ-spouse
50, 13, [55 - 60], *, *, Male, White, *, *, *, Divorced
50, 13, [55 - 60], *, *, Male, White, *, *, *, Married-civ-spouse
50, 13, [55 - 60], *, *, Male, White, *, *, *, Married-civ-spouse
50, 13, [55 - 60], *, *, Male, White, *, *, *, Married-civ-spouse
50, 13, [55 - 60], *, *, Male, White, *, *, *, Married-civ-spouse
50, 13, [55 - 60], *, *, Male, White, *, *, *, Married-civ-spouse
50, 13, [55 - 60], *, *, Male, White, *, *, *, Married-civ-spouse
[47 - 55], [9 - 10], 60, Self, United-States, Male, White, *, *, *, Divorced
[47 - 55], [9 - 10], 60, Self, United-States, Male, White, *, *, *, Married-civ-spouse
[47 - 55], [9 - 10], 60, Self, United-States, Male, White, *, *, *, Married-civ-spouse
[47 - 55], [9 - 10], 60, Self, United-States, Male, White, *, *, *, Married-civ-spouse
[47 - 55], [9 - 10], 60, Self, United-States, Male, White, *, *, *, Married-civ-spouse
[47 - 55], [9 - 10], 60, Self, United-States, Male, White, *, *, *, Married-civ-spouse
[47 - 55], [9 - 10], 60, Self, United-States, Male, White, *, *, *, Divorced
[43 - 44], 10, 40, Private, United-States, *, White, *, *, *, Married-civ-spouse
[43 - 44], 10, 40, Private, United-States, *, White, *, *, *, Divorced
[43 - 44], 10, 40, Private, United-States, *, White, *, *, *, Married-civ-spouse
[43 - 44], 10, 40, Private, United-States, *, White, *, *, *, Married-civ-spouse
[43 - 44], 10, 40, Private, United-States, *, White, *, *, *, Married-civ-spouse
[43 - 44], 10, 40, Private, United-States, *, White, *, *, *, Married-civ-spouse
[43 - 44], 10, 40, Private, United-States, *, White, *, *, *, Married-civ-spouse
[46 - 53], [3 - 7], [40 - 50], *, America, *, *, *, manual-labor, <=50K, Married-civ-spouse
[46 - 53], [3 - 7], [40 - 50], *, America, *, *, *, manual-labor, <=50K, Married-civ-spouse
[46 - 53], [3 - 7], [40 - 50], *, America, *, *, *, manual-labor, <=50K, Married-civ-spouse
[46 - 53], [3 - 7], [40 - 50], *, America, *, *, *, manual-labor, <=50K, Divorced
[46 - 53], [3 - 7], [40 - 50], *, America, *, *, *, manual-labor, <=50K, Married-civ-spouse
[46 - 53], [3 - 7], [40 - 50], *, America, *, *, *, manual-labor, <=50K, Married-spouse-absent
[46 - 53], [3 - 7], [40 - 50], *, America, *, *, *, manual-labor, <=50K, Divorced
[35 - 39], [11 - 12], [40 - 42], *, America, Male, White, *, *, *, Married-civ-spouse
[35 - 39], [11 - 12], [40 - 42], *, America, Male, White, *, *, *, Married-civ-spouse
[35 - 39], [11 - 12], [40 - 42], *, America, Male, White, *, *, *, Never-married
[35 - 39], [11 - 12], [40 - 42], *, America, Male, White, *, *, *, Divorced
[35 - 39], [11 - 12], [40 - 42], *, America, Male, White, *, *, *, Divorced
[35 - 39], [11 - 12], [40 - 42], *, America, Male, White, *, *, *, Married-civ-spouse
[35 - 39], [11 - 12], [40 - 42], *, America, Male, White, *, *, *, Married-civ-spouse
[29 - 35], 10, [58 - 60], *, United-States, Male, *, *, *, <=50K, Divorced
[29 - 35], 10, [58 - 60], *, United-States, Male, *, *, *, <=50K, Never-married
[29 - 35], 10, [58 - 60], *, United-States, Male, *, *, *, <=50K, Divorced
[29 - 35], 10, [58 - 60], *, United-States, Male, *, *, *, <=50K, Divorced
[29 - 35], 10, [58 - 60], *, United-States, Male, *, *, *, <=50K, Married-civ-spouse
[29 - 35], 10, [58 - 60], *, United-States, Male, *, *, *, <=50K, Never-married
[29 - 35], 10, [58 - 60], *, United-States, Male, *, *, *, <=50K, Never-married
[53 - 55], [9 - 10], 40, *, United-States, *, *, *, *, *, Married-civ-spouse
[53 - 55], [9 - 10], 40, *, United-States, *, *, *, *, *, Divorced
[53 - 55], [9 - 10], 40, *, United-States, *, *, *, *, *, Married-civ-spouse
[53 - 55], [9 - 10], 40, *, United-States, *, *, *, *, *, Married-civ-spouse
[53 - 55], [9 - 10], 40, *, United-States, *, *, *, *, *, Married-civ-spouse
[53 - 55], [9 - 10], 40, *, United-States, *, *, *, *, *, Married-civ-spouse
[53 - 55], [9 - 10], 40, *, United-States, *, *, *, *, *, Married-civ-spouse
[19 - 23], 10, [32 - 40], Private, America, Male, *, *, *, <=50K, Never-married
[19 - 23], 10, [32 - 40], Private, America, Male, *, *, *, <=50K, Never-married
[19 - 23], 10, [32 - 40], Private, America, Male, *, *, *, <=50K, Never-married
[19 - 23], 10, [32 - 40], Private, America, Male, *, *, *, <=50K, Never-married
[19 - 23], 10, [32 - 40], Private, America, Male, *, *, *, <=50K, Married-civ-spouse
[19 - 23], 10, [32 - 40], Private, America, Male, *, *, *, <=50K, Never-married
[19 - 23], 10, [32 - 40], Private, America, Male, *, *, *, <=50K, Never-married
[29 - 37], 13, 70, *, United-States, *, *, *, *, *, Married-civ-spouse
[29 - 37], 13, 70, *, United-States, *, *, *, *, *, Married-civ-spouse
[29 - 37], 13, 70, *, United-States, *, *, *, *, *, Never-married
[29 - 37], 13, 70, *, United-States, *, *, *, *, *, Married-civ-spouse
[29 - 37], 13, 70, *, United-States, *, *, *, *, *, Never-married
[29 - 37], 13, 70, *, United-States, *, *, *, *, *, Divorced
[29 - 37], 13, 70, *, United-States, *, *, *, *, *, Never-married
[79 - 90], [10 - 11], [20 - 40], Self, America, *, *, *, *, <=50K, Married-civ-spouse
[79 - 90], [10 - 11], [20 - 40], Self, America, *, *, *, *, <=50K, Never-married
[79 - 90], [10 - 11], [20 - 40], Self, America, *, *, *, *, <=50K, Never-married
[79 - 90], [10 - 11], [20 - 40], Self, America, *, *, *, *, <=50K, Widowed
[79 - 90], [10 - 11], [20 - 40], Self, America, *, *, *, *, <=50K, Divorced
[79 - 90], [10 - 11], [20 - 40], Self, America, *, *, *, *, <=50K, Married-civ-spouse
[79 - 90], [10 - 11], [20 - 40], Self, America, *, *, *, *, <=50K, Divorced
[27 - 28], 9, 40, *, America, Male, White, *, *, <=50K, Never-married
[27 - 28], 9, 40, *, America, Male, White, *, *, <=50K, Never-married
[27 - 28], 9, 40, *, America, Male, White, *, *, <=50K, Married-civ-spouse
[27 - 28], 9, 40, *, America, Male, White, *, *, <=50K, Never-married
[27 - 28], 9, 40, *, America, Male, White, *, *, <=50K, Married-civ-spouse
[27 - 28], 9, 40, *, America, Male, White, *, *, <=50K, Married-civ-spouse
[27 - 28], 9, 40, *, America, Male, White, *, *, <=50K, Never-married
18, 7, [22 - 24], Private, United-States, *, White, Own-child, *, <=50K, Never-married
18, 7, [22 - 24], Private, United-States, *, White, Own-child, *, <=50K, Never-married
18, 7, [22 - 24], Private, United-States, *, White, Own-child, *, <=50K, Never-married
18, 7, [22 - 24], Private, United-States, *, White, Own-child, *, <=50K, Never-married
