age, education-num, hours-per-week, workclass, native-country, sex, race, relationship, occupation, income, marital-status
[43 - 49], 14, [45 - 55], *, United-States, *, White, *, *, *, Married-civ-spouse
[43 - 49], 14, [45 - 55], *, United-States, *, White, *, *, *, Never-married
[43 - 49], 14, [45 - 55], *, United-States, *, White, *, *, *, Married-civ-spouse
[43 - 49], 14, [45 - 55], *, United-States, *, White, *, *, *, Married-civ-spouse
[40 - 48], 16, 60, Self, America, *, White, *, *, >50K, Married-civ-spouse
[40 - 48], 16, 60, Self, America, *, White, *, *, >50K, Married-civ-spouse
[40 - 48], 16, 60, Self, America, *, White, *, *, >50K, Married-civ-spouse
[40 - 48], 16, 60, Self, America, *, White, *, *, >50K, Married-civ-spouse
[40 - 48], 16, 60, Self, America, *, White, *, *, >50K, Married-civ-spouse
[40 - 48], 16, 60, Self, America, *, White, *, *, >50K, Married-civ-spouse
[54 - 67], [9 - 11], [20 - 24], Private, United-States, *, *, *, *, <=50K, Separated
[54 - 67], [9 - 11], [20 - 24], Private, United-States, *, *, *, *, <=50K, Married-civ-spouse
[54 - 67], [9 - 11], [20 - 24], Private, United-States, *, *, *, *, <=50K, Never-married
[54 - 67], [9 - 11], [20 - 24], Private, United-States, *, *, *, *, <=50K, Married-civ-spouse
[54 - 67], [9 - 11], [20 - 24], Private, United-States, *, *, *, *, <=50K, Widowed
[54 - 67], [9 - 11], [20 - 24], Private, United-States, *, *, *, *, <=50K, Divorced
[43 - 45], [7 - 9], 40, *, United-States, Male, *, Husband, *, <=50K, Married-civ-spouse
[43 - 45], [7 - 9], 40, *, United-States, Male, *, Husband, *, <=50K, Married-civ-spouse
[43 - 45], [7 - 9], 40, *, United-States, Male, *, Husband, *, <=50K, Married-civ-spouse
[43 - 45], [7 - 9], 40, *, United-States, Male, *, Husband, *, <=50K, Married-civ-spouse
[43 - 45], [7 - 9], 40, *, United-States, Male, *, Husband, *, <=50K, Married-civ-spouse
[43 - 45], [7 - 9], 40, *, United-States, Male, *, Husband, *, <=50K, Married-civ-spouse
[59 - 62], 9, 40, *, United-States, *, *, *, *, <=50K, Divorced
[59 - 62], 9, 40, *, United-States, *, *, *, *, <=50K, Married-civ-spouse
[59 - 62], 9, 40, *, United-States, *, *, *, *, <=50K, Married-civ-spouse
[59 - 62], 9, 40, *, United-States, *, *, *, *, <=50K, Married-civ-spouse
[59 - 62], 9, 40, *, United-States, *, *, *, *, <=50K, Married-civ-spouse
[59 - 62], 9, 40, *, United-States, *, *, *, *, <=50K, Married-civ-spouse
[56 - 62], [13 - 14], [40 - 45], *, United-States, *, *, *, *, *, Married-civ-spouse
[56 - 62], [13 - 14], [40 - 45], *, United-States, *, *, *, *, *, Married-civ-spouse
[56 - 62], [13 - 14], [40 - 45], *, United-States, *, *, *, *, *, Divorced
[56 - 62], [13 - 14], [40 - 45], *, United-States, *, *, *, *, *, Married-civ-spouse
[56 - 62], [13 - 14], [40 - 45], *, United-States, *, *, *, *, *, Married-civ-spouse
[56 - 62], [13 - 14], [40 - 45], *, United-States, *, *, *, *, *, Divorced
[19 - 23], 9, [40 - 41], Private, United-States, Male, *, *, manual-labor, <=50K, Never-married
[19 - 23], 9, [40 - 41], Private, United-States, Male, *, *, manual-labor, <=50K, Never-married
[19 - 23], 9, [40 - 41], Private, United-States, Male, *, *, manual-labor, <=50K, Never-married
[19 - 23], 9, [40 - 41], Private, United-States, Male, *, *, manual-labor, <=50K, Never-married
[19 - 23], 9, [40 - 41], Private, United-States, Male, *, *, manual-labor, <=50K, Never-married
[19 - 23], 9, [40 - 41], Private, United-States, Male, *, *, manual-labor, <=50K, Married-civ-spouse
[49 - 55], 9, 40, *, United-States, Male, *, Husband, *, *, Married-civ-spouse
[49 - 55], 9, 40, *, United-States, Male, *, Husband, *, *, Married-civ-spouse
[49 - 55], 9, 40, *, United-States, Male, *, Husband, *, *, Married-civ-spouse
[49 - 55], 9, 40, *, United-States, Male, *, Husband, *, *, Married-civ-spouse
[49 - 55], 9, 40, *, United-States, Male, *, Husband, *, *, Married-civ-spouse
[49 - 55], 9, 40, *, United-States, Male, *, Husband, *, *, Married-civ-spouse
[23 - 27], [12 - 13], [52 - 55], *, United-States, Male, White, *, *, *, Never-married
[23 - 27], [12 - 13], [52 - 55], *, United-States, Male, White, *, *, *, Married-civ-spouse
[23 - 27], [12 - 13], [52 - 55], *, United-States, Male, White, *, *, *, Never-married
[23 - 27], [12 - 13], [52 - 55], *, United-States, Male, White, *, *, *, Married-civ-spouse
[23 - 27], [12 - 13], [52 - 55], *, United-States, Male, White, *, *, *, Never-married
[23 - 27], [12 - 13], [52 - 55], *, United-States, Male, White, *, *, *, Married-civ-spouse
[20 - 21], 10, [44 - 45], Private, United-States, *, *, Own-child, *, <=50K, Never-married
[20 - 21], 10, [44 - 45], Private, United-States, *, *, Own-child, *, <=50K, Never-married
[20 - 21], 10, [44 - 45], Private, United-States, *, *, Own-child, *, <=50K, Never-married
[20 - 21], 10, [44 - 45], Private, United-States, *, *, Own-child, *, <=50K, Never-married
[20 - 21], 10, [44 - 45], Private, United-States, *, *, Own-child, *, <=50K, Never-married
[20 - 21], 10, [44 - 45], Private, United-States, *, *, Own-child, *, <=50K, Never-married
[30 - 31], 10, 40, *, United-States, *, White, *, *, <=50K, Married-civ-spouse
[30 - 31], 10, 40, *, United-States, *, White, *, *, <=50K, Divorced
[30 - 31], 10, 40, *, United-States, *, White, *, *, <=50K, Married-civ-spouse
[30 - 31], 10, 40, *, United-States, *, White, *, *, <=50K, Never-married
[30 - 31], 10, 40, *, United-States, *, White, *, *, <=50K, Married-civ-spouse
[30 - 31], 10, 40, *, United-States, *, White, *, *, <=50K, Never-married
22, 10, [15 - 25], *, United-States, *, *, *, *, <=50K, Married-civ-spouse
22, 10, [15 - 25], *, United-States, *, *, *, *, <=50K, Never-married
22, 10, [15 - 25], *, United-States, *, *, *, *, <=50K, Married-civ-spouse
22, 10, [15 - 25], *, United-States, *, *, *, *, <=50K, Never-married
22, 10, [15 - 25], *, United-States, *, *, *, *, <=50K, Never-married
22, 10, [15 - 25], *, United-States, *, *, *, *, <=50K, Never-married
[19 - 28], [9 - 10], [25 - 28], Private, United-States, Female, *, *, *, <=50K, Married-AF-spouse
[19 - 28], [9 - 10], [25 - 28], Private, United-States, Female, *, *, *, <=50K, Divorced
[19 - 28], [9 - 10], [25 - 28], Private, United-States, Female, *, *, *, <=50K, Married-civ-spouse
[19 - 28], [9 - 10], [25 - 28], Private, United-States, Female, *, *, *, <=50K, Never-married
[19 - 28], [9 - 10], [25 - 28], Private, United-States, Female, *, *, *, <=50K, Married-spouse-absent
[19 - 28], [9 - 10], [25 - 28], Private, United-States, Female, *, *, *, <=50K, Never-married
[48 - 50], 12, 40, Self, *, *, White, *, *, <=50K, Married-civ-spouse
[48 - 50], 12, 40, Self, *, *, White, *, *, <=50K, Divorced
[48 - 50], 12, 40, Self, *, *, White, *, *, <=50K, Divorced
[48 - 50], 12, 40, Self, *, *, White, *, *, <=50K, Never-married
[48 - 50], 12, 40, Self, *, *, White, *, *, <=50K, Separated
[48 - 50], 12, 40, Self, *, *, White, *, *, <=50K, Never-married
49, 9, 40, *, United-States, *, *, *, *, <=50K, Separated
49, 9, 40, *, United-States, *, *, *, *, <=50K, Married-civ-spouse
49, 9, 40, *, United-States, *, *, *, *, <=50K, Never-married
49, 9, 40, *, United-States, *, *, *, *, <=50K, Widowed
49, 9, 40, *, United-States, *, *, *, *, <=50K, Divorced
49, 9, 40, *, United-States, *, *, *, *, <=50K, Separated
41, [11 - 12], 40, *, United-States, Male, *, Husband, *, *, Married-civ-spouse
41, [11 - 12], 40, *, United-States, Male, *, Husband, *, *, Married-civ-spouse
41, [11 - 12], 40, *, United-States, Male, *, Husband, *, *, Married-civ-spouse
41, [11 - 12], 40, *, United-States, Male, *, Husband, *, *, Married-civ-spouse
41, [11 - 12], 40, *, United-States, Male, *, Husband, *, *, Married-civ-spouse
41, [11 - 12], 40, *, United-States, Male, *, Husband, *, *, Married-civ-spouse
[29 - 32], [11 - 12], [43 - 45], Private, United-States, Male, *, Not-in-family, *, <=50K, Never-married
[29 - 32], [11 - 12], [43 - 45], Private, United-States, Male, *, Not-in-family, *, <=50K, Never-married
[29 - 32], [11 - 12], [43 - 45], Private, United-States, Male, *, Not-in-family, *, <=50K, Never-married
[29 - 32], [11 - 12], [43 - 45], Private, United-States, Male, *, Not-in-family, *, <=50K, Never-married
[29 - 32], [11 - 12], [43 - 45], Private, United-States, Male, *, Not-in-family, *, <=50K, Never-married
[29 - 32], [11 - 12], [43 - 45], Private, United-States, Male, *, Not-in-family, *, <=50K, Separated
[25 - 28], 10, 40, Private, *, Female, *, *, *, <=50K, Married-civ-spouse
[25 - 28], 10, 40, Private, *, Female, *, *, *, <=50K, Never-married
[25 - 28], 10, 40, Private, *, Female, *, *, *, <=50K, Never-married
[25 - 28], 10, 40, Private, *, Female, *, *, *, <=50K, Married-civ-spouse
[25 - 28], 10, 40, Private, *, Female, *, *, *, <=50K, Never-married
[25 - 28], 10, 40, Private, *, Female, *, *, *, <=50K, Married-civ-spouse
[50 - 52], [13 - 14], [55 - 60], *, United-States, Male, White, *, *, *, Divorced
[50 - 52], [13 - 14], [55 - 60], *, United-States, Male, White, *, *, *, Married-civ-spouse
[50 - 52], [13 - 14], [55 - 60], *, United-States, Male, White, *, *, *, Married-civ-spouse
[50 - 52], [13 - 14], [55 - 60], *, United-States, Male, White, *, *, *, Married-civ-spouse
[50 - 52], [13 - 14], [55 - 60], *, United-States, Male, White, *, *, *, Never-married
[50 - 52], [13 - 14], [55 - 60], *, United-States, Male, White, *, *, *, Married-civ-spouse
[47 - 48], [9 - 10], 60, Self, United-States, Male, White, *, *, *, Divorced
[47 - 48], [9 - 10], 60, Self, United-States, Male, White, *, *, *, Married-civ-spouse
[47 - 48], [9 - 10], 60, Self, United-States, Male, White, *, *, *, Married-civ-spouse
[47 - 48], [9 - 10], 60, Self, United-States, Male, White, *, *, *, Married-civ-spouse
[47 - 48], [9 - 10], 60, Self, United-States, Male, White, *, *, *, Married-civ-spouse
[47 - 48], [9 - 10], 60, Self, United-States, Male, White, *, *, *, Divorced
[43 - 44], 10, 40, Private, United-States, Male, White, Husband, *, *, Married-civ-spouse
[43 - 44], 10, 40, Private, United-States, Male, White, Husband, *, *, Married-civ-spouse
[43 - 44], 10, 40, Private, United-States, Male, White, Husband, *, *, Married-civ-spouse
[43 - 44], 10, 40, Private, United-States, Male, White, Husband, *, *, Married-civ-spouse
[43 - 44], 10, 40, Private, United-States, Male, White, Husband, *, *, Married-civ-spouse
[43 - 44], 10, 40, Private, United-States, Male, White, Husband, *, *, Married-civ-spouse
[46 - 54], [3 - 5], [40 - 50], Self, America, *, White, *, manual-labor, *, Married-civ-spouse
[46 - 54], [3 - 5], [40 - 50], Self, America, *, White, *, manual-labor, *, Married-civ-spouse
[46 - 54], [3 - 5], [40 - 50], Self, America, *, White, *, manual-labor, *, Married-civ-spouse
[46 - 54], [3 - 5], [40 - 50], Self, America, *, White, *, manual-labor, *, Divorced
[46 - 54], [3 - 5], [40 - 50], Self, America, *, White, *, manual-labor, *, Married-civ-spouse
[46 - 54], [3 - 5], [40 - 50], Self, America, *, White, *, manual-labor, *, Married-spouse-absent
[35 - 39], [11 - 12], [40 - 45], *, *, Male, White, *, *, *, Married-civ-spouse
[35 - 39], [11 - 12], [40 - 45], *, *, Male, White, *, *, *, Married-civ-spouse
[35 - 39], [11 - 12], [40 - 45], *, *, Male, White, *, *, *, Never-married
[35 - 39], [11 - 12], [40 - 45], *, *, Male, White, *, *, *, Married-civ-spouse
[35 - 39], [11 - 12], [40 - 45], *, *, Male, White, *, *, *, Married-civ-spouse
[35 - 39], [11 - 12], [40 - 45], *, *, Male, White, *, *, *, Married-civ-spouse
[29 - 35], 10, [58 - 60], *, United-States, Male, *, Not-in-family, *, <=50K, Divorced
[29 - 35], 10, [58 - 60], *, United-States, Male, *, Not-in-family, *, <=50K, Never-married
[29 - 35], 10, [58 - 60], *, United-States, Male, *, Not-in-family, *, <=50K, Divorced
[29 - 35], 10, [58 - 60], *, United-States, Male, *, Not-in-family, *, <=50K, Divorced
[29 - 35], 10, [58 - 60], *, United-States, Male, *, Not-in-family, *, <=50K, Never-married
[29 - 35], 10, [58 - 60], *, United-States, Male, *, Not-in-family, *, <=50K, Never-married
[53 - 60], [9 - 10], 40, Private, United-States, *, White, *, *, *, Married-civ-spouse
[53 - 60], [9 - 10], 40, Private, United-States, *, White, *, *, *, Divorced
[53 - 60], [9 - 10], 40, Private, United-States, *, White, *, *, *, Married-civ-spouse
[53 - 60], [9 - 10], 40, Private, United-States, *, White, *, *, *, Married-civ-spouse
[53 - 60], [9 - 10], 40, Private, United-States, *, White, *, *, *, Married-civ-spouse
[53 - 60], [9 - 10], 40, Private, United-States, *, White, *, *, *, Married-civ-spouse
[49 - 56], 10, [50 - 56], Self, United-States, Male, White, *, *, *, Married-civ-spouse
[49 - 56], 10, [50 - 56], Self, United-States, Male, White, *, *, *, Married-civ-spouse
[49 - 56], 10, [50 - 56], Self, United-States, Male, White, *, *, *, Married-civ-spouse
[49 - 56], 10, [50 - 56], Self, United-States, Male, White, *, *, *, Married-civ-spouse
[49 - 56], 10, [50 - 56], Self, United-States, Male, White, *, *, *, Divorced
[49 - 56], 10, [50 - 56], Self, United-States, Male, White, *, *, *, Married-civ-spouse
[19 - 22], 10, [32 - 35], Private, America, Male, *, *, *, <=50K, Never-married
[19 - 22], 10, [32 - 35], Private, America, Male, *, *, *, <=50K, Never-married
[19 - 22], 10, [32 - 35], Private, America, Male, *, *, *, <=50K, Never-married
[19 - 22], 10, [32 - 35], Private, America, Male, *, *, *, <=50K, Married-civ-spouse
[19 - 22], 10, [32 - 35], Private, America, Male, *, *, *, <=50K, Never-married
[19 - 22], 10, [32 - 35], Private, America, Male, *, *, *, <=50K, Never-married
[29 - 41], [13 - 14], 70, Self, United-States, Male, *, *, *, *, Married-civ-spouse
[29 - 41], [13 - 14], 70, Self, United-States, Male, *, *, *, *, Married-civ-spouse
[29 - 41], [13 - 14], 70, Self, United-States, Male, *, *, *, *, Married-civ-spouse
[29 - 41], [13 - 14], 70, Self, United-States, Male, *, *, *, *, Never-married
[29 - 41], [13 - 14], 70, Self, United-States, Male, *, *, *, *, Married-civ-spouse
[29 - 41], [13 - 14], 70, Self, United-States, Male, *, *, *, *, Married-civ-spouse
[23 - 25], 10, 40, Private, United-States, Male, White, *, *, <=50K, Never-married
[23 - 25], 10, 40, Private, United-States, Male, White, *, *, <=50K, Married-civ-spouse
[23 - 25], 10, 40, Private, United-States, Male, White, *, *, <=50K, Never-married
[23 - 25], 10, 40, Private, United-States, Male, White, *, *, <=50K, Never-married
[23 - 25], 10, 40, Private, United-States, Male, White, *, *, <=50K, Married-civ-spouse
[23 - 25], 10, 40, Private, United-States, Male, White, *, *, <=50K, Married-civ-spouse
79, [10 - 11], [20 - 40], *, America, *, White, *, *, <=50K, Married-civ-spouse
79, [10 - 11], [20 - 40], *, America, *, White, *, *, <=50K, Never-married
79, [10 - 11], [20 - 40], *, America, *, White, *, *, <=50K, Widowed
79, [10 - 11], [20 - 40], *, America, *, White, *, *, <=50K, Widowed
79, [10 - 11], [20 - 40], *, America, *, White, *, *, <=50K, Married-civ-spouse
79, [10 - 11], [20 - 40], *, America, *, White, *, *, <=50K, Divorced
[27 - 28], 9, 40, *, America, Male, White, *, *, <=50K, Never-married
[27 - 28], 9, 40, *, America, Male, White, *, *, <=50K, Never-married
[27 - 28], 9, 40, *, America, Male, White, *, *, <=50K, Married-civ-spouse
[27 - 28], 9, 40, *, America, Male, White, *, *, <=50K, Married-civ-spouse
[27 - 28], 9, 40, *, America, Male, White, *, *, <=50K, Married-civ-spouse
[27 - 28], 9, 40, *, America, Male, White, *, *, <=50K, Married-civ-spouse
18, 7, 22, Private, United-States, *, White, Own-child, *, <=50K, Never-married
18, 7, 22, Private, United-States, *, White, Own-child, *, <=50K, Never-married
18, 7, 22, Private, United-States, *, White, Own-child, *, <=50K, Never-married
18, 7, 22, Private, United-States, *, White, Own-child, *, <=50K, Never-married
18, 7, 22, Private, United-States, *, White, Own-child, *, <=50K, Never-married
18, 7, 22, Private, United-States, *, White, Own-child, *, <=50K, Never-married
[18 - 20], 9, [30 - 40], Private, America, *, *, *, *, <=50K, Never-married
[18 - 20], 9, [30 - 40], Private, America, *, *, *, *, <=50K, Never-married
[18 - 20], 9, [30 - 40], Private, America, *, *, *, *, <=50K, Never-married
[18 - 20], 9, [30 - 40], Private, America, *, *, *, *, <=50K, Never-married
[18 - 20], 9, [30 - 40], Private, America, *, *, *, *, <=50K, Never-married
[18 - 20], 9, [30 - 40], Private, America, *, *, *, *, <=50K, Never-married
44, 9, 40, Self, United-States, Female, White, *, *, *, Divorced
44, 9, 40, Self, United-States, Female, White, *, *, *, Divorced
44, 9, 40, Self, United-States, Female, White, *, *, *, Divorced
44, 9, 40, Self, United-States, Female, White, *, *, *, Married-civ-spouse
44, 9, 40, Self, United-States, Female, White, *, *, *, Married-spouse-absent
44, 9, 40, Self, United-States, Female, White, *, *, *, Divorced
30, [5 - 7], 40, Private, America, *, White, *, *, <=50K, Never-married
30, [5 - 7], 40, Private, America, *, White, *, *, <=50K, Never-married
30, [5 - 7], 40, Private, America, *, White, *, *, <=50K, Never-married
30, [5 - 7], 40, Private, America, *, White, *, *, <=50K, Never-married
30, [5 - 7], 40, Private, America, *, White, *, *, <=50K, Never-married
30, [5 - 7], 40, Private, America, *, White, *, *, <=50K, Never-married
43, 16, 50, *, *, *, *, *, *, *, Never-married
43, 16, 50, *, *, *, *, *, *, *, Married-civ-spouse
43, 16, 50, *, *, *, *, *, *, *, Separated
43, 16, 50, *, *, *, *, *, *, *, Married-civ-spouse
43, 16, 50, *, *, *, *, *, *, *, Married-civ-spouse
43, 16, 50, *, *, *, *, *, *, *, Never-married
[57 - 61], 11, [40 - 42], Private, *, *, White, *, *, *, Married-civ-spouse
[57 - 61], 11, [40 - 42], Private, *, *, White, *, *, *, Never-married
[57 - 61], 11, [40 - 42], Private, *, *, White, *, *, *, Married-civ-spouse
[57 - 61], 11, [40 - 42], Private, *, *, White, *, *, *, Never-married
