age, education-num, hours-per-week, workclass, native-country, sex, race, marital-status, relationship, occupation, income
[45 - 47], 13, 40, *, United-States, *, White, *, *, *, <=50K
[45 - 47], 13, 40, *, United-States, *, White, *, *, *, <=50K
[45 - 47], 13, 40, *, United-States, *, White, *, *, *, >50K
[30 - 31], 10, 40, *, United-States, *, White, *, *, *, <=50K
[30 - 31], 10, 40, *, United-States, *, White, *, *, *, <=50K
[30 - 31], 10, 40, *, United-States, *, White, *, *, *, <=50K
[30 - 31], 10, 40, *, United-States, *, White, *, *, *, <=50K
[30 - 31], 10, 40, *, United-States, *, White, *, *, *, <=50K
22, 10, [15 - 25], *, United-States, *, *, *, *, services, <=50K
22, 10, [15 - 25], *, United-States, *, *, *, *, services, <=50K
22, 10, [15 - 25], *, United-States, *, *, *, *, services, <=50K
22, 10, [15 - 25], *, United-States, *, *, *, *, services, <=50K
22, 10, [15 - 25], *, United-States, *, *, *, *, services, <=50K
[48 - 53], [7 - 9], [40 - 46], Private, America, *, *, *, *, *, <=50K
[48 - 53], [7 - 9], [40 - 46], Private, America, *, *, *, *, *, <=50K
[48 - 53], [7 - 9], [40 - 46], Private, America, *, *, *, *, *, >50K
[48 - 53], [7 - 9], [40 - 46], Private, America, *, *, *, *, *, <=50K
[48 - 53], [7 - 9], [40 - 46], Private, America, *, *, *, *, *, <=50K
[19 - 28], [9 - 10], [25 - 28], Private, United-States, Female, White, *, *, *, <=50K
[19 - 28], [9 - 10], [25 - 28], Private, United-States, Female, White, *, *, *, <=50K
[19 - 28], [9 - 10], [25 - 28], Private, United-States, Female, White, *, *, *, <=50K
[19 - 28], [9 - 10], [25 - 28], Private, United-States, Female, White, *, *, *, <=50K
[19 - 28], [9 - 10], [25 - 28], Private, United-States, Female, White, *, *, *, <=50K
[48 - 50], 12, 40, Self, *, *, White, *, *, *, <=50K
[48 - 50], 12, 40, Self, *, *, White, *, *, *, <=50K
[48 - 50], 12, 40, Self, *, *, White, *, *, *, <=50K
[48 - 50], 12, 40, Self, *, *, White, *, *, *, <=50K
[48 - 50], 12, 40, Self, *, *, White, *, *, *, <=50K
31, [5 - 6], 43, Self, *, Male, White, *, *, *, <=50K
31, [5 - 6], 43, Self, *, Male, White, *, *, *, <=50K
31, [5 - 6], 43, Self, *, Male, White, *, *, *, <=50K
31, [5 - 6], 43, Self, *, Male, White, *, *, *, <=50K
31, [5 - 6], 43, Self, *, Male, White, *, *, *, <=50K
41, 11, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
41, 11, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, >50K
41, 11, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, >50K
41, 11, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, >50K
41, 11, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, >50K
[29 - 32], [11 - 12], [43 - 45], Private, United-States, Male, *, *, Not-in-family, *, <=50K
[29 - 32], [11 - 12], [43 - 45], Private, United-States, Male, *, *, Not-in-family, *, <=50K
[29 - 32], [11 - 12], [43 - 45], Private, United-States, Male, *, *, Not-in-family, *, <=50K
[29 - 32], [11 - 12], [43 - 45], Private, United-States, Male, *, *, Not-in-family, *, <=50K
[29 - 32], [11 - 12], [43 - 45], Private, United-States, Male, *, *, Not-in-family, *, <=50K
[25 - 28], 10, 40, Private, *, Female, *, *, *, *, <=50K
[25 - 28], 10, 40, Private, *, Female, *, *, *, *, <=50K
[25 - 28], 10, 40, Private, *, Female, *, *, *, *, <=50K
[25 - 28], 10, 40, Private, *, Female, *, *, *, *, <=50K
[25 - 28], 10, 40, Private, *, Female, *, *, *, *, <=50K
[47 - 49], 15, [60 - 65], Private, America, *, White, *, *, *, >50K
[47 - 49], 15, [60 - 65], Private, America, *, White, *, *, *, >50K
[47 - 49], 15, [60 - 65], Private, America, *, White, *, *, *, <=50K
[47 - 49], 15, [60 - 65], Private, America, *, White, *, *, *, <=50K
[47 - 49], 15, [60 - 65], Private, America, *, White, *, *, *, >50K
[50 - 52], 13, [55 - 60], *, United-States, Male, White, *, *, *, >50K
[50 - 52], 13, [55 - 60], *, United-States, Male, White, *, *, *, <=50K
[50 - 52], 13, [55 - 60], *, United-States, Male, White, *, *, *, >50K
[50 - 52], 13, [55 - 60], *, United-States, Male, White, *, *, *, >50K
[50 - 52], 13, [55 - 60], *, United-States, Male, White, *, *, *, >50K
47, [9 - 10], 60, Self, United-States, Male, White, *, *, *, <=50K
47, [9 - 10], 60, Self, United-States, Male, White, *, *, *, <=50K
47, [9 - 10], 60, Self, United-States, Male, White, *, *, *, <=50K
47, [9 - 10], 60, Self, United-States, Male, White, *, *, *, >50K
47, [9 - 10], 60, Self, United-States, Male, White, *, *, *, >50K
[43 - 44], 10, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
[43 - 44], 10, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
[43 - 44], 10, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
[43 - 44], 10, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
[43 - 44], 10, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
[46 - 52], [3 - 4], 40, Private, America, Male, White, *, *, manual-labor, <=50K
[46 - 52], [3 - 4], 40, Private, America, Male, White, *, *, manual-labor, <=50K
[46 - 52], [3 - 4], 40, Private, America, Male, White, *, *, manual-labor, <=50K
[46 - 52], [3 - 4], 40, Private, America, Male, White, *, *, manual-labor, <=50K
[46 - 52], [3 - 4], 40, Private, America, Male, White, *, *, manual-labor, <=50K
[35 - 40], [11 - 13], 40, Private, America, Male, White, Married-civ-spouse, Husband, *, <=50K
[35 - 40], [11 - 13], 40, Private, America, Male, White, Married-civ-spouse, Husband, *, <=50K
[35 - 40], [11 - 13], 40, Private, America, Male, White, Married-civ-spouse, Husband, *, >50K
[35 - 40], [11 - 13], 40, Private, America, Male, White, Married-civ-spouse, Husband, *, >50K
[35 - 40], [11 - 13], 40, Private, America, Male, White, Married-civ-spouse, Husband, *, >50K
[30 - 32], 9, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
[30 - 32], 9, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
[30 - 32], 9, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
[30 - 32], 9, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
[30 - 32], 9, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
[29 - 35], 10, [58 - 60], *, United-States, Male, White, *, Not-in-family, *, <=50K
[29 - 35], 10, [58 - 60], *, United-States, Male, White, *, Not-in-family, *, <=50K
[29 - 35], 10, [58 - 60], *, United-States, Male, White, *, Not-in-family, *, <=50K
[29 - 35], 10, [58 - 60], *, United-States, Male, White, *, Not-in-family, *, <=50K
[29 - 35], 10, [58 - 60], *, United-States, Male, White, *, Not-in-family, *, <=50K
[36 - 39], 9, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
[36 - 39], 9, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
[36 - 39], 9, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
[36 - 39], 9, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
[36 - 39], 9, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
[49 - 56], 10, 50, Self, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
[49 - 56], 10, 50, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
[49 - 56], 10, 50, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
[49 - 56], 10, 50, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
[49 - 56], 10, 50, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
[19 - 20], 10, [32 - 35], Private, America, Male, *, *, *, services, <=50K
[19 - 20], 10, [32 - 35], Private, America, Male, *, *, *, services, <=50K
[19 - 20], 10, [32 - 35], Private, America, Male, *, *, *, services, <=50K
[19 - 20], 10, [32 - 35], Private, America, Male, *, *, *, services, <=50K
[19 - 20], 10, [32 - 35], Private, America, Male, *, *, *, services, <=50K
[29 - 40], [13 - 14], 70, *, United-States, Male, *, *, *, *, >50K
[29 - 40], [13 - 14], 70, *, United-States, Male, *, *, *, *, <=50K
[29 - 40], [13 - 14], 70, *, United-States, Male, *, *, *, *, >50K
[29 - 40], [13 - 14], 70, *, United-States, Male, *, *, *, *, >50K
[29 - 40], [13 - 14], 70, *, United-States, Male, *, *, *, *, >50K
[23 - 25], 10, [40 - 42], Private, United-States, Male, White, *, *, *, <=50K
[23 - 25], 10, [40 - 42], Private, United-States, Male, White, *, *, *, <=50K
[23 - 25], 10, [40 - 42], Private, United-States, Male, White, *, *, *, <=50K
[23 - 25], 10, [40 - 42], Private, United-States, Male, White, *, *, *, <=50K
[23 - 25], 10, [40 - 42], Private, United-States, Male, White, *, *, *, <=50K
79, [10 - 11], [20 - 40], Self, America, *, White, *, *, *, <=50K
79, [10 - 11], [20 - 40], Self, America, *, White, *, *, *, <=50K
79, [10 - 11], [20 - 40], Self, America, *, White, *, *, *, <=50K
79, [10 - 11], [20 - 40], Self, America, *, White, *, *, *, <=50K
79, [10 - 11], [20 - 40], Self, America, *, White, *, *, *, <=50K
[27 - 29], 9, 40, Private, America, Male, White, *, *, *, <=50K
[27 - 29], 9, 40, Private, America, Male, White, *, *, *, <=50K
[27 - 29], 9, 40, Private, America, Male, White, *, *, *, <=50K
[27 - 29], 9, 40, Private, America, Male, White, *, *, *, <=50K
[27 - 29], 9, 40, Private, America, Male, White, *, *, *, <=50K
18, 7, 22, Private, United-States, *, White, Never-married, Own-child, *, <=50K
18, 7, 22, Private, United-States, *, White, Never-married, Own-child, *, <=50K
18, 7, 22, Private, United-States, *, White, Never-married, Own-child, *, <=50K
18, 7, 22, Private, United-States, *, White, Never-married, Own-child, *, <=50K
18, 7, 22, Private, United-States, *, White, Never-married, Own-child, *, <=50K
[18 - 20], 9, [30 - 40], Private, America, *, *, Never-married, *, services, <=50K
[18 - 20], 9, [30 - 40], Private, America, *, *, Never-married, *, services, <=50K
[18 - 20], 9, [30 - 40], Private, America, *, *, Never-married, *, services, <=50K
[18 - 20], 9, [30 - 40], Private, America, *, *, Never-married, *, services, <=50K
[18 - 20], 9, [30 - 40], Private, America, *, *, Never-married, *, services, <=50K
46, 9, 40, *, United-States, *, White, *, *, *, <=50K
46, 9, 40, *, United-States, *, White, *, *, *, >50K
46, 9, 40, *, United-States, *, White, *, *, *, <=50K
46, 9, 40, *, United-States, *, White, *, *, *, >50K
46, 9, 40, *, United-States, *, White, *, *, *, <=50K
[59 - 66], 9, [48 - 50], *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
[59 - 66], 9, [48 - 50], *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
[59 - 66], 9, [48 - 50], *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
[59 - 66], 9, [48 - 50], *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
[59 - 66], 9, [48 - 50], *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
[53 - 60], 9, [35 - 40], *, United-States, *, *, *, *, *, <=50K
[53 - 60], 9, [35 - 40], *, United-States, *, *, *, *, *, >50K
[53 - 60], 9, [35 - 40], *, United-States, *, *, *, *, *, <=50K
[53 - 60], 9, [35 - 40], *, United-States, *, *, *, *, *, <=50K
[53 - 60], 9, [35 - 40], *, United-States, *, *, *, *, *, <=50K
[43 - 44], 16, [50 - 55], *, United-States, *, *, *, *, *, >50K
[43 - 44], 16, [50 - 55], *, United-States, *, *, *, *, *, <=50K
[43 - 44], 16, [50 - 55], *, United-States, *, *, *, *, *, >50K
[43 - 44], 16, [50 - 55], *, United-States, *, *, *, *, *, >50K
[43 - 44], 16, [50 - 55], *, United-States, *, *, *, *, *, <=50K
[57 - 60], 11, [40 - 42], Private, United-States, Male, White, *, *, *, <=50K
[57 - 60], 11, [40 - 42], Private, United-States, Male, White, *, *, *, <=50K
[57 - 60], 11, [40 - 42], Private, United-States, Male, White, *, *, *, <=50K
[57 - 60], 11, [40 - 42], Private, United-States, Male, White, *, *, *, >50K
[57 - 60], 11, [40 - 42], Private, United-States, Male, White, *, *, *, <=50K
37, 10, 40, *, America, Female, White, *, *, *, <=50K
37, 10, 40, *, America, Female, White, *, *, *, <=50K
37, 10, 40, *, America, Female, White, *, *, *, <=50K
37, 10, 40, *, America, Female, White, *, *, *, <=50K
37, 10, 40, *, America, Female, White, *, *, *, <=50K
28, 10, [25 - 40], Private, United-States, Female, *, *, *, *, <=50K
28, 10, [25 - 40], Private, United-States, Female, *, *, *, *, <=50K
28, 10, [25 - 40], Private, United-States, Female, *, *, *, *, <=50K
28, 10, [25 - 40], Private, United-States, Female, *, *, *, *, <=50K
28, 10, [25 - 40], Private, United-States, Female, *, *, *, *, <=50K
[37 - 38], 10, [48 - 50], *, United-States, Male, *, Married-civ-spouse, Husband, *, >50K
[37 - 38], 10, [48 - 50], *, United-States, Male, *, Married-civ-spouse, Husband, *, >50K
[37 - 38], 10, [48 - 50], *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
[37 - 38], 10, [48 - 50], *, United-States, Male, *, Married-civ-spouse, Husband, *, >50K
[37 - 38], 10, [48 - 50], *, United-States, Male, *, Married-civ-spouse, Husband, *, >50K
[32 - 36], 9, 40, *, United-States, *, *, *, *, *, <=50K
[32 - 36], 9, 40, *, United-States, *, *, *, *, *, <=50K
[32 - 36], 9, 40, *, United-States, *, *, *, *, *, <=50K
[32 - 36], 9, 40, *, United-States, *, *, *, *, *, <=50K
[32 - 36], 9, 40, *, United-States, *, *, *, *, *, <=50K
76, [14 - 15], [40 - 48], Self, United-States, *, White, *, *, *, >50K
76, [14 - 15], [40 - 48], Self, United-States, *, White, *, *, *, <=50K
76, [14 - 15], [40 - 48], Self, United-States, *, White, *, *, *, <=50K
76, [14 - 15], [40 - 48], Self, United-States, *, White, *, *, *, >50K
76, [14 - 15], [40 - 48], Self, United-States, *, White, *, *, *, >50K
[20 - 23], 10, 40, *, United-States, *, *, *, *, *, <=50K
[20 - 23], 10, 40, *, United-States, *, *, *, *, *, <=50K
[20 - 23], 10, 40, *, United-States, *, *, *, *, *, <=50K
[20 - 23], 10, 40, *, United-States, *, *, *, *, *, <=50K
[20 - 23], 10, 40, *, United-States, *, *, *, *, *, <=50K
[30 - 35], 7, 40, *, United-States, *, *, *, *, *, <=50K
[30 - 35], 7, 40, *, United-States, *, *, *, *, *, <=50K
[30 - 35], 7, 40, *, United-States, *, *, *, *, *, <=50K
[30 - 35], 7, 40, *, United-States, *, *, *, *, *, <=50K
[30 - 35], 7, 40, *, United-States, *, *, *, *, *, <=50K
[31 - 33], 9, 40, *, United-States, Female, White, *, *, *, <=50K
[31 - 33], 9, 40, *, United-States, Female, White, *, *, *, >50K
[31 - 33], 9, 40, *, United-States, Female, White, *, *, *, <=50K
[31 - 33], 9, 40, *, United-States, Female, White, *, *, *, <=50K
[31 - 33], 9, 40, *, United-States, Female, White, *, *, *, <=50K
[53 - 66], [5 - 9], [50 - 55], Private, United-States, *, *, *, *, *, <=50K
[53 - 66], [5 - 9], [50 - 55], Private, United-States, *, *, *, *, *, <=50K
[53 - 66], [5 - 9], [50 - 55], Private, United-States, *, *, *, *, *, <=50K
[53 - 66], [5 - 9], [50 - 55], Private, United-States, *, *, *, *, *, <=50K
[53 - 66], [5 - 9], [50 - 55], Private, United-States, *, *, *, *, *, <=50K
49, 11, 40, *, United-States, *, *, *, *, *, >50K
49, 11, 40, *, United-States, *, *, *, *, *, >50K
49, 11, 40, *, United-States, *, *, *, *, *, >50K
49, 11, 40, *, United-States, *, *, *, *, *, >50K
49, 11, 40, *, United-States, *, *, *, *, *, <=50K
[55 - 58], 10, 56, Self, *, *, White, *, *, *, <=50K
