age, education-num, hours-per-week, workclass, native-country, sex, race, marital-status, relationship, occupation, income
[43 - 48], [7 - 9], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
[43 - 48], [7 - 9], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
[43 - 48], [7 - 9], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
[59 - 63], 9, 40, *, United-States, *, White, *, *, *, <=50K
[59 - 63], 9, 40, *, United-States, *, White, *, *, *, <=50K
[59 - 63], 9, 40, *, United-States, *, White, *, *, *, <=50K
[59 - 63], 9, 40, *, United-States, *, White, *, *, *, >50K
[59 - 63], 9, 40, *, United-States, *, White, *, *, *, >50K
[59 - 63], 9, 40, *, United-States, *, White, *, *, *, >50K
[59 - 63], 9, 40, *, United-States, *, White, *, *, *, <=50K
[19 - 23], 9, 40, Private, United-States, *, *, Never-married, Own-child, *, <=50K
[19 - 23], 9, 40, Private, United-States, *, *, Never-married, Own-child, *, <=50K
[19 - 23], 9, 40, Private, United-States, *, *, Never-married, Own-child, *, <=50K
[19 - 23], 9, 40, Private, United-States, *, *, Never-married, Own-child, *, <=50K
[19 - 23], 9, 40, Private, United-States, *, *, Never-married, Own-child, *, <=50K
[19 - 23], 9, 40, Private, United-States, *, *, Never-married, Own-child, *, <=50K
[19 - 23], 9, 40, Private, United-States, *, *, Never-married, Own-child, *, <=50K
[49 - 54], [9 - 10], 40, *, United-States, Male, *, *, *, *, <=50K
[49 - 54], [9 - 10], 40, *, United-States, Male, *, *, *, *, >50K
[49 - 54], [9 - 10], 40, *, United-States, Male, *, *, *, *, >50K
[49 - 54], [9 - 10], 40, *, United-States, Male, *, *, *, *, >50K
[49 - 54], [9 - 10], 40, *, United-States, Male, *, *, *, *, <=50K
[49 - 54], [9 - 10], 40, *, United-States, Male, *, *, *, *, <=50K
[49 - 54], [9 - 10], 40, *, United-States, Male, *, *, *, *, <=50K
[23 - 29], [12 - 13], [52 - 56], *, United-States, Male, White, *, *, *, <=50K
[23 - 29], [12 - 13], [52 - 56], *, United-States, Male, White, *, *, *, <=50K
[23 - 29], [12 - 13], [52 - 56], *, United-States, Male, White, *, *, *, <=50K
[23 - 29], [12 - 13], [52 - 56], *, United-States, Male, White, *, *, *, <=50K
[23 - 29], [12 - 13], [52 - 56], *, United-States, Male, White, *, *, *, <=50K
[23 - 29], [12 - 13], [52 - 56], *, United-States, Male, White, *, *, *, <=50K
[23 - 29], [12 - 13], [52 - 56], *, United-States, Male, White, *, *, *, >50K
[20 - 21], 10, [44 - 45], Private, United-States, *, *, Never-married, Own-child, *, <=50K
[20 - 21], 10, [44 - 45], Private, United-States, *, *, Never-married, Own-child, *, <=50K
[20 - 21], 10, [44 - 45], Private, United-States, *, *, Never-married, Own-child, *, <=50K
[20 - 21], 10, [44 - 45], Private, United-States, *, *, Never-married, Own-child, *, <=50K
[20 - 21], 10, [44 - 45], Private, United-States, *, *, Never-married, Own-child, *, <=50K
[20 - 21], 10, [44 - 45], Private, United-States, *, *, Never-married, Own-child, *, <=50K
[20 - 21], 10, [44 - 45], Private, United-States, *, *, Never-married, Own-child, *, <=50K
[45 - 47], 13, 40, *, United-States, *, White, *, *, *, <=50K
[45 - 47], 13, 40, *, United-States, *, White, *, *, *, >50K
[45 - 47], 13, 40, *, United-States, *, White, *, *, *, <=50K
[45 - 47], 13, 40, *, United-States, *, White, *, *, *, <=50K
[45 - 47], 13, 40, *, United-States, *, White, *, *, *, <=50K
[45 - 47], 13, 40, *, United-States, *, White, *, *, *, <=50K
[45 - 47], 13, 40, *, United-States, *, White, *, *, *, >50K
[30 - 31], 10, 40, *, United-States, *, White, *, *, *, <=50K
[30 - 31], 10, 40, *, United-States, *, White, *, *, *, <=50K
[30 - 31], 10, 40, *, United-States, *, White, *, *, *, <=50K
[30 - 31], 10, 40, *, United-States, *, White, *, *, *, <=50K
[30 - 31], 10, 40, *, United-States, *, White, *, *, *, <=50K
[30 - 31], 10, 40, *, United-States, *, White, *, *, *, <=50K
[30 - 31], 10, 40, *, United-States, *, White, *, *, *, <=50K
[22 - 25], 10, [15 - 25], *, United-States, *, *, *, *, *, <=50K
[22 - 25], 10, [15 - 25], *, United-States, *, *, *, *, *, <=50K
[22 - 25], 10, [15 - 25], *, United-States, *, *, *, *, *, <=50K
[22 - 25], 10, [15 - 25], *, United-States, *, *, *, *, *, <=50K
[22 - 25], 10, [15 - 25], *, United-States, *, *, *, *, *, <=50K
[22 - 25], 10, [15 - 25], *, United-States, *, *, *, *, *, <=50K
[22 - 25], 10, [15 - 25], *, United-States, *, *, *, *, *, <=50K
[48 - 49], [7 - 9], [40 - 46], *, America, *, *, *, *, *, <=50K
[48 - 49], [7 - 9], [40 - 46], *, America, *, *, *, *, *, <=50K
[48 - 49], [7 - 9], [40 - 46], *, America, *, *, *, *, *, <=50K
[48 - 49], [7 - 9], [40 - 46], *, America, *, *, *, *, *, <=50K
[48 - 49], [7 - 9], [40 - 46], *, America, *, *, *, *, *, <=50K
[48 - 49], [7 - 9], [40 - 46], *, America, *, *, *, *, *, <=50K
[48 - 49], [7 - 9], [40 - 46], *, America, *, *, *, *, *, <=50K
[19 - 28], [9 - 10], [25 - 28], Private, United-States, Female, *, *, *, *, <=50K
[19 - 28], [9 - 10], [25 - 28], Private, United-States, Female, *, *, *, *, <=50K
[19 - 28], [9 - 10], [25 - 28], Private, United-States, Female, *, *, *, *, <=50K
[19 - 28], [9 - 10], [25 - 28], Private, United-States, Female, *, *, *, *, <=50K
[19 - 28], [9 - 10], [25 - 28], Private, United-States, Female, *, *, *, *, <=50K
[19 - 28], [9 - 10], [25 - 28], Private, United-States, Female, *, *, *, *, <=50K
[19 - 28], [9 - 10], [25 - 28], Private, United-States, Female, *, *, *, *, <=50K
[48 - 50], 12, [40 - 42], Self, *, *, White, *, *, *, <=50K
[48 - 50], 12, [40 - 42], Self, *, *, White, *, *, *, <=50K
[48 - 50], 12, [40 - 42], Self, *, *, White, *, *, *, <=50K
[48 - 50], 12, [40 - 42], Self, *, *, White, *, *, *, <=50K
[48 - 50], 12, [40 - 42], Self, *, *, White, *, *, *, <=50K
[48 - 50], 12, [40 - 42], Self, *, *, White, *, *, *, <=50K
[48 - 50], 12, [40 - 42], Self, *, *, White, *, *, *, <=50K
[57 - 62], [13 - 14], [40 - 50], *, United-States, *, *, *, *, *, >50K
[57 - 62], [13 - 14], [40 - 50], *, United-States, *, *, *, *, *, >50K
[57 - 62], [13 - 14], [40 - 50], *, United-States, *, *, *, *, *, <=50K
[57 - 62], [13 - 14], [40 - 50], *, United-States, *, *, *, *, *, >50K
[57 - 62], [13 - 14], [40 - 50], *, United-States, *, *, *, *, *, >50K
[57 - 62], [13 - 14], [40 - 50], *, United-States, *, *, *, *, *, >50K
[57 - 62], [13 - 14], [40 - 50], *, United-States, *, *, *, *, *, >50K
[41 - 43], 11, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
[41 - 43], 11, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, >50K
[41 - 43], 11, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, >50K
[41 - 43], 11, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, >50K
[41 - 43], 11, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, >50K
[41 - 43], 11, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, >50K
[41 - 43], 11, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, >50K
[29 - 33], [11 - 12], [43 - 45], Private, *, Male, *, *, *, *, <=50K
[29 - 33], [11 - 12], [43 - 45], Private, *, Male, *, *, *, *, >50K
[29 - 33], [11 - 12], [43 - 45], Private, *, Male, *, *, *, *, <=50K
[29 - 33], [11 - 12], [43 - 45], Private, *, Male, *, *, *, *, <=50K
[29 - 33], [11 - 12], [43 - 45], Private, *, Male, *, *, *, *, <=50K
[29 - 33], [11 - 12], [43 - 45], Private, *, Male, *, *, *, *, <=50K
[29 - 33], [11 - 12], [43 - 45], Private, *, Male, *, *, *, *, <=50K
[25 - 28], 10, 40, Private, *, *, *, *, *, *, <=50K
[25 - 28], 10, 40, Private, *, *, *, *, *, *, <=50K
[25 - 28], 10, 40, Private, *, *, *, *, *, *, <=50K
[25 - 28], 10, 40, Private, *, *, *, *, *, *, <=50K
[25 - 28], 10, 40, Private, *, *, *, *, *, *, <=50K
[25 - 28], 10, 40, Private, *, *, *, *, *, *, <=50K
[25 - 28], 10, 40, Private, *, *, *, *, *, *, <=50K
50, [13 - 14], [55 - 60], *, United-States, *, White, *, *, *, >50K
50, [13 - 14], [55 - 60], *, United-States, *, White, *, *, *, >50K
50, [13 - 14], [55 - 60], *, United-States, *, White, *, *, *, <=50K
50, [13 - 14], [55 - 60], *, United-States, *, White, *, *, *, >50K
50, [13 - 14], [55 - 60], *, United-States, *, White, *, *, *, <=50K
50, [13 - 14], [55 - 60], *, United-States, *, White, *, *, *, <=50K
50, [13 - 14], [55 - 60], *, United-States, *, White, *, *, *, >50K
[47 - 55], [9 - 10], 60, Self, United-States, Male, White, *, *, *, <=50K
[47 - 55], [9 - 10], 60, Self, United-States, Male, White, *, *, *, >50K
[47 - 55], [9 - 10], 60, Self, United-States, Male, White, *, *, *, <=50K
[47 - 55], [9 - 10], 60, Self, United-States, Male, White, *, *, *, <=50K
[47 - 55], [9 - 10], 60, Self, United-States, Male, White, *, *, *, <=50K
[47 - 55], [9 - 10], 60, Self, United-States, Male, White, *, *, *, >50K
[47 - 55], [9 - 10], 60, Self, United-States, Male, White, *, *, *, >50K
[46 - 53], [3 - 7], [40 - 50], *, America, *, White, *, *, manual-labor, <=50K
[46 - 53], [3 - 7], [40 - 50], *, America, *, White, *, *, manual-labor, <=50K
[46 - 53], [3 - 7], [40 - 50], *, America, *, White, *, *, manual-labor, <=50K
[46 - 53], [3 - 7], [40 - 50], *, America, *, White, *, *, manual-labor, <=50K
[46 - 53], [3 - 7], [40 - 50], *, America, *, White, *, *, manual-labor, <=50K
[46 - 53], [3 - 7], [40 - 50], *, America, *, White, *, *, manual-labor, <=50K
[46 - 53], [3 - 7], [40 - 50], *, America, *, White, *, *, manual-labor, <=50K
[35 - 37], [11 - 12], [40 - 50], *, America, Male, White, Married-civ-spouse, Husband, *, <=50K
[35 - 37], [11 - 12], [40 - 50], *, America, Male, White, Married-civ-spouse, Husband, *, >50K
[35 - 37], [11 - 12], [40 - 50], *, America, Male, White, Married-civ-spouse, Husband, *, >50K
[35 - 37], [11 - 12], [40 - 50], *, America, Male, White, Married-civ-spouse, Husband, *, >50K
[35 - 37], [11 - 12], [40 - 50], *, America, Male, White, Married-civ-spouse, Husband, *, <=50K
[35 - 37], [11 - 12], [40 - 50], *, America, Male, White, Married-civ-spouse, Husband, *, >50K
[35 - 37], [11 - 12], [40 - 50], *, America, Male, White, Married-civ-spouse, Husband, *, >50K
[30 - 36], 9, [40 - 45], *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
[30 - 36], 9, [40 - 45], *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
[30 - 36], 9, [40 - 45], *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
[30 - 36], 9, [40 - 45], *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
[30 - 36], 9, [40 - 45], *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
[30 - 36], 9, [40 - 45], *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
[30 - 36], 9, [40 - 45], *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
[29 - 35], [10 - 11], [58 - 64], *, United-States, *, *, *, Not-in-family, *, <=50K
[29 - 35], [10 - 11], [58 - 64], *, United-States, *, *, *, Not-in-family, *, <=50K
[29 - 35], [10 - 11], [58 - 64], *, United-States, *, *, *, Not-in-family, *, <=50K
[29 - 35], [10 - 11], [58 - 64], *, United-States, *, *, *, Not-in-family, *, <=50K
[29 - 35], [10 - 11], [58 - 64], *, United-States, *, *, *, Not-in-family, *, <=50K
[29 - 35], [10 - 11], [58 - 64], *, United-States, *, *, *, Not-in-family, *, <=50K
[29 - 35], [10 - 11], [58 - 64], *, United-States, *, *, *, Not-in-family, *, <=50K
[53 - 65], 9, 40, Self, United-States, *, *, *, *, *, >50K
[53 - 65], 9, 40, Self, United-States, *, *, *, *, *, >50K
[53 - 65], 9, 40, Self, United-States, *, *, *, *, *, <=50K
[53 - 65], 9, 40, Self, United-States, *, *, *, *, *, >50K
[53 - 65], 9, 40, Self, United-States, *, *, *, *, *, <=50K
[53 - 65], 9, 40, Self, United-States, *, *, *, *, *, <=50K
[53 - 65], 9, 40, Self, United-States, *, *, *, *, *, >50K
[19 - 23], 10, [32 - 40], Private, America, Male, *, *, *, *, <=50K
[19 - 23], 10, [32 - 40], Private, America, Male, *, *, *, *, <=50K
[19 - 23], 10, [32 - 40], Private, America, Male, *, *, *, *, <=50K
[19 - 23], 10, [32 - 40], Private, America, Male, *, *, *, *, <=50K
[19 - 23], 10, [32 - 40], Private, America, Male, *, *, *, *, <=50K
[19 - 23], 10, [32 - 40], Private, America, Male, *, *, *, *, <=50K
[19 - 23], 10, [32 - 40], Private, America, Male, *, *, *, *, <=50K
[29 - 37], 13, 70, *, United-States, *, *, *, *, *, >50K
[29 - 37], 13, 70, *, United-States, *, *, *, *, *, >50K
[29 - 37], 13, 70, *, United-States, *, *, *, *, *, <=50K
[29 - 37], 13, 70, *, United-States, *, *, *, *, *, <=50K
[29 - 37], 13, 70, *, United-States, *, *, *, *, *, >50K
[29 - 37], 13, 70, *, United-States, *, *, *, *, *, <=50K
[29 - 37], 13, 70, *, United-States, *, *, *, *, *, <=50K
79, [10 - 14], [20 - 40], Self, America, *, White, *, *, *, <=50K
79, [10 - 14], [20 - 40], Self, America, *, White, *, *, *, >50K
79, [10 - 14], [20 - 40], Self, America, *, White, *, *, *, <=50K
79, [10 - 14], [20 - 40], Self, America, *, White, *, *, *, <=50K
79, [10 - 14], [20 - 40], Self, America, *, White, *, *, *, <=50K
79, [10 - 14], [20 - 40], Self, America, *, White, *, *, *, <=50K
79, [10 - 14], [20 - 40], Self, America, *, White, *, *, *, <=50K
[27 - 31], 9, 40, Private, America, *, White, *, *, *, <=50K
[27 - 31], 9, 40, Private, America, *, White, *, *, *, <=50K
[27 - 31], 9, 40, Private, America, *, White, *, *, *, <=50K
[27 - 31], 9, 40, Private, America, *, White, *, *, *, <=50K
[27 - 31], 9, 40, Private, America, *, White, *, *, *, <=50K
[27 - 31], 9, 40, Private, America, *, White, *, *, *, <=50K
[27 - 31], 9, 40, Private, America, *, White, *, *, *, <=50K
18, 7, [22 - 24], Private, United-States, *, White, Never-married, Own-child, *, <=50K
18, 7, [22 - 24], Private, United-States, *, White, Never-married, Own-child, *, <=50K
18, 7, [22 - 24], Private, United-States, *, White, Never-married, Own-child, *, <=50K
18, 7, [22 - 24], Private, United-States, *, White, Never-married, Own-child, *, <=50K
18, 7, [22 - 24], Private, United-States, *, White, Never-married, Own-child, *, <=50K
18, 7, [22 - 24], Private, United-States, *, White, Never-married, Own-child, *, <=50K
18, 7, [22 - 24], Private, United-States, *, White, Never-married, Own-child, *, <=50K
[18 - 24], 9, [30 - 41], Self, America, *, *, Never-married, *, *, <=50K
[18 - 24], 9, [30 - 41], Self, America, *, *, Never-married, *, *, <=50K
[18 - 24], 9, [30 - 41], Self, America, *, *, Never-married, *, *, <=50K
[18 - 24], 9, [30 - 41], Self, America, *, *, Never-married, *, *, <=50K
[18 - 24], 9, [30 - 41], Self, America, *, *, Never-married, *, *, <=50K
[18 - 24], 9, [30 - 41], Self, America, *, *, Never-married, *, *, <=50K
[18 - 24], 9, [30 - 41], Self, America, *, *, Never-married, *, *, <=50K
30, [5 - 7], 40, Private, America, *, White, *, *, *, <=50K
30, [5 - 7], 40, Private, America, *, White, *, *, *, <=50K
30, [5 - 7], 40, Private, America, *, White, *, *, *, <=50K
