age, education-num, hours-per-week, workclass, native-country, sex, race, marital-status, relationship, occupation, income
[29 - 32], 11, [43 - 45], Private, United-States, Male, *, *, Not-in-family, *, <=50K
[25 - 27], 10, 40, Private, *, Female, *, *, *, *, <=50K
[25 - 27], 10, 40, Private, *, Female, *, *, *, *, <=50K
[25 - 27], 10, 40, Private, *, Female, *, *, *, *, <=50K
[25 - 27], 10, 40, Private, *, Female, *, *, *, *, <=50K
[47 - 49], 15, 60, Self, America, *, White, *, *, *, >50K
[47 - 49], 15, 60, Self, America, *, White, *, *, *, >50K
[47 - 49], 15, 60, Self, America, *, White, *, *, *, <=50K
[47 - 49], 15, 60, Self, America, *, White, *, *, *, <=50K
[50 - 52], 13, 55, *, United-States, Male, White, *, *, *, >50K
[50 - 52], 13, 55, *, United-States, Male, White, *, *, *, >50K
[50 - 52], 13, 55, *, United-States, Male, White, *, *, *, <=50K
[50 - 52], 13, 55, *, United-States, Male, White, *, *, *, >50K
47, [9 - 10], 60, Self, United-States, Male, White, *, *, *, <=50K
47, [9 - 10], 60, Self, United-States, Male, White, *, *, *, <=50K
47, [9 - 10], 60, Self, United-States, Male, White, *, *, *, <=50K
47, [9 - 10], 60, Self, United-States, Male, White, *, *, *, >50K
[43 - 44], 10, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
[43 - 44], 10, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
[43 - 44], 10, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
[43 - 44], 10, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
[46 - 54], [3 - 4], 40, Self, America, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K
[46 - 54], [3 - 4], 40, Self, America, Male, White, Married-civ-spouse, Husband, manual-labor, >50K
[46 - 54], [3 - 4], 40, Self, America, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K
[46 - 54], [3 - 4], 40, Self, America, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K
[35 - 40], [11 - 12], 40, Private, America, Male, White, Married-civ-spouse, Husband, *, <=50K
[35 - 40], [11 - 12], 40, Private, America, Male, White, Married-civ-spouse, Husband, *, <=50K
[35 - 40], [11 - 12], 40, Private, America, Male, White, Married-civ-spouse, Husband, *, >50K
[35 - 40], [11 - 12], 40, Private, America, Male, White, Married-civ-spouse, Husband, *, >50K
[41 - 43], [9 - 10], [48 - 54], Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
[41 - 43], [9 - 10], [48 - 54], Self, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
[41 - 43], [9 - 10], [48 - 54], Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
[41 - 43], [9 - 10], [48 - 54], Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
[30 - 32], 9, 40, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
[30 - 32], 9, 40, Self, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
[30 - 32], 9, 40, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
[30 - 32], 9, 40, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
[42 - 43], 16, [45 - 50], *, United-States, *, White, *, *, Prof-specialty, >50K
[42 - 43], 16, [45 - 50], *, United-States, *, White, *, *, Prof-specialty, >50K
[42 - 43], 16, [45 - 50], *, United-States, *, White, *, *, Prof-specialty, >50K
[42 - 43], 16, [45 - 50], *, United-States, *, White, *, *, Prof-specialty, >50K
[29 - 30], 10, [58 - 60], *, United-States, Male, White, *, Not-in-family, *, <=50K
[29 - 30], 10, [58 - 60], *, United-States, Male, White, *, Not-in-family, *, <=50K
[29 - 30], 10, [58 - 60], *, United-States, Male, White, *, Not-in-family, *, <=50K
[29 - 30], 10, [58 - 60], *, United-States, Male, White, *, Not-in-family, *, <=50K
[36 - 38], 9, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
[36 - 38], 9, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
[36 - 38], 9, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
[36 - 38], 9, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
[28 - 30], 10, 40, Private, United-States, Female, White, *, *, *, <=50K
[28 - 30], 10, 40, Private, United-States, Female, White, *, *, *, <=50K
[28 - 30], 10, 40, Private, United-States, Female, White, *, *, *, <=50K
[28 - 30], 10, 40, Private, United-States, Female, White, *, *, *, <=50K
[53 - 54], 9, 40, Private, United-States, *, White, *, *, *, >50K
[53 - 54], 9, 40, Private, United-States, *, White, *, *, *, <=50K
[53 - 54], 9, 40, Private, United-States, *, White, *, *, *, <=50K
[53 - 54], 9, 40, Private, United-States, *, White, *, *, *, <=50K
[49 - 56], 10, 50, Self, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
[49 - 56], 10, 50, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
[49 - 56], 10, 50, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
[49 - 56], 10, 50, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
[19 - 20], 10, [32 - 35], Private, America, Male, *, Never-married, *, services, <=50K
[19 - 20], 10, [32 - 35], Private, America, Male, *, Never-married, *, services, <=50K
[19 - 20], 10, [32 - 35], Private, America, Male, *, Never-married, *, services, <=50K
[19 - 20], 10, [32 - 35], Private, America, Male, *, Never-married, *, services, <=50K
[29 - 41], [13 - 14], 70, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
[29 - 41], [13 - 14], 70, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
[29 - 41], [13 - 14], 70, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
[29 - 41], [13 - 14], 70, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
[23 - 25], 10, [40 - 42], Private, United-States, Male, White, Never-married, Not-in-family, *, <=50K
[23 - 25], 10, [40 - 42], Private, United-States, Male, White, Never-married, Not-in-family, *, <=50K
[23 - 25], 10, [40 - 42], Private, United-States, Male, White, Never-married, Not-in-family, *, <=50K
[23 - 25], 10, [40 - 42], Private, United-States, Male, White, Never-married, Not-in-family, *, <=50K
79, [10 - 11], [20 - 24], Private, America, *, White, *, *, *, <=50K
79, [10 - 11], [20 - 24], Private, America, *, White, *, *, *, <=50K
79, [10 - 11], [20 - 24], Private, America, *, White, *, *, *, <=50K
79, [10 - 11], [20 - 24], Private, America, *, White, *, *, *, <=50K
27, 9, 40, Private, America, Male, White, Never-married, *, *, <=50K
27, 9, 40, Private, America, Male, White, Never-married, *, *, <=50K
27, 9, 40, Private, America, Male, White, Never-married, *, *, <=50K
27, 9, 40, Private, America, Male, White, Never-married, *, *, <=50K
18, 7, 22, Private, United-States, *, White, Never-married, Own-child, *, <=50K
18, 7, 22, Private, United-States, *, White, Never-married, Own-child, *, <=50K
18, 7, 22, Private, United-States, *, White, Never-married, Own-child, *, <=50K
18, 7, 22, Private, United-States, *, White, Never-married, Own-child, *, <=50K
[18 - 22], [9 - 10], 30, Private, America, Male, *, *, *, *, <=50K
[18 - 22], [9 - 10], 30, Private, America, Male, *, *, *, *, <=50K
[18 - 22], [9 - 10], 30, Private, America, Male, *, *, *, *, <=50K
[18 - 22], [9 - 10], 30, Private, America, Male, *, *, *, *, <=50K
52, [13 - 14], 40, *, America, Male, White, Married-civ-spouse, Husband, services, <=50K
52, [13 - 14], 40, *, America, Male, White, Married-civ-spouse, Husband, services, >50K
52, [13 - 14], 40, *, America, Male, White, Married-civ-spouse, Husband, services, <=50K
52, [13 - 14], 40, *, America, Male, White, Married-civ-spouse, Husband, services, <=50K
59, 9, 48, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
59, 9, 48, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
59, 9, 48, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
59, 9, 48, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
[44 - 46], [9 - 10], 40, Private, United-States, Female, White, Divorced, Not-in-family, *, >50K
[44 - 46], [9 - 10], 40, Private, United-States, Female, White, Divorced, Not-in-family, *, <=50K
[44 - 46], [9 - 10], 40, Private, United-States, Female, White, Divorced, Not-in-family, *, <=50K
[44 - 46], [9 - 10], 40, Private, United-States, Female, White, Divorced, Not-in-family, *, <=50K
[57 - 60], 11, 40, Private, United-States, Male, White, *, *, services, <=50K
[57 - 60], 11, 40, Private, United-States, Male, White, *, *, services, <=50K
[57 - 60], 11, 40, Private, United-States, Male, White, *, *, services, <=50K
[57 - 60], 11, 40, Private, United-States, Male, White, *, *, services, >50K
37, 10, 40, Private, America, Female, White, *, *, *, <=50K
37, 10, 40, Private, America, Female, White, *, *, *, <=50K
37, 10, 40, Private, America, Female, White, *, *, *, <=50K
37, 10, 40, Private, America, Female, White, *, *, *, <=50K
28, 10, 25, Private, United-States, Female, *, *, *, *, <=50K
28, 10, 25, Private, United-States, Female, *, *, *, *, <=50K
28, 10, 25, Private, United-States, Female, *, *, *, *, <=50K
28, 10, 25, Private, United-States, Female, *, *, *, *, <=50K
[34 - 37], 13, [40 - 50], *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
[34 - 37], 13, [40 - 50], *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
[34 - 37], 13, [40 - 50], *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
[34 - 37], 13, [40 - 50], *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
[37 - 38], 10, [48 - 50], *, United-States, Male, *, Married-civ-spouse, Husband, *, >50K
[37 - 38], 10, [48 - 50], *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
[37 - 38], 10, [48 - 50], *, United-States, Male, *, Married-civ-spouse, Husband, *, >50K
[37 - 38], 10, [48 - 50], *, United-States, Male, *, Married-civ-spouse, Husband, *, >50K
48, 12, 40, Private, *, Female, *, *, *, *, <=50K
48, 12, 40, Private, *, Female, *, *, *, *, <=50K
48, 12, 40, Private, *, Female, *, *, *, *, >50K
48, 12, 40, Private, *, Female, *, *, *, *, <=50K
[32 - 36], 9, 40, *, United-States, Male, Black, *, *, *, <=50K
[32 - 36], 9, 40, *, United-States, Male, Black, *, *, *, <=50K
[32 - 36], 9, 40, *, United-States, Male, Black, *, *, *, <=50K
[32 - 36], 9, 40, *, United-States, Male, Black, *, *, *, <=50K
[76 - 77], [14 - 15], [40 - 48], Self, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
[76 - 77], [14 - 15], [40 - 48], Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
[76 - 77], [14 - 15], [40 - 48], Self, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
[76 - 77], [14 - 15], [40 - 48], Self, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
[20 - 21], 10, 40, *, United-States, *, White, Never-married, Own-child, *, <=50K
[20 - 21], 10, 40, *, United-States, *, White, Never-married, Own-child, *, <=50K
[20 - 21], 10, 40, *, United-States, *, White, Never-married, Own-child, *, <=50K
[20 - 21], 10, 40, *, United-States, *, White, Never-married, Own-child, *, <=50K
[30 - 35], 7, 40, Private, United-States, *, *, *, *, *, <=50K
[30 - 35], 7, 40, Private, United-States, *, *, *, *, *, <=50K
[30 - 35], 7, 40, Private, United-States, *, *, *, *, *, <=50K
[30 - 35], 7, 40, Private, United-States, *, *, *, *, *, <=50K
[31 - 34], 9, 40, *, United-States, Female, White, *, *, *, <=50K
[31 - 34], 9, 40, *, United-States, Female, White, *, *, *, <=50K
[31 - 34], 9, 40, *, United-States, Female, White, *, *, *, >50K
[31 - 34], 9, 40, *, United-States, Female, White, *, *, *, <=50K
[36 - 39], 9, 40, Private, United-States, Female, White, *, *, *, <=50K
[36 - 39], 9, 40, Private, United-States, Female, White, *, *, *, <=50K
[36 - 39], 9, 40, Private, United-States, Female, White, *, *, *, >50K
[36 - 39], 9, 40, Private, United-States, Female, White, *, *, *, <=50K
53, 5, 50, Private, United-States, *, White, *, *, manual-labor, <=50K
53, 5, 50, Private, United-States, *, White, *, *, manual-labor, <=50K
53, 5, 50, Private, United-States, *, White, *, *, manual-labor, <=50K
53, 5, 50, Private, United-States, *, White, *, *, manual-labor, <=50K
[49 - 51], 11, [40 - 42], *, United-States, Male, *, *, *, *, >50K
[49 - 51], 11, [40 - 42], *, United-States, Male, *, *, *, *, >50K
[49 - 51], 11, [40 - 42], *, United-States, Male, *, *, *, *, >50K
[49 - 51], 11, [40 - 42], *, United-States, Male, *, *, *, *, <=50K
55, 10, 56, Self, United-States, Male, White, *, *, *, <=50K
55, 10, 56, Self, United-States, Male, White, *, *, *, <=50K
55, 10, 56, Self, United-States, Male, White, *, *, *, >50K
55, 10, 56, Self, United-States, Male, White, *, *, *, <=50K
[22 - 25], 9, 41, Self, United-States, *, White, Never-married, *, *, <=50K
[22 - 25], 9, 41, Self, United-States, *, White, Never-married, *, *, <=50K
[22 - 25], 9, 41, Self, United-States, *, White, Never-married, *, *, <=50K
[22 - 25], 9, 41, Self, United-States, *, White, Never-married, *, *, <=50K
40, 13, 60, Private, United-States, Male, *, *, *, *, <=50K
40, 13, 60, Private, United-States, Male, *, *, *, *, >50K
40, 13, 60, Private, United-States, Male, *, *, *, *, >50K
40, 13, 60, Private, United-States, Male, *, *, *, *, >50K
29, 13, [50 - 56], *, United-States, Male, White, *, *, *, >50K
29, 13, [50 - 56], *, United-States, Male, White, *, *, *, <=50K
29, 13, [50 - 56], *, United-States, Male, White, *, *, *, <=50K
29, 13, [50 - 56], *, United-States, Male, White, *, *, *, <=50K
[20 - 22], 10, [28 - 40], *, United-States, Female, *, Never-married, Own-child, *, <=50K
[20 - 22], 10, [28 - 40], *, United-States, Female, *, Never-married, Own-child, *, <=50K
[20 - 22], 10, [28 - 40], *, United-States, Female, *, Never-married, Own-child, *, <=50K
[20 - 22], 10, [28 - 40], *, United-States, Female, *, Never-married, Own-child, *, <=50K
[28 - 37], [12 - 13], [60 - 64], Self, United-States, Female, White, *, Not-in-family, *, <=50K
[28 - 37], [12 - 13], [60 - 64], Self, United-States, Female, White, *, Not-in-family, *, <=50K
[28 - 37], [12 - 13], [60 - 64], Self, United-States, Female, White, *, Not-in-family, *, <=50K
[28 - 37], [12 - 13], [60 - 64], Self, United-States, Female, White, *, Not-in-family, *, <=50K
[38 - 42], [9 - 10], [35 - 42], *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
[38 - 42], [9 - 10], [35 - 42], *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
[38 - 42], [9 - 10], [35 - 42], *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
[38 - 42], [9 - 10], [35 - 42], *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
27, [11 - 12], [35 - 45], Private, United-States, *, White, *, *, *, <=50K
27, [11 - 12], [35 - 45], Private, United-States, *, White, *, *, *, <=50K
27, [11 - 12], [35 - 45], Private, United-States, *, White, *, *, *, <=50K
27, [11 - 12], [35 - 45], Private, United-States, *, White, *, *, *, <=50K
70, 10, 40, Self, United-States, *, White, *, *, *, <=50K
70, 10, 40, Self, United-States, *, White, *, *, *, <=50K
70, 10, 40, Self, United-States, *, White, *, *, *, >50K
70, 10, 40, Self, United-States, *, White, *, *, *, >50K
