age, education-num, hours-per-week, workclass, native-country, sex, race, marital-status, relationship, occupation, income
[53 - 60], [7 - 9], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
[53 - 60], [7 - 9], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
[53 - 60], [7 - 9], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
[28 - 33], 13, 40, Private, *, *, *, *, *, *, <=50K
[28 - 33], 13, 40, Private, *, *, *, *, *, *, <=50K
[28 - 33], 13, 40, Private, *, *, *, *, *, *, <=50K
[28 - 33], 13, 40, Private, *, *, *, *, *, *, <=50K
[28 - 33], 13, 40, Private, *, *, *, *, *, *, <=50K
[28 - 33], 13, 40, Private, *, *, *, *, *, *, <=50K
[28 - 33], 13, 40, Private, *, *, *, *, *, *, >50K
[28 - 33], 13, 40, Private, *, *, *, *, *, *, >50K
[28 - 33], 13, 40, Private, *, *, *, *, *, *, <=50K
[37 - 45], [14 - 15], 40, *, *, *, White, *, *, *, <=50K
[37 - 45], [14 - 15], 40, *, *, *, White, *, *, *, <=50K
[37 - 45], [14 - 15], 40, *, *, *, White, *, *, *, >50K
[37 - 45], [14 - 15], 40, *, *, *, White, *, *, *, >50K
[37 - 45], [14 - 15], 40, *, *, *, White, *, *, *, >50K
[37 - 45], [14 - 15], 40, *, *, *, White, *, *, *, >50K
[37 - 45], [14 - 15], 40, *, *, *, White, *, *, *, >50K
[37 - 45], [14 - 15], 40, *, *, *, White, *, *, *, <=50K
[37 - 45], [14 - 15], 40, *, *, *, White, *, *, *, <=50K
[49 - 59], [5 - 7], [16 - 40], *, America, *, *, *, *, *, <=50K
[49 - 59], [5 - 7], [16 - 40], *, America, *, *, *, *, *, <=50K
[49 - 59], [5 - 7], [16 - 40], *, America, *, *, *, *, *, >50K
[49 - 59], [5 - 7], [16 - 40], *, America, *, *, *, *, *, <=50K
[49 - 59], [5 - 7], [16 - 40], *, America, *, *, *, *, *, <=50K
[49 - 59], [5 - 7], [16 - 40], *, America, *, *, *, *, *, <=50K
[49 - 59], [5 - 7], [16 - 40], *, America, *, *, *, *, *, <=50K
[49 - 59], [5 - 7], [16 - 40], *, America, *, *, *, *, *, <=50K
[49 - 59], [5 - 7], [16 - 40], *, America, *, *, *, *, *, <=50K
[52 - 66], 9, [45 - 50], *, North-America, Male, White, Married-civ-spouse, Husband, *, >50K
[52 - 66], 9, [45 - 50], *, North-America, Male, White, Married-civ-spouse, Husband, *, <=50K
[52 - 66], 9, [45 - 50], *, North-America, Male, White, Married-civ-spouse, Husband, *, >50K
[52 - 66], 9, [45 - 50], *, North-America, Male, White, Married-civ-spouse, Husband, *, <=50K
[52 - 66], 9, [45 - 50], *, North-America, Male, White, Married-civ-spouse, Husband, *, <=50K
[52 - 66], 9, [45 - 50], *, North-America, Male, White, Married-civ-spouse, Husband, *, >50K
[52 - 66], 9, [45 - 50], *, North-America, Male, White, Married-civ-spouse, Husband, *, <=50K
[52 - 66], 9, [45 - 50], *, North-America, Male, White, Married-civ-spouse, Husband, *, <=50K
[52 - 66], 9, [45 - 50], *, North-America, Male, White, Married-civ-spouse, Husband, *, >50K
[31 - 38], 14, 50, Private, *, *, White, *, *, services, >50K
[31 - 38], 14, 50, Private, *, *, White, *, *, services, <=50K
[31 - 38], 14, 50, Private, *, *, White, *, *, services, <=50K
[31 - 38], 14, 50, Private, *, *, White, *, *, services, <=50K
[31 - 38], 14, 50, Private, *, *, White, *, *, services, <=50K
[31 - 38], 14, 50, Private, *, *, White, *, *, services, <=50K
[31 - 38], 14, 50, Private, *, *, White, *, *, services, >50K
[31 - 38], 14, 50, Private, *, *, White, *, *, services, <=50K
[31 - 38], 14, 50, Private, *, *, White, *, *, services, >50K
[37 - 41], [10 - 14], 80, *, *, Male, *, *, *, *, >50K
[37 - 41], [10 - 14], 80, *, *, Male, *, *, *, *, <=50K
[37 - 41], [10 - 14], 80, *, *, Male, *, *, *, *, <=50K
[37 - 41], [10 - 14], 80, *, *, Male, *, *, *, *, >50K
[37 - 41], [10 - 14], 80, *, *, Male, *, *, *, *, >50K
[37 - 41], [10 - 14], 80, *, *, Male, *, *, *, *, >50K
[37 - 41], [10 - 14], 80, *, *, Male, *, *, *, *, <=50K
[37 - 41], [10 - 14], 80, *, *, Male, *, *, *, *, >50K
[37 - 41], [10 - 14], 80, *, *, Male, *, *, *, *, >50K
[30 - 36], 13, [40 - 45], *, *, *, *, *, *, *, >50K
[30 - 36], 13, [40 - 45], *, *, *, *, *, *, *, >50K
[30 - 36], 13, [40 - 45], *, *, *, *, *, *, *, >50K
[30 - 36], 13, [40 - 45], *, *, *, *, *, *, *, >50K
[30 - 36], 13, [40 - 45], *, *, *, *, *, *, *, <=50K
[30 - 36], 13, [40 - 45], *, *, *, *, *, *, *, <=50K
[30 - 36], 13, [40 - 45], *, *, *, *, *, *, *, >50K
[30 - 36], 13, [40 - 45], *, *, *, *, *, *, *, >50K
[30 - 36], 13, [40 - 45], *, *, *, *, *, *, *, <=50K
[23 - 26], [13 - 14], [30 - 40], Private, United-States, *, *, Never-married, *, *, <=50K
[23 - 26], [13 - 14], [30 - 40], Private, United-States, *, *, Never-married, *, *, <=50K
[23 - 26], [13 - 14], [30 - 40], Private, United-States, *, *, Never-married, *, *, <=50K
[23 - 26], [13 - 14], [30 - 40], Private, United-States, *, *, Never-married, *, *, <=50K
[23 - 26], [13 - 14], [30 - 40], Private, United-States, *, *, Never-married, *, *, <=50K
[23 - 26], [13 - 14], [30 - 40], Private, United-States, *, *, Never-married, *, *, <=50K
[23 - 26], [13 - 14], [30 - 40], Private, United-States, *, *, Never-married, *, *, <=50K
[23 - 26], [13 - 14], [30 - 40], Private, United-States, *, *, Never-married, *, *, <=50K
[23 - 26], [13 - 14], [30 - 40], Private, United-States, *, *, Never-married, *, *, <=50K
[32 - 42], [12 - 13], 50, *, *, *, *, *, *, *, <=50K
[32 - 42], [12 - 13], 50, *, *, *, *, *, *, *, >50K
[32 - 42], [12 - 13], 50, *, *, *, *, *, *, *, <=50K
[32 - 42], [12 - 13], 50, *, *, *, *, *, *, *, <=50K
[32 - 42], [12 - 13], 50, *, *, *, *, *, *, *, >50K
[32 - 42], [12 - 13], 50, *, *, *, *, *, *, *, <=50K
[32 - 42], [12 - 13], 50, *, *, *, *, *, *, *, <=50K
[32 - 42], [12 - 13], 50, *, *, *, *, *, *, *, <=50K
[32 - 42], [12 - 13], 50, *, *, *, *, *, *, *, >50K
[34 - 40], [4 - 5], 45, *, *, Male, *, *, *, *, <=50K
[34 - 40], [4 - 5], 45, *, *, Male, *, *, *, *, <=50K
[34 - 40], [4 - 5], 45, *, *, Male, *, *, *, *, <=50K
[34 - 40], [4 - 5], 45, *, *, Male, *, *, *, *, <=50K
[34 - 40], [4 - 5], 45, *, *, Male, *, *, *, *, <=50K
[34 - 40], [4 - 5], 45, *, *, Male, *, *, *, *, >50K
[34 - 40], [4 - 5], 45, *, *, Male, *, *, *, *, <=50K
[34 - 40], [4 - 5], 45, *, *, Male, *, *, *, *, <=50K
[34 - 40], [4 - 5], 45, *, *, Male, *, *, *, *, <=50K
[25 - 27], 9, [35 - 40], Self, America, Male, White, Never-married, *, *, <=50K
[25 - 27], 9, [35 - 40], Self, America, Male, White, Never-married, *, *, <=50K
[25 - 27], 9, [35 - 40], Self, America, Male, White, Never-married, *, *, <=50K
[25 - 27], 9, [35 - 40], Self, America, Male, White, Never-married, *, *, <=50K
[25 - 27], 9, [35 - 40], Self, America, Male, White, Never-married, *, *, <=50K
[25 - 27], 9, [35 - 40], Self, America, Male, White, Never-married, *, *, <=50K
[25 - 27], 9, [35 - 40], Self, America, Male, White, Never-married, *, *, <=50K
[25 - 27], 9, [35 - 40], Self, America, Male, White, Never-married, *, *, <=50K
[25 - 27], 9, [35 - 40], Self, America, Male, White, Never-married, *, *, <=50K
[32 - 36], 9, 40, *, United-States, *, *, Never-married, *, *, <=50K
[32 - 36], 9, 40, *, United-States, *, *, Never-married, *, *, <=50K
[32 - 36], 9, 40, *, United-States, *, *, Never-married, *, *, <=50K
[32 - 36], 9, 40, *, United-States, *, *, Never-married, *, *, <=50K
[32 - 36], 9, 40, *, United-States, *, *, Never-married, *, *, <=50K
[32 - 36], 9, 40, *, United-States, *, *, Never-married, *, *, <=50K
[32 - 36], 9, 40, *, United-States, *, *, Never-married, *, *, <=50K
[32 - 36], 9, 40, *, United-States, *, *, Never-married, *, *, <=50K
[32 - 36], 9, 40, *, United-States, *, *, Never-married, *, *, <=50K
[38 - 43], [7 - 10], [50 - 54], *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
[38 - 43], [7 - 10], [50 - 54], *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
[38 - 43], [7 - 10], [50 - 54], *, United-States, Male, *, Married-civ-spouse, Husband, *, >50K
[38 - 43], [7 - 10], [50 - 54], *, United-States, Male, *, Married-civ-spouse, Husband, *, >50K
[38 - 43], [7 - 10], [50 - 54], *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
[38 - 43], [7 - 10], [50 - 54], *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
[38 - 43], [7 - 10], [50 - 54], *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
[38 - 43], [7 - 10], [50 - 54], *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
[38 - 43], [7 - 10], [50 - 54], *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
[43 - 49], 14, [45 - 60], *, United-States, *, *, *, *, *, >50K
[43 - 49], 14, [45 - 60], *, United-States, *, *, *, *, *, >50K
[43 - 49], 14, [45 - 60], *, United-States, *, *, *, *, *, <=50K
[43 - 49], 14, [45 - 60], *, United-States, *, *, *, *, *, <=50K
[43 - 49], 14, [45 - 60], *, United-States, *, *, *, *, *, <=50K
[43 - 49], 14, [45 - 60], *, United-States, *, *, *, *, *, >50K
[43 - 49], 14, [45 - 60], *, United-States, *, *, *, *, *, <=50K
[43 - 49], 14, [45 - 60], *, United-States, *, *, *, *, *, <=50K
[43 - 49], 14, [45 - 60], *, United-States, *, *, *, *, *, >50K
[40 - 48], 16, 60, *, America, *, White, *, *, *, >50K
[40 - 48], 16, 60, *, America, *, White, *, *, *, >50K
[40 - 48], 16, 60, *, America, *, White, *, *, *, >50K
[40 - 48], 16, 60, *, America, *, White, *, *, *, >50K
[40 - 48], 16, 60, *, America, *, White, *, *, *, >50K
[40 - 48], 16, 60, *, America, *, White, *, *, *, >50K
[40 - 48], 16, 60, *, America, *, White, *, *, *, <=50K
[40 - 48], 16, 60, *, America, *, White, *, *, *, >50K
[40 - 48], 16, 60, *, America, *, White, *, *, *, >50K
[54 - 67], [9 - 12], [20 - 35], *, *, *, *, *, *, *, <=50K
[54 - 67], [9 - 12], [20 - 35], *, *, *, *, *, *, *, <=50K
[54 - 67], [9 - 12], [20 - 35], *, *, *, *, *, *, *, >50K
[54 - 67], [9 - 12], [20 - 35], *, *, *, *, *, *, *, <=50K
[54 - 67], [9 - 12], [20 - 35], *, *, *, *, *, *, *, <=50K
[54 - 67], [9 - 12], [20 - 35], *, *, *, *, *, *, *, <=50K
[54 - 67], [9 - 12], [20 - 35], *, *, *, *, *, *, *, <=50K
[54 - 67], [9 - 12], [20 - 35], *, *, *, *, *, *, *, <=50K
[54 - 67], [9 - 12], [20 - 35], *, *, *, *, *, *, *, <=50K
[43 - 49], [7 - 9], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
[43 - 49], [7 - 9], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
[43 - 49], [7 - 9], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
[43 - 49], [7 - 9], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, >50K
[43 - 49], [7 - 9], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
[43 - 49], [7 - 9], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
[43 - 49], [7 - 9], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
[43 - 49], [7 - 9], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
[43 - 49], [7 - 9], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
[59 - 65], [9 - 10], 40, *, United-States, *, White, *, *, *, <=50K
[59 - 65], [9 - 10], 40, *, United-States, *, White, *, *, *, <=50K
[59 - 65], [9 - 10], 40, *, United-States, *, White, *, *, *, <=50K
[59 - 65], [9 - 10], 40, *, United-States, *, White, *, *, *, <=50K
[59 - 65], [9 - 10], 40, *, United-States, *, White, *, *, *, >50K
[59 - 65], [9 - 10], 40, *, United-States, *, White, *, *, *, >50K
[59 - 65], [9 - 10], 40, *, United-States, *, White, *, *, *, >50K
[59 - 65], [9 - 10], 40, *, United-States, *, White, *, *, *, >50K
[59 - 65], [9 - 10], 40, *, United-States, *, White, *, *, *, <=50K
[19 - 23], 9, [40 - 41], Private, United-States, *, *, Never-married, *, *, <=50K
[19 - 23], 9, [40 - 41], Private, United-States, *, *, Never-married, *, *, <=50K
[19 - 23], 9, [40 - 41], Private, United-States, *, *, Never-married, *, *, <=50K
[19 - 23], 9, [40 - 41], Private, United-States, *, *, Never-married, *, *, <=50K
[19 - 23], 9, [40 - 41], Private, United-States, *, *, Never-married, *, *, <=50K
[19 - 23], 9, [40 - 41], Private, United-States, *, *, Never-married, *, *, <=50K
[19 - 23], 9, [40 - 41], Private, United-States, *, *, Never-married, *, *, <=50K
[19 - 23], 9, [40 - 41], Private, United-States, *, *, Never-married, *, *, <=50K
[19 - 23], 9, [40 - 41], Private, United-States, *, *, Never-married, *, *, <=50K
[23 - 35], [12 - 13], [52 - 65], *, United-States, *, White, *, *, *, <=50K
[23 - 35], [12 - 13], [52 - 65], *, United-States, *, White, *, *, *, <=50K
[23 - 35], [12 - 13], [52 - 65], *, United-States, *, White, *, *, *, <=50K
[23 - 35], [12 - 13], [52 - 65], *, United-States, *, White, *, *, *, <=50K
[23 - 35], [12 - 13], [52 - 65], *, United-States, *, White, *, *, *, <=50K
[23 - 35], [12 - 13], [52 - 65], *, United-States, *, White, *, *, *, <=50K
[23 - 35], [12 - 13], [52 - 65], *, United-States, *, White, *, *, *, <=50K
[23 - 35], [12 - 13], [52 - 65], *, United-States, *, White, *, *, *, >50K
[23 - 35], [12 - 13], [52 - 65], *, United-States, *, White, *, *, *, <=50K
[20 - 22], 10, [44 - 45], *, United-States, *, *, Never-married, Own-child, *, <=50K
[20 - 22], 10, [44 - 45], *, United-States, *, *, Never-married, Own-child, *, <=50K
[20 - 22], 10, [44 - 45], *, United-States, *, *, Never-married, Own-child, *, <=50K
[20 - 22], 10, [44 - 45], *, United-States, *, *, Never-married, Own-child, *, <=50K
[20 - 22], 10, [44 - 45], *, United-States, *, *, Never-married, Own-child, *, <=50K
[20 - 22], 10, [44 - 45], *, United-States, *, *, Never-married, Own-child, *, <=50K
[20 - 22], 10, [44 - 45], *, United-States, *, *, Never-married, Own-child, *, <=50K
[20 - 22], 10, [44 - 45], *, United-States, *, *, Never-married, Own-child, *, <=50K
[20 - 22], 10, [44 - 45], *, United-States, *, *, Never-married, Own-child, *, <=50K
[30 - 33], 10, 40, *, United-States, *, White, *, *, *, <=50K
[30 - 33], 10, 40, *, United-States, *, White, *, *, *, <=50K
[30 - 33], 10, 40, *, United-States, *, White, *, *, *, <=50K
[30 - 33], 10, 40, *, United-States, *, White, *, *, *, <=50K
[30 - 33], 10, 40, *, United-States, *, White, *, *, *, <=50K
[30 - 33], 10, 40, *, United-States, *, White, *, *, *, <=50K
[30 - 33], 10, 40, *, United-States, *, White, *, *, *, <=50K
[30 - 33], 10, 40, *, United-States, *, White, *, *, *, <=50K
[30 - 33], 10, 40, *, United-States, *, White, *, *, *, <=50K
[22 - 26], 10, [15 - 25], *, United-States, *, *, *, *, *, <=50K
[22 - 26], 10, [15 - 25], *, United-States, *, *, *, *, *, <=50K
[22 - 26], 10, [15 - 25], *, United-States, *, *, *, *, *, <=50K
[22 - 26], 10, [15 - 25], *, United-States, *, *, *, *, *, <=50K
[22 - 26], 10, [15 - 25], *, United-States, *, *, *, *, *, <=50K
[22 - 26], 10, [15 - 25], *, United-States, *, *, *, *, *, <=50K
[22 - 26], 10, [15 - 25], *, United-States, *, *, *, *, *, <=50K
[22 - 26], 10, [15 - 25], *, United-States, *, *, *, *, *, <=50K
[22 - 26], 10, [15 - 25], *, United-States, *, *, *, *, *, <=50K
[19 - 28], [9 - 10], [25 - 30], Private, United-States, *, *, *, *, *, <=50K
[19 - 28], [9 - 10], [25 - 30], Private, United-States, *, *, *, *, *, <=50K
[19 - 28], [9 - 10], [25 - 30], Private, United-States, *, *, *, *, *, <=50K
[19 - 28], [9 - 10], [25 - 30], Private, United-States, *, *, *, *, *, <=50K
[19 - 28], [9 - 10], [25 - 30], Private, United-States, *, *, *, *, *, <=50K
[19 - 28], [9 - 10], [25 - 30], Private, United-States, *, *, *, *, *, <=50K
[19 - 28], [9 - 10], [25 - 30], Private, United-States, *, *, *, *, *, <=50K
[19 - 28], [9 - 10], [25 - 30], Private, United-States, *, *, *, *, *, <=50K
[19 - 28], [9 - 10], [25 - 30], Private, United-States, *, *, *, *, *, <=50K
[48 - 50], [12 - 13], 40, *, *, *, White, *, *, *, <=50K
[48 - 50], [12 - 13], 40, *, *, *, White, *, *, *, <=50K
[48 - 50], [12 - 13], 40, *, *, *, White, *, *, *, >50K
[48 - 50], [12 - 13], 40, *, *, *, White, *, *, *, <=50K
[48 - 50], [12 - 13], 40, *, *, *, White, *, *, *, <=50K
[48 - 50], [12 - 13], 40, *, *, *, White, *, *, *, <=50K
[48 - 50], [12 - 13], 40, *, *, *, White, *, *, *, <=50K
[48 - 50], [12 - 13], 40, *, *, *, White, *, *, *, <=50K
[48 - 50], [12 - 13], 40, *, *, *, White, *, *, *, <=50K
[49 - 54], 9, 40, *, United-States, *, *, *, *, *, <=50K
[49 - 54], 9, 40, *, United-States, *, *, *, *, *, >50K
[49 - 54], 9, 40, *, United-States, *, *, *, *, *, <=50K
[49 - 54], 9, 40, *, United-States, *, *, *, *, *, <=50K
[49 - 54], 9, 40, *, United-States, *, *, *, *, *, <=50K
[49 - 54], 9, 40, *, United-States, *, *, *, *, *, <=50K
[49 - 54], 9, 40, *, United-States, *, *, *, *, *, <=50K
[49 - 54], 9, 40, *, United-States, *, *, *, *, *, <=50K
[49 - 54], 9, 40, *, United-States, *, *, *, *, *, <=50K
[41 - 42], [11 - 13], 40, *, United-States, *, *, *, *, *, <=50K
[41 - 42], [11 - 13], 40, *, United-States, *, *, *, *, *, <=50K
[41 - 42], [11 - 13], 40, *, United-States, *, *, *, *, *, <=50K
[41 - 42], [11 - 13], 40, *, United-States, *, *, *, *, *, <=50K
[41 - 42], [11 - 13], 40, *, United-States, *, *, *, *, *, <=50K
[41 - 42], [11 - 13], 40, *, United-States, *, *, *, *, *, >50K
[41 - 42], [11 - 13], 40, *, United-States, *, *, *, *, *, >50K
[41 - 42], [11 - 13], 40, *, United-States, *, *, *, *, *, >50K
[41 - 42], [11 - 13], 40, *, United-States, *, *, *, *, *, >50K
[29 - 35], [11 - 12], [43 - 50], Private, America, Male, *, *, *, *, <=50K
[29 - 35], [11 - 12], [43 - 50], Private, America, Male, *, *, *, *, <=50K
[29 - 35], [11 - 12], [43 - 50], Private, America, Male, *, *, *, *, >50K
[29 - 35], [11 - 12], [43 - 50], Private, America, Male, *, *, *, *, <=50K
[29 - 35], [11 - 12], [43 - 50], Private, America, Male, *, *, *, *, >50K
[29 - 35], [11 - 12], [43 - 50], Private, America, Male, *, *, *, *, <=50K
[29 - 35], [11 - 12], [43 - 50], Private, America, Male, *, *, *, *, <=50K
[29 - 35], [11 - 12], [43 - 50], Private, America, Male, *, *, *, *, <=50K
[29 - 35], [11 - 12], [43 - 50], Private, America, Male, *, *, *, *, <=50K
[25 - 27], 10, [40 - 42], Private, *, *, *, *, *, *, <=50K
[25 - 27], 10, [40 - 42], Private, *, *, *, *, *, *, <=50K
[25 - 27], 10, [40 - 42], Private, *, *, *, *, *, *, <=50K
[25 - 27], 10, [40 - 42], Private, *, *, *, *, *, *, <=50K
[25 - 27], 10, [40 - 42], Private, *, *, *, *, *, *, <=50K
[25 - 27], 10, [40 - 42], Private, *, *, *, *, *, *, <=50K
[25 - 27], 10, [40 - 42], Private, *, *, *, *, *, *, <=50K
[25 - 27], 10, [40 - 42], Private, *, *, *, *, *, *, <=50K
[25 - 27], 10, [40 - 42], Private, *, *, *, *, *, *, <=50K
[50 - 62], [13 - 14], [55 - 60], *, United-States, *, White, *, *, *, >50K
[50 - 62], [13 - 14], [55 - 60], *, United-States, *, White, *, *, *, <=50K
[50 - 62], [13 - 14], [55 - 60], *, United-States, *, White, *, *, *, >50K
[50 - 62], [13 - 14], [55 - 60], *, United-States, *, White, *, *, *, <=50K
[50 - 62], [13 - 14], [55 - 60], *, United-States, *, White, *, *, *, >50K
[50 - 62], [13 - 14], [55 - 60], *, United-States, *, White, *, *, *, <=50K
[50 - 62], [13 - 14], [55 - 60], *, United-States, *, White, *, *, *, >50K
[50 - 62], [13 - 14], [55 - 60], *, United-States, *, White, *, *, *, >50K
[50 - 62], [13 - 14], [55 - 60], *, United-States, *, White, *, *, *, >50K
[47 - 50], [9 - 10], 60, Self, United-States, Male, White, *, *, *, <=50K
[47 - 50], [9 - 10], 60, Self, United-States, Male, White, *, *, *, >50K
[47 - 50], [9 - 10], 60, Self, United-States, Male, White, *, *, *, <=50K
[47 - 50], [9 - 10], 60, Self, United-States, Male, White, *, *, *, <=50K
[47 - 50], [9 - 10], 60, Self, United-States, Male, White, *, *, *, <=50K
[47 - 50], [9 - 10], 60, Self, United-States, Male, White, *, *, *, <=50K
[47 - 50], [9 - 10], 60, Self, United-States, Male, White, *, *, *, <=50K
[47 - 50], [9 - 10], 60, Self, United-States, Male, White, *, *, *, >50K
[47 - 50], [9 - 10], 60, Self, United-States, Male, White, *, *, *, >50K
[43 - 49], 10, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, >50K
[43 - 49], 10, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, >50K
[43 - 49], 10, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, >50K
[43 - 49], 10, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, >50K
[43 - 49], 10, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, >50K
[43 - 49], 10, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
[43 - 49], 10, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, >50K
[43 - 49], 10, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
[43 - 49], 10, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
[46 - 65], [3 - 7], [40 - 50], Private, America, *, *, *, *, *, <=50K
[46 - 65], [3 - 7], [40 - 50], Private, America, *, *, *, *, *, <=50K
[46 - 65], [3 - 7], [40 - 50], Private, America, *, *, *, *, *, <=50K
[46 - 65], [3 - 7], [40 - 50], Private, America, *, *, *, *, *, <=50K
[46 - 65], [3 - 7], [40 - 50], Private, America, *, *, *, *, *, <=50K
[46 - 65], [3 - 7], [40 - 50], Private, America, *, *, *, *, *, <=50K
[46 - 65], [3 - 7], [40 - 50], Private, America, *, *, *, *, *, <=50K
[46 - 65], [3 - 7], [40 - 50], Private, America, *, *, *, *, *, <=50K
[46 - 65], [3 - 7], [40 - 50], Private, America, *, *, *, *, *, <=50K
[30 - 36], 9, [40 - 45], *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
[30 - 36], 9, [40 - 45], *, United-States, Male, *, Married-civ-spouse, Husband, *, >50K
[30 - 36], 9, [40 - 45], *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
[30 - 36], 9, [40 - 45], *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
[30 - 36], 9, [40 - 45], *, United-States, Male, *, Married-civ-spouse, Husband, *, >50K
[30 - 36], 9, [40 - 45], *, United-States, Male, *, Married-civ-spouse, Husband, *, >50K
[30 - 36], 9, [40 - 45], *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
[30 - 36], 9, [40 - 45], *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
[30 - 36], 9, [40 - 45], *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
[29 - 37], [10 - 11], [58 - 64], *, United-States, *, *, *, *, *, <=50K
[29 - 37], [10 - 11], [58 - 64], *, United-States, *, *, *, *, *, <=50K
[29 - 37], [10 - 11], [58 - 64], *, United-States, *, *, *, *, *, <=50K
[29 - 37], [10 - 11], [58 - 64], *, United-States, *, *, *, *, *, <=50K
