age, education-num, hours-per-week, workclass, native-country, sex, race, marital-status, relationship, occupation, income
30, 13, 40, *, *, Male, *, Married-civ-spouse, Husband, services, >50K
30, 13, 40, *, *, Male, *, Married-civ-spouse, Husband, services, <=50K
30, 13, 40, *, *, Male, *, Married-civ-spouse, Husband, services, >50K
[23 - 25], 13, [30 - 40], Private, United-States, Female, White, Never-married, *, *, <=50K
[23 - 25], 13, [30 - 40], Private, United-States, Female, White, Never-married, *, *, <=50K
[23 - 25], 13, [30 - 40], Private, United-States, Female, White, Never-married, *, *, <=50K
[32 - 34], [12 - 13], 50, Private, United-States, *, *, *, *, services, <=50K
[32 - 34], [12 - 13], 50, Private, United-States, *, *, *, *, services, <=50K
[32 - 34], [12 - 13], 50, Private, United-States, *, *, *, *, services, <=50K
[34 - 40], 4, 45, Private, Central-America, Male, *, Married-civ-spouse, Husband, manual-labor, <=50K
[34 - 40], 4, 45, Private, Central-America, Male, *, Married-civ-spouse, Husband, manual-labor, >50K
[34 - 40], 4, 45, Private, Central-America, Male, *, Married-civ-spouse, Husband, manual-labor, <=50K
25, 9, 35, Self, United-States, Male, White, Never-married, *, manual-labor, <=50K
25, 9, 35, Self, United-States, Male, White, Never-married, *, manual-labor, <=50K
25, 9, 35, Self, United-States, Male, White, Never-married, *, manual-labor, <=50K
32, 9, 40, Private, United-States, Male, White, Never-married, *, manual-labor, <=50K
32, 9, 40, Private, United-States, Male, White, Never-married, *, manual-labor, <=50K
32, 9, 40, Private, United-States, Male, White, Never-married, *, manual-labor, <=50K
[38 - 39], [7 - 9], 50, *, United-States, Male, White, Married-civ-spouse, Husband, services, <=50K
[38 - 39], [7 - 9], 50, *, United-States, Male, White, Married-civ-spouse, Husband, services, <=50K
[38 - 39], [7 - 9], 50, *, United-States, Male, White, Married-civ-spouse, Husband, services, <=50K
[43 - 44], 14, 45, Self, United-States, Female, *, Divorced, Unmarried, Exec-managerial, >50K
[43 - 44], 14, 45, Self, United-States, Female, *, Divorced, Unmarried, Exec-managerial, <=50K
[43 - 44], 14, 45, Self, United-States, Female, *, Divorced, Unmarried, Exec-managerial, <=50K
[40 - 46], 16, 60, Private, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
[40 - 46], 16, 60, Private, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
[40 - 46], 16, 60, Private, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
[54 - 58], [9 - 10], 20, Private, United-States, *, *, *, *, *, <=50K
[54 - 58], [9 - 10], 20, Private, United-States, *, *, *, *, *, <=50K
[54 - 58], [9 - 10], 20, Private, United-States, *, *, *, *, *, <=50K
35, 5, [40 - 43], *, United-States, Male, *, Married-civ-spouse, Husband, manual-labor, <=50K
35, 5, [40 - 43], *, United-States, Male, *, Married-civ-spouse, Husband, manual-labor, <=50K
35, 5, [40 - 43], *, United-States, Male, *, Married-civ-spouse, Husband, manual-labor, <=50K
43, [7 - 9], 40, Private, United-States, Male, *, Married-civ-spouse, Husband, manual-labor, <=50K
43, [7 - 9], 40, Private, United-States, Male, *, Married-civ-spouse, Husband, manual-labor, <=50K
43, [7 - 9], 40, Private, United-States, Male, *, Married-civ-spouse, Husband, manual-labor, <=50K
[59 - 61], 9, 40, Private, United-States, *, White, *, *, *, <=50K
[59 - 61], 9, 40, Private, United-States, *, White, *, *, *, >50K
[59 - 61], 9, 40, Private, United-States, *, White, *, *, *, >50K
[56 - 57], 13, 40, *, United-States, Male, *, Married-civ-spouse, Husband, services, >50K
[56 - 57], 13, 40, *, United-States, Male, *, Married-civ-spouse, Husband, services, <=50K
[56 - 57], 13, 40, *, United-States, Male, *, Married-civ-spouse, Husband, services, >50K
[19 - 23], 9, 40, Private, United-States, Male, White, Never-married, Own-child, manual-labor, <=50K
[19 - 23], 9, 40, Private, United-States, Male, White, Never-married, Own-child, manual-labor, <=50K
[19 - 23], 9, 40, Private, United-States, Male, White, Never-married, Own-child, manual-labor, <=50K
49, 9, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
49, 9, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
49, 9, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
[23 - 24], [12 - 13], 52, *, United-States, Male, White, *, *, *, <=50K
[23 - 24], [12 - 13], 52, *, United-States, Male, White, *, *, *, <=50K
[23 - 24], [12 - 13], 52, *, United-States, Male, White, *, *, *, <=50K
[20 - 21], 10, [44 - 45], Private, United-States, Male, *, Never-married, Own-child, *, <=50K
[20 - 21], 10, [44 - 45], Private, United-States, Male, *, Never-married, Own-child, *, <=50K
[20 - 21], 10, [44 - 45], Private, United-States, Male, *, Never-married, Own-child, *, <=50K
[45 - 48], 13, [40 - 45], Private, United-States, Male, White, *, *, bureaucracy, <=50K
[45 - 48], 13, [40 - 45], Private, United-States, Male, White, *, *, bureaucracy, >50K
[45 - 48], 13, [40 - 45], Private, United-States, Male, White, *, *, bureaucracy, >50K
[30 - 31], 10, 40, *, United-States, Male, White, Married-civ-spouse, *, *, <=50K
[30 - 31], 10, 40, *, United-States, Male, White, Married-civ-spouse, *, *, <=50K
[30 - 31], 10, 40, *, United-States, Male, White, Married-civ-spouse, *, *, <=50K
22, 10, [15 - 20], *, United-States, Male, *, *, *, services, <=50K
22, 10, [15 - 20], *, United-States, Male, *, *, *, services, <=50K
22, 10, [15 - 20], *, United-States, Male, *, *, *, services, <=50K
[48 - 49], [7 - 9], [40 - 46], Private, America, *, *, *, Unmarried, *, <=50K
[48 - 49], [7 - 9], [40 - 46], Private, America, *, *, *, Unmarried, *, <=50K
[48 - 49], [7 - 9], [40 - 46], Private, America, *, *, *, Unmarried, *, <=50K
[19 - 27], 9, 25, Private, United-States, Female, White, *, *, *, <=50K
[19 - 27], 9, 25, Private, United-States, Female, White, *, *, *, <=50K
[19 - 27], 9, 25, Private, United-States, Female, White, *, *, *, <=50K
48, 12, 40, Self, United-States, Male, White, *, *, *, <=50K
48, 12, 40, Self, United-States, Male, White, *, *, *, <=50K
48, 12, 40, Self, United-States, Male, White, *, *, *, <=50K
41, 11, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
41, 11, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
41, 11, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
[29 - 32], 11, [43 - 45], Private, United-States, Male, White, *, Not-in-family, *, <=50K
[29 - 32], 11, [43 - 45], Private, United-States, Male, White, *, Not-in-family, *, <=50K
[29 - 32], 11, [43 - 45], Private, United-States, Male, White, *, Not-in-family, *, <=50K
[25 - 28], 10, 40, Private, *, Female, *, Married-civ-spouse, Wife, *, <=50K
[25 - 28], 10, 40, Private, *, Female, *, Married-civ-spouse, Wife, *, <=50K
[25 - 28], 10, 40, Private, *, Female, *, Married-civ-spouse, Wife, *, <=50K
[47 - 49], [15 - 16], 60, Self, America, *, White, *, *, Prof-specialty, >50K
[47 - 49], [15 - 16], 60, Self, America, *, White, *, *, Prof-specialty, >50K
[47 - 49], [15 - 16], 60, Self, America, *, White, *, *, Prof-specialty, <=50K
[50 - 52], 13, 55, *, United-States, Male, White, *, *, Exec-managerial, >50K
[50 - 52], 13, 55, *, United-States, Male, White, *, *, Exec-managerial, >50K
[50 - 52], 13, 55, *, United-States, Male, White, *, *, Exec-managerial, >50K
47, 9, 60, Self, United-States, Male, White, *, *, *, <=50K
47, 9, 60, Self, United-States, Male, White, *, *, *, <=50K
47, 9, 60, Self, United-States, Male, White, *, *, *, <=50K
[43 - 44], 10, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, services, >50K
[43 - 44], 10, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, services, <=50K
[43 - 44], 10, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, services, >50K
[46 - 52], [3 - 4], 40, Private, America, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K
[46 - 52], [3 - 4], 40, Private, America, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K
[46 - 52], [3 - 4], 40, Private, America, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K
[35 - 40], 11, 40, Private, America, Male, *, Married-civ-spouse, Husband, *, <=50K
[35 - 40], 11, 40, Private, America, Male, *, Married-civ-spouse, Husband, *, >50K
[35 - 40], 11, 40, Private, America, Male, *, Married-civ-spouse, Husband, *, >50K
[41 - 43], [9 - 10], [48 - 50], Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
[41 - 43], [9 - 10], [48 - 50], Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
[41 - 43], [9 - 10], [48 - 50], Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
[30 - 32], 9, 40, Self, United-States, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K
[30 - 32], 9, 40, Self, United-States, Male, White, Married-civ-spouse, Husband, manual-labor, >50K
[30 - 32], 9, 40, Self, United-States, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K
[42 - 43], 16, [45 - 50], *, United-States, *, White, *, *, Prof-specialty, >50K
[42 - 43], 16, [45 - 50], *, United-States, *, White, *, *, Prof-specialty, >50K
[42 - 43], 16, [45 - 50], *, United-States, *, White, *, *, Prof-specialty, >50K
[29 - 30], 10, [58 - 60], Private, United-States, Male, White, *, Not-in-family, *, <=50K
[29 - 30], 10, [58 - 60], Private, United-States, Male, White, *, Not-in-family, *, <=50K
[29 - 30], 10, [58 - 60], Private, United-States, Male, White, *, Not-in-family, *, <=50K
[36 - 37], 9, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
[36 - 37], 9, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
[36 - 37], 9, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
[28 - 29], 10, 40, Private, United-States, Female, White, *, Not-in-family, *, <=50K
[28 - 29], 10, 40, Private, United-States, Female, White, *, Not-in-family, *, <=50K
[28 - 29], 10, 40, Private, United-States, Female, White, *, Not-in-family, *, <=50K
[53 - 55], 9, 40, Private, United-States, *, White, *, *, *, >50K
[53 - 55], 9, 40, Private, United-States, *, White, *, *, *, >50K
[53 - 55], 9, 40, Private, United-States, *, White, *, *, *, <=50K
[49 - 56], 10, 50, Self, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
[49 - 56], 10, 50, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
[49 - 56], 10, 50, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
19, 10, [32 - 35], Private, America, Male, *, Never-married, Own-child, services, <=50K
19, 10, [32 - 35], Private, America, Male, *, Never-married, Own-child, services, <=50K
19, 10, [32 - 35], Private, America, Male, *, Never-married, Own-child, services, <=50K
[29 - 38], [13 - 14], 70, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
[29 - 38], [13 - 14], 70, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
[29 - 38], [13 - 14], 70, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
[23 - 24], 10, 40, Private, United-States, Male, White, Never-married, Not-in-family, *, <=50K
[23 - 24], 10, 40, Private, United-States, Male, White, Never-married, Not-in-family, *, <=50K
[23 - 24], 10, 40, Private, United-States, Male, White, Never-married, Not-in-family, *, <=50K
79, [10 - 11], 20, Private, America, *, White, *, *, *, <=50K
79, [10 - 11], 20, Private, America, *, White, *, *, *, <=50K
79, [10 - 11], 20, Private, America, *, White, *, *, *, <=50K
27, 9, 40, Private, America, Male, White, Never-married, *, *, <=50K
27, 9, 40, Private, America, Male, White, Never-married, *, *, <=50K
27, 9, 40, Private, America, Male, White, Never-married, *, *, <=50K
40, 12, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Adm-clerical, <=50K
40, 12, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Adm-clerical, >50K
40, 12, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, Adm-clerical, >50K
18, 7, 22, Private, United-States, *, White, Never-married, Own-child, *, <=50K
18, 7, 22, Private, United-States, *, White, Never-married, Own-child, *, <=50K
18, 7, 22, Private, United-States, *, White, Never-married, Own-child, *, <=50K
[18 - 20], [9 - 10], 30, Private, America, Male, *, *, *, Sales, <=50K
[18 - 20], [9 - 10], 30, Private, America, Male, *, *, *, Sales, <=50K
[18 - 20], [9 - 10], 30, Private, America, Male, *, *, *, Sales, <=50K
52, 13, 40, Private, America, *, White, *, *, *, <=50K
52, 13, 40, Private, America, *, White, *, *, *, >50K
52, 13, 40, Private, America, *, White, *, *, *, <=50K
46, 9, 40, Self, United-States, Female, White, *, *, *, <=50K
46, 9, 40, Self, United-States, Female, White, *, *, *, >50K
46, 9, 40, Self, United-States, Female, White, *, *, *, >50K
59, 9, 48, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
59, 9, 48, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
59, 9, 48, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
[53 - 58], 9, [35 - 40], Self, United-States, *, White, *, *, *, <=50K
[53 - 58], 9, [35 - 40], Self, United-States, *, White, *, *, *, >50K
[53 - 58], 9, [35 - 40], Self, United-States, *, White, *, *, *, <=50K
30, [5 - 6], 40, Private, United-States, Male, White, Never-married, Not-in-family, *, <=50K
30, [5 - 6], 40, Private, United-States, Male, White, Never-married, Not-in-family, *, <=50K
30, [5 - 6], 40, Private, United-States, Male, White, Never-married, Not-in-family, *, <=50K
[57 - 60], 11, 40, Private, United-States, Male, White, *, *, services, <=50K
[57 - 60], 11, 40, Private, United-States, Male, White, *, *, services, <=50K
[57 - 60], 11, 40, Private, United-States, Male, White, *, *, services, >50K
37, 10, 40, Private, America, Female, White, Divorced, Unmarried, *, <=50K
37, 10, 40, Private, America, Female, White, Divorced, Unmarried, *, <=50K
37, 10, 40, Private, America, Female, White, Divorced, Unmarried, *, <=50K
28, 10, 25, Private, United-States, Female, *, *, *, *, <=50K
28, 10, 25, Private, United-States, Female, *, *, *, *, <=50K
28, 10, 25, Private, United-States, Female, *, *, *, *, <=50K
34, 13, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
34, 13, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
34, 13, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
[29 - 30], 10, 50, *, United-States, Male, *, *, Not-in-family, manual-labor, <=50K
[29 - 30], 10, 50, *, United-States, Male, *, *, Not-in-family, manual-labor, <=50K
[29 - 30], 10, 50, *, United-States, Male, *, *, Not-in-family, manual-labor, <=50K
[37 - 38], 10, [48 - 50], Private, United-States, Male, *, Married-civ-spouse, Husband, *, >50K
[37 - 38], 10, [48 - 50], Private, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
[37 - 38], 10, [48 - 50], Private, United-States, Male, *, Married-civ-spouse, Husband, *, >50K
[48 - 50], 12, 40, Private, *, Female, *, Divorced, *, *, <=50K
[48 - 50], 12, 40, Private, *, Female, *, Divorced, *, *, <=50K
[48 - 50], 12, 40, Private, *, Female, *, Divorced, *, *, <=50K
[32 - 34], 9, 40, *, United-States, Male, Black, *, *, *, <=50K
[32 - 34], 9, 40, *, United-States, Male, Black, *, *, *, <=50K
[32 - 34], 9, 40, *, United-States, Male, Black, *, *, *, <=50K
76, [14 - 15], [40 - 48], Private, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
76, [14 - 15], [40 - 48], Private, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
76, [14 - 15], [40 - 48], Private, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
[44 - 45], 13, 60, Private, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
[44 - 45], 13, 60, Private, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
[44 - 45], 13, 60, Private, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
[47 - 49], 14, [50 - 55], *, United-States, *, White, *, *, *, <=50K
[47 - 49], 14, [50 - 55], *, United-States, *, White, *, *, *, >50K
[47 - 49], 14, [50 - 55], *, United-States, *, White, *, *, *, >50K
[20 - 21], 10, 40, Private, United-States, *, White, Never-married, Own-child, *, <=50K
[20 - 21], 10, 40, Private, United-States, *, White, Never-married, Own-child, *, <=50K
[20 - 21], 10, 40, Private, United-States, *, White, Never-married, Own-child, *, <=50K
30, 7, 40, Private, United-States, *, White, *, *, *, <=50K
30, 7, 40, Private, United-States, *, White, *, *, *, <=50K
30, 7, 40, Private, United-States, *, White, *, *, *, <=50K
[31 - 34], 9, 40, *, United-States, Female, White, *, Not-in-family, *, <=50K
[31 - 34], 9, 40, *, United-States, Female, White, *, Not-in-family, *, <=50K
[31 - 34], 9, 40, *, United-States, Female, White, *, Not-in-family, *, <=50K
[24 - 26], 13, 40, Private, United-States, Male, White, Never-married, *, *, <=50K
[24 - 26], 13, 40, Private, United-States, Male, White, Never-married, *, *, <=50K
[24 - 26], 13, 40, Private, United-States, Male, White, Never-married, *, *, <=50K
56, [9 - 10], [50 - 56], Self, North-America, Male, White, Married-civ-spouse, Husband, services, >50K
56, [9 - 10], [50 - 56], Self, North-America, Male, White, Married-civ-spouse, Husband, services, <=50K
56, [9 - 10], [50 - 56], Self, North-America, Male, White, Married-civ-spouse, Husband, services, <=50K
36, 9, 40, Private, United-States, *, White, *, *, *, <=50K
36, 9, 40, Private, United-States, *, White, *, *, *, >50K
36, 9, 40, Private, United-States, *, White, *, *, *, <=50K
[53 - 55], [5 - 6], 50, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
[53 - 55], [5 - 6], 50, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
[53 - 55], [5 - 6], 50, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
49, 11, [40 - 42], *, United-States, Male, *, *, *, manual-labor, >50K
49, 11, [40 - 42], *, United-States, Male, *, *, *, manual-labor, >50K
49, 11, [40 - 42], *, United-States, Male, *, *, *, manual-labor, <=50K
[22 - 26], 9, 41, Private, United-States, Male, White, Never-married, *, manual-labor, <=50K
[22 - 26], 9, 41, Private, United-States, Male, White, Never-married, *, manual-labor, <=50K
[22 - 26], 9, 41, Private, United-States, Male, White, Never-married, *, manual-labor, <=50K
[30 - 33], 13, 40, Private, *, *, *, Never-married, *, *, <=50K
[30 - 33], 13, 40, Private, *, *, *, Never-married, *, *, <=50K
[30 - 33], 13, 40, Private, *, *, *, Never-married, *, *, <=50K
[29 - 37], 13, 50, *, United-States, Male, White, Married-civ-spouse, Husband, services, >50K
[29 - 37], 13, 50, *, United-States, Male, White, Married-civ-spouse, Husband, services, <=50K
[29 - 37], 13, 50, *, United-States, Male, White, Married-civ-spouse, Husband, services, >50K
[20 - 22], 10, [28 - 35], Private, United-States, *, White, Never-married, *, *, <=50K
[20 - 22], 10, [28 - 35], Private, United-States, *, White, Never-married, *, *, <=50K
[20 - 22], 10, [28 - 35], Private, United-States, *, White, Never-married, *, *, <=50K
[28 - 35], 12, [60 - 64], Private, United-States, Female, White, *, Not-in-family, *, <=50K
[28 - 35], 12, [60 - 64], Private, United-States, Female, White, *, Not-in-family, *, <=50K
[28 - 35], 12, [60 - 64], Private, United-States, Female, White, *, Not-in-family, *, <=50K
[24 - 25], 9, 40, Private, United-States, Female, White, Never-married, *, Other-service, <=50K
[24 - 25], 9, 40, Private, United-States, Female, White, Never-married, *, Other-service, <=50K
[24 - 25], 9, 40, Private, United-States, Female, White, Never-married, *, Other-service, <=50K
[38 - 39], 9, [35 - 40], *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
[38 - 39], 9, [35 - 40], *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
[38 - 39], 9, [35 - 40], *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
27, 11, [35 - 40], Private, United-States, Female, White, *, *, *, <=50K
27, 11, [35 - 40], Private, United-States, Female, White, *, *, *, <=50K
27, 11, [35 - 40], Private, United-States, Female, White, *, *, *, <=50K
[61 - 64], 9, 40, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
[61 - 64], 9, 40, Self, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
[61 - 64], 9, 40, Self, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
[45 - 47], 11, 40, Private, United-States, *, White, *, Not-in-family, services, >50K
[45 - 47], 11, 40, Private, United-States, *, White, *, Not-in-family, services, <=50K
[45 - 47], 11, 40, Private, United-States, *, White, *, Not-in-family, services, <=50K
[70 - 77], 10, 40, Self, United-States, *, White, *, *, *, <=50K
[70 - 77], 10, 40, Self, United-States, *, White, *, *, *, <=50K
[70 - 77], 10, 40, Self, United-States, *, White, *, *, *, <=50K
[31 - 32], 9, [30 - 34], Private, United-States, Female, *, *, *, *, <=50K
[31 - 32], 9, [30 - 34], Private, United-States, Female, *, *, *, *, <=50K
[31 - 32], 9, [30 - 34], Private, United-States, Female, *, *, *, *, <=50K
[22 - 25], 10, [24 - 25], Private, United-States, *, *, *, *, *, <=50K
[22 - 25], 10, [24 - 25], Private, United-States, *, *, *, *, *, <=50K
[22 - 25], 10, [24 - 25], Private, United-States, *, *, *, *, *, <=50K
[36 - 41], 9, [24 - 25], Self, United-States, Female, White, *, *, services, <=50K
[36 - 41], 9, [24 - 25], Self, United-States, Female, White, *, *, services, <=50K
[36 - 41], 9, [24 - 25], Self, United-States, Female, White, *, *, services, <=50K
[64 - 65], [7 - 9], 40, Private, United-States, Male, *, *, *, *, <=50K
[64 - 65], [7 - 9], 40, Private, United-States, Male, *, *, *, *, <=50K
[64 - 65], [7 - 9], 40, Private, United-States, Male, *, *, *, *, <=50K
47, 10, [38 - 40], *, America, Female, White, Divorced, *, *, <=50K
47, 10, [38 - 40], *, America, Female, White, Divorced, *, *, <=50K
47, 10, [38 - 40], *, America, Female, White, Divorced, *, *, <=50K
[23 - 26], 13, 40, Private, United-States, Male, *, Never-married, Not-in-family, *, <=50K
[23 - 26], 13, 40, Private, United-States, Male, *, Never-married, Not-in-family, *, <=50K
[23 - 26], 13, 40, Private, United-States, Male, *, Never-married, Not-in-family, *, <=50K
71, [10 - 11], [2 - 20], *, United-States, *, *, *, *, *, <=50K
71, [10 - 11], [2 - 20], *, United-States, *, *, *, *, *, <=50K
71, [10 - 11], [2 - 20], *, United-States, *, *, *, *, *, <=50K
42, 13, 50, Private, *, Male, *, *, *, *, <=50K
42, 13, 50, Private, *, Male, *, *, *, *, <=50K
42, 13, 50, Private, *, Male, *, *, *, *, >50K
[28 - 30], 9, 40, Private, *, Female, *, *, *, *, <=50K
[28 - 30], 9, 40, Private, *, Female, *, *, *, *, <=50K
[28 - 30], 9, 40, Private, *, Female, *, *, *, *, <=50K
[45 - 47], 14, 40, *, United-States, Male, White, Married-civ-spouse, Husband, services, >50K
[45 - 47], 14, 40, *, United-States, Male, White, Married-civ-spouse, Husband, services, <=50K
[45 - 47], 14, 40, *, United-States, Male, White, Married-civ-spouse, Husband, services, <=50K
46, 14, 40, *, United-States, *, White, *, *, *, <=50K
46, 14, 40, *, United-States, *, White, *, *, *, <=50K
46, 14, 40, *, United-States, *, White, *, *, *, <=50K
28, 9, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
28, 9, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
28, 9, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
[51 - 52], 10, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
[51 - 52], 10, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
[51 - 52], 10, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
[27 - 29], 13, [50 - 56], *, United-States, Male, White, Never-married, Not-in-family, *, <=50K
[27 - 29], 13, [50 - 56], *, United-States, Male, White, Never-married, Not-in-family, *, <=50K
[27 - 29], 13, [50 - 56], *, United-States, Male, White, Never-married, Not-in-family, *, <=50K
[21 - 24], 9, 40, Private, United-States, *, Black, Never-married, *, manual-labor, <=50K
[21 - 24], 9, 40, Private, United-States, *, Black, Never-married, *, manual-labor, <=50K
[21 - 24], 9, 40, Private, United-States, *, Black, Never-married, *, manual-labor, <=50K
[18 - 19], [9 - 10], 12, Private, United-States, Male, White, Never-married, Own-child, *, <=50K
[18 - 19], [9 - 10], 12, Private, United-States, Male, White, Never-married, Own-child, *, <=50K
[18 - 19], [9 - 10], 12, Private, United-States, Male, White, Never-married, Own-child, *, <=50K
44, 10, [38 - 40], *, United-States, Male, *, Married-civ-spouse, Husband, *, >50K
44, 10, [38 - 40], *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
44, 10, [38 - 40], *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K
[37 - 38], 10, [42 - 45], *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K
[37 - 38], 10, [42 - 45], *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K
