age, hours-per-week, workclass, native-country, sex, race, marital-status, relationship, occupation, income, education-num
[25 - 27], 35, *, United-States, *, White, Never-married, *, *, <=50K, 9
[25 - 27], 35, *, United-States, *, White, Never-married, *, *, <=50K, 14
[25 - 27], 35, *, United-States, *, White, Never-married, *, *, <=50K, 10
32, 40, Private, United-States, Male, White, *, *, manual-labor, <=50K, 9
32, 40, Private, United-States, Male, White, *, *, manual-labor, <=50K, 7
32, 40, Private, United-States, Male, White, *, *, manual-labor, <=50K, 10
32, 40, Private, United-States, Male, White, *, *, manual-labor, <=50K, 9
38, 50, Private, *, Male, White, Married-civ-spouse, Husband, Sales, <=50K, 7
38, 50, Private, *, Male, White, Married-civ-spouse, Husband, Sales, <=50K, 13
38, 50, Private, *, Male, White, Married-civ-spouse, Husband, Sales, <=50K, 13
38, 50, Private, *, Male, White, Married-civ-spouse, Husband, Sales, <=50K, 9
43, 45, Self, United-States, *, White, *, *, *, *, 14
43, 45, Self, United-States, *, White, *, *, *, *, 16
43, 45, Self, United-States, *, White, *, *, *, *, 13
43, 45, Self, United-States, *, White, *, *, *, *, 13
[40 - 41], 60, Private, United-States, Male, White, Married-civ-spouse, Husband, services, >50K, 16
[40 - 41], 60, Private, United-States, Male, White, Married-civ-spouse, Husband, services, >50K, 12
[40 - 41], 60, Private, United-States, Male, White, Married-civ-spouse, Husband, services, >50K, 15
[40 - 41], 60, Private, United-States, Male, White, Married-civ-spouse, Husband, services, >50K, 13
[35 - 36], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K, 5
[35 - 36], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K, 9
[35 - 36], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K, 9
[35 - 36], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K, 9
[43 - 44], 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 7
[43 - 44], 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 10
[43 - 44], 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 10
[43 - 44], 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 10
[59 - 60], [40 - 42], Private, *, *, White, *, *, services, <=50K, 9
[59 - 60], [40 - 42], Private, *, *, White, *, *, services, <=50K, 10
[59 - 60], [40 - 42], Private, *, *, White, *, *, services, <=50K, 13
[59 - 60], [40 - 42], Private, *, *, White, *, *, services, <=50K, 10
[56 - 57], 40, *, United-States, Male, *, Married-civ-spouse, Husband, services, >50K, 13
[56 - 57], 40, *, United-States, Male, *, Married-civ-spouse, Husband, services, >50K, 13
[56 - 57], 40, *, United-States, Male, *, Married-civ-spouse, Husband, services, >50K, 14
[56 - 57], 40, *, United-States, Male, *, Married-civ-spouse, Husband, services, >50K, 9
[19 - 21], 40, Private, United-States, Male, White, Never-married, Own-child, manual-labor, <=50K, 9
[19 - 21], 40, Private, United-States, Male, White, Never-married, Own-child, manual-labor, <=50K, 10
[19 - 21], 40, Private, United-States, Male, White, Never-married, Own-child, manual-labor, <=50K, 10
[19 - 21], 40, Private, United-States, Male, White, Never-married, Own-child, manual-labor, <=50K, 10
[49 - 52], 40, Private, America, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K, 9
[49 - 52], 40, Private, America, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K, 9
[49 - 52], 40, Private, America, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K, 4
[49 - 52], 40, Private, America, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K, 2
[23 - 24], 52, *, United-States, Male, *, *, *, *, <=50K, 12
[23 - 24], 52, *, United-States, Male, *, *, *, *, <=50K, 13
[23 - 24], 52, *, United-States, Male, *, *, *, *, <=50K, 12
[23 - 24], 52, *, United-States, Male, *, *, *, *, <=50K, 10
[20 - 21], [44 - 45], Private, United-States, Male, *, Never-married, Own-child, *, <=50K, 10
[20 - 21], [44 - 45], Private, United-States, Male, *, Never-married, Own-child, *, <=50K, 9
[20 - 21], [44 - 45], Private, United-States, Male, *, Never-married, Own-child, *, <=50K, 9
[20 - 21], [44 - 45], Private, United-States, Male, *, Never-married, Own-child, *, <=50K, 10
[45 - 46], 40, Private, United-States, *, White, Divorced, *, *, <=50K, 13
[45 - 46], 40, Private, United-States, *, White, Divorced, *, *, <=50K, 14
[45 - 46], 40, Private, United-States, *, White, Divorced, *, *, <=50K, 10
[45 - 46], 40, Private, United-States, *, White, Divorced, *, *, <=50K, 10
[30 - 31], 40, *, United-States, Male, White, *, *, *, <=50K, 10
[30 - 31], 40, *, United-States, Male, White, *, *, *, <=50K, 5
[30 - 31], 40, *, United-States, Male, White, *, *, *, <=50K, 9
[30 - 31], 40, *, United-States, Male, White, *, *, *, <=50K, 10
22, 15, *, *, *, *, *, *, services, <=50K, 10
22, 15, *, *, *, *, *, *, services, <=50K, 13
22, 15, *, *, *, *, *, *, services, <=50K, 10
22, 15, *, *, *, *, *, *, services, <=50K, 12
48, 40, Self, America, Male, White, *, *, *, *, 7
48, 40, Self, America, Male, White, *, *, *, *, 12
48, 40, Self, America, Male, White, *, *, *, *, 13
48, 40, Self, America, Male, White, *, *, *, *, 11
[19 - 23], 25, Private, United-States, Female, *, *, *, *, <=50K, 9
[19 - 23], 25, Private, United-States, Female, *, *, *, *, <=50K, 7
[19 - 23], 25, Private, United-States, Female, *, *, *, *, <=50K, 10
[19 - 23], 25, Private, United-States, Female, *, *, *, *, <=50K, 9
[31 - 32], [43 - 45], Private, United-States, Male, White, *, *, *, *, 5
[31 - 32], [43 - 45], Private, United-States, Male, White, *, *, *, *, 12
[31 - 32], [43 - 45], Private, United-States, Male, White, *, *, *, *, 9
[31 - 32], [43 - 45], Private, United-States, Male, White, *, *, *, *, 11
[49 - 50], 40, Private, *, *, White, *, *, *, <=50K, 9
[49 - 50], 40, Private, *, *, White, *, *, *, <=50K, 12
[49 - 50], 40, Private, *, *, White, *, *, *, <=50K, 12
[49 - 50], 40, Private, *, *, White, *, *, *, <=50K, 4
[53 - 55], [38 - 40], *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 9
[53 - 55], [38 - 40], *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 4
[53 - 55], [38 - 40], *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 6
[53 - 55], [38 - 40], *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 9
[41 - 43], 40, *, United-States, Male, *, Married-civ-spouse, Husband, manual-labor, <=50K, 11
[41 - 43], 40, *, United-States, Male, *, Married-civ-spouse, Husband, manual-labor, <=50K, 9
[41 - 43], 40, *, United-States, Male, *, Married-civ-spouse, Husband, manual-labor, <=50K, 13
[41 - 43], 40, *, United-States, Male, *, Married-civ-spouse, Husband, manual-labor, <=50K, 9
29, 43, Private, United-States, *, White, Never-married, Not-in-family, *, <=50K, 11
29, 43, Private, United-States, *, White, Never-married, Not-in-family, *, <=50K, 9
29, 43, Private, United-States, *, White, Never-married, Not-in-family, *, <=50K, 10
29, 43, Private, United-States, *, White, Never-married, Not-in-family, *, <=50K, 13
25, 40, Private, United-States, Female, *, *, *, *, <=50K, 10
25, 40, Private, United-States, Female, *, *, *, *, <=50K, 9
25, 40, Private, United-States, Female, *, *, *, *, <=50K, 10
25, 40, Private, United-States, Female, *, *, *, *, <=50K, 13
[47 - 48], 60, Self, America, *, White, *, *, *, *, 15
[47 - 48], 60, Self, America, *, White, *, *, *, *, 9
[47 - 48], 60, Self, America, *, White, *, *, *, *, 16
[47 - 48], 60, Self, America, *, White, *, *, *, *, 16
50, 55, *, United-States, Male, White, *, *, *, >50K, 13
50, 55, *, United-States, Male, White, *, *, *, >50K, 10
50, 55, *, United-States, Male, White, *, *, *, >50K, 10
50, 55, *, United-States, Male, White, *, *, *, >50K, 9
[46 - 47], 40, *, America, Male, *, Married-civ-spouse, Husband, *, <=50K, 3
[46 - 47], 40, *, America, Male, *, Married-civ-spouse, Husband, *, <=50K, 9
[46 - 47], 40, *, America, Male, *, Married-civ-spouse, Husband, *, <=50K, 9
[46 - 47], 40, *, America, Male, *, Married-civ-spouse, Husband, *, <=50K, 14
35, 40, Private, America, *, White, Married-civ-spouse, *, *, *, 11
35, 40, Private, America, *, White, Married-civ-spouse, *, *, *, 14
35, 40, Private, America, *, White, Married-civ-spouse, *, *, *, 12
35, 40, Private, America, *, White, Married-civ-spouse, *, *, *, 9
[41 - 43], [48 - 50], Private, *, *, White, Married-civ-spouse, *, *, *, 9
[41 - 43], [48 - 50], Private, *, *, White, Married-civ-spouse, *, *, *, 13
[41 - 43], [48 - 50], Private, *, *, White, Married-civ-spouse, *, *, *, 10
[41 - 43], [48 - 50], Private, *, *, White, Married-civ-spouse, *, *, *, 10
[29 - 30], [58 - 60], Private, United-States, *, White, *, Not-in-family, *, <=50K, 10
[29 - 30], [58 - 60], Private, United-States, *, White, *, Not-in-family, *, <=50K, 12
[29 - 30], [58 - 60], Private, United-States, *, White, *, Not-in-family, *, <=50K, 9
[29 - 30], [58 - 60], Private, United-States, *, White, *, Not-in-family, *, <=50K, 9
[28 - 29], 40, Private, United-States, *, White, *, Not-in-family, *, <=50K, 10
[28 - 29], 40, Private, United-States, *, White, *, Not-in-family, *, <=50K, 7
[28 - 29], 40, Private, United-States, *, White, *, Not-in-family, *, <=50K, 9
[28 - 29], 40, Private, United-States, *, White, *, Not-in-family, *, <=50K, 10
[53 - 54], 40, Private, America, *, White, *, *, *, *, 9
[53 - 54], 40, Private, America, *, White, *, *, *, *, 13
[53 - 54], 40, Private, America, *, White, *, *, *, *, 10
[53 - 54], 40, Private, America, *, White, *, *, *, *, 9
[19 - 21], [32 - 35], Private, United-States, Male, *, Never-married, *, *, <=50K, 10
[19 - 21], [32 - 35], Private, United-States, Male, *, Never-married, *, *, <=50K, 10
[19 - 21], [32 - 35], Private, United-States, Male, *, Never-married, *, *, <=50K, 9
[19 - 21], [32 - 35], Private, United-States, Male, *, Never-married, *, *, <=50K, 10
31, 40, Private, United-States, Female, *, *, *, *, <=50K, 13
31, 40, Private, United-States, Female, *, *, *, *, <=50K, 9
31, 40, Private, United-States, Female, *, *, *, *, <=50K, 9
31, 40, Private, United-States, Female, *, *, *, *, <=50K, 10
[29 - 41], 70, *, United-States, Male, White, Married-civ-spouse, Husband, *, *, 13
[29 - 41], 70, *, United-States, Male, White, Married-civ-spouse, Husband, *, *, 13
[29 - 41], 70, *, United-States, Male, White, Married-civ-spouse, Husband, *, *, 14
[29 - 41], 70, *, United-States, Male, White, Married-civ-spouse, Husband, *, *, 14
[23 - 24], 40, Private, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 10
[23 - 24], 40, Private, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 13
[23 - 24], 40, Private, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 10
[23 - 24], 40, Private, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 10
79, 20, Self, America, *, White, *, *, *, <=50K, 10
79, 20, Self, America, *, White, *, *, *, <=50K, 11
79, 20, Self, America, *, White, *, *, *, <=50K, 14
79, 20, Self, America, *, White, *, *, *, <=50K, 10
27, 40, Private, America, Male, White, Never-married, *, *, <=50K, 9
27, 40, Private, America, Male, White, Never-married, *, *, <=50K, 9
27, 40, Private, America, Male, White, Never-married, *, *, <=50K, 5
27, 40, Private, America, Male, White, Never-married, *, *, <=50K, 6
40, 40, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 12
40, 40, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 13
40, 40, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 9
40, 40, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 11
[18 - 20], 30, Private, America, Male, *, *, *, services, <=50K, 9
[18 - 20], 30, Private, America, Male, *, *, *, services, <=50K, 5
[18 - 20], 30, Private, America, Male, *, *, *, services, <=50K, 9
[18 - 20], 30, Private, America, Male, *, *, *, services, <=50K, 10
[46 - 47], 40, Self, United-States, Female, White, *, *, *, *, 9
[46 - 47], 40, Self, United-States, Female, White, *, *, *, *, 13
[46 - 47], 40, Self, United-States, Female, White, *, *, *, *, 9
[46 - 47], 40, Self, United-States, Female, White, *, *, *, *, 13
59, [48 - 50], *, United-States, Male, White, Married-civ-spouse, Husband, *, *, 9
59, [48 - 50], *, United-States, Male, White, Married-civ-spouse, Husband, *, *, 10
59, [48 - 50], *, United-States, Male, White, Married-civ-spouse, Husband, *, *, 9
59, [48 - 50], *, United-States, Male, White, Married-civ-spouse, Husband, *, *, 9
[44 - 45], 40, Private, United-States, Female, White, *, Not-in-family, *, *, 9
[44 - 45], 40, Private, United-States, Female, White, *, Not-in-family, *, *, 11
[44 - 45], 40, Private, United-States, Female, White, *, Not-in-family, *, *, 10
[44 - 45], 40, Private, United-States, Female, White, *, Not-in-family, *, *, 9
53, [35 - 40], *, United-States, *, White, *, *, *, <=50K, 9
53, [35 - 40], *, United-States, *, White, *, *, *, <=50K, 1
53, [35 - 40], *, United-States, *, White, *, *, *, <=50K, 2
53, [35 - 40], *, United-States, *, White, *, *, *, <=50K, 9
[49 - 50], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, >50K, 9
[49 - 50], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, >50K, 11
[49 - 50], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, >50K, 10
[49 - 50], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, >50K, 13
[43 - 47], 50, *, United-States, Female, White, *, *, *, *, 16
[43 - 47], 50, *, United-States, Female, White, *, *, *, *, 14
[43 - 47], 50, *, United-States, Female, White, *, *, *, *, 11
[43 - 47], 50, *, United-States, Female, White, *, *, *, *, 12
[57 - 61], 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 11
[57 - 61], 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 9
[57 - 61], 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 9
[57 - 61], 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 9
[28 - 30], 25, Private, United-States, Female, *, *, *, *, *, 10
[28 - 30], 25, Private, United-States, Female, *, *, *, *, *, 10
[28 - 30], 25, Private, United-States, Female, *, *, *, *, *, 9
[28 - 30], 25, Private, United-States, Female, *, *, *, *, *, 12
[34 - 38], 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 13
[34 - 38], 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 15
[34 - 38], 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 9
[34 - 38], 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 9
29, 50, *, United-States, Male, White, *, *, *, *, 10
29, 50, *, United-States, Male, White, *, *, *, *, 13
29, 50, *, United-States, Male, White, *, *, *, *, 13
29, 50, *, United-States, Male, White, *, *, *, *, 13
[37 - 38], [48 - 50], *, United-States, Male, White, Married-civ-spouse, Husband, *, *, 10
[37 - 38], [48 - 50], *, United-States, Male, White, Married-civ-spouse, Husband, *, *, 13
[37 - 38], [48 - 50], *, United-States, Male, White, Married-civ-spouse, Husband, *, *, 10
[37 - 38], [48 - 50], *, United-States, Male, White, Married-civ-spouse, Husband, *, *, 9
[32 - 34], 40, *, *, Male, Black, *, *, *, <=50K, 9
[32 - 34], 40, *, *, Male, Black, *, *, *, <=50K, 13
[32 - 34], 40, *, *, Male, Black, *, *, *, <=50K, 9
[32 - 34], 40, *, *, Male, Black, *, *, *, <=50K, 7
[76 - 77], 40, Self, United-States, Male, White, *, *, *, *, 14
[76 - 77], 40, Self, United-States, Male, White, *, *, *, *, 10
[76 - 77], 40, Self, United-States, Male, White, *, *, *, *, 7
[76 - 77], 40, Self, United-States, Male, White, *, *, *, *, 10
[44 - 45], 60, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 13
[44 - 45], 60, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 9
[44 - 45], 60, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 13
[44 - 45], 60, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 9
[20 - 21], 40, Private, United-States, Female, White, Never-married, Own-child, services, <=50K, 10
[20 - 21], 40, Private, United-States, Female, White, Never-married, Own-child, services, <=50K, 10
[20 - 21], 40, Private, United-States, Female, White, Never-married, Own-child, services, <=50K, 7
[20 - 21], 40, Private, United-States, Female, White, Never-married, Own-child, services, <=50K, 9
[32 - 33], 40, Self, United-States, *, White, Married-civ-spouse, *, *, >50K, 9
[32 - 33], 40, Self, United-States, *, White, Married-civ-spouse, *, *, >50K, 9
[32 - 33], 40, Self, United-States, *, White, Married-civ-spouse, *, *, >50K, 13
[32 - 33], 40, Self, United-States, *, White, Married-civ-spouse, *, *, >50K, 13
[31 - 35], 40, *, United-States, Female, White, Never-married, Not-in-family, *, <=50K, 9
[31 - 35], 40, *, United-States, Female, White, Never-married, Not-in-family, *, <=50K, 9
[31 - 35], 40, *, United-States, Female, White, Never-married, Not-in-family, *, <=50K, 10
[31 - 35], 40, *, United-States, Female, White, Never-married, Not-in-family, *, <=50K, 10
24, 40, *, United-States, Male, White, Never-married, *, *, <=50K, 13
24, 40, *, United-States, Male, White, Never-married, *, *, <=50K, 9
24, 40, *, United-States, Male, White, Never-married, *, *, <=50K, 9
24, 40, *, United-States, Male, White, Never-married, *, *, <=50K, 9
56, [50 - 56], Self, North-America, Male, White, Married-civ-spouse, Husband, *, *, 9
56, [50 - 56], Self, North-America, Male, White, Married-civ-spouse, Husband, *, *, 5
56, [50 - 56], Self, North-America, Male, White, Married-civ-spouse, Husband, *, *, 10
56, [50 - 56], Self, North-America, Male, White, Married-civ-spouse, Husband, *, *, 10
[22 - 26], [41 - 42], Private, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 9
[22 - 26], [41 - 42], Private, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 6
[22 - 26], [41 - 42], Private, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 10
[22 - 26], [41 - 42], Private, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 13
40, 60, Self, United-States, *, White, *, *, *, <=50K, 13
40, 60, Self, United-States, *, White, *, *, *, <=50K, 9
40, 60, Self, United-States, *, White, *, *, *, <=50K, 13
40, 60, Self, United-States, *, White, *, *, *, <=50K, 9
[24 - 26], 40, Private, United-States, *, White, Never-married, Not-in-family, services, <=50K, 9
[24 - 26], 40, Private, United-States, *, White, Never-married, Not-in-family, services, <=50K, 14
[24 - 26], 40, Private, United-States, *, White, Never-married, Not-in-family, services, <=50K, 12
[24 - 26], 40, Private, United-States, *, White, Never-married, Not-in-family, services, <=50K, 13
38, [35 - 40], *, United-States, Male, White, Married-civ-spouse, Husband, *, *, 9
38, [35 - 40], *, United-States, Male, White, Married-civ-spouse, Husband, *, *, 11
38, [35 - 40], *, United-States, Male, White, Married-civ-spouse, Husband, *, *, 9
38, [35 - 40], *, United-States, Male, White, Married-civ-spouse, Husband, *, *, 10
46, [36 - 40], *, United-States, *, *, *, Not-in-family, *, <=50K, 12
46, [36 - 40], *, United-States, *, *, *, Not-in-family, *, <=50K, 12
46, [36 - 40], *, United-States, *, *, *, Not-in-family, *, <=50K, 12
46, [36 - 40], *, United-States, *, *, *, Not-in-family, *, <=50K, 9
[38 - 40], [40 - 42], *, *, Male, *, Married-civ-spouse, Husband, *, >50K, 14
[38 - 40], [40 - 42], *, *, Male, *, Married-civ-spouse, Husband, *, >50K, 4
[38 - 40], [40 - 42], *, *, Male, *, Married-civ-spouse, Husband, *, >50K, 10
[38 - 40], [40 - 42], *, *, Male, *, Married-civ-spouse, Husband, *, >50K, 11
[27 - 28], [35 - 40], Private, United-States, *, White, Married-civ-spouse, *, *, <=50K, 11
[27 - 28], [35 - 40], Private, United-States, *, White, Married-civ-spouse, *, *, <=50K, 7
[27 - 28], [35 - 40], Private, United-States, *, White, Married-civ-spouse, *, *, <=50K, 9
[27 - 28], [35 - 40], Private, United-States, *, White, Married-civ-spouse, *, *, <=50K, 9
20, 20, Private, United-States, *, White, Never-married, Own-child, *, <=50K, 10
20, 20, Private, United-States, *, White, Never-married, Own-child, *, <=50K, 7
20, 20, Private, United-States, *, White, Never-married, Own-child, *, <=50K, 10
20, 20, Private, United-States, *, White, Never-married, Own-child, *, <=50K, 7
27, 40, Private, United-States, *, *, Never-married, *, *, <=50K, 10
27, 40, Private, United-States, *, *, Never-married, *, *, <=50K, 13
27, 40, Private, United-States, *, *, Never-married, *, *, <=50K, 13
27, 40, Private, United-States, *, *, Never-married, *, *, <=50K, 9
[31 - 33], [30 - 35], Private, United-States, Female, *, *, *, *, <=50K, 9
[31 - 33], [30 - 35], Private, United-States, Female, *, *, *, *, <=50K, 9
[31 - 33], [30 - 35], Private, United-States, Female, *, *, *, *, <=50K, 9
[31 - 33], [30 - 35], Private, United-States, Female, *, *, *, *, <=50K, 6
[22 - 25], 24, Private, United-States, *, *, *, *, *, <=50K, 10
[22 - 25], 24, Private, United-States, *, *, *, *, *, <=50K, 13
[22 - 25], 24, Private, United-States, *, *, *, *, *, <=50K, 10
[22 - 25], 24, Private, United-States, *, *, *, *, *, <=50K, 10
[36 - 38], [24 - 28], Private, United-States, Female, *, *, *, *, <=50K, 9
[36 - 38], [24 - 28], Private, United-States, Female, *, *, *, *, <=50K, 10
[36 - 38], [24 - 28], Private, United-States, Female, *, *, *, *, <=50K, 6
[36 - 38], [24 - 28], Private, United-States, Female, *, *, *, *, <=50K, 9
47, [38 - 40], Gov, America, *, *, *, Unmarried, *, <=50K, 10
47, [38 - 40], Gov, America, *, *, *, Unmarried, *, <=50K, 14
47, [38 - 40], Gov, America, *, *, *, Unmarried, *, <=50K, 13
47, [38 - 40], Gov, America, *, *, *, Unmarried, *, <=50K, 9
33, 40, Private, *, Female, *, *, *, *, <=50K, 13
33, 40, Private, *, Female, *, *, *, *, <=50K, 10
33, 40, Private, *, Female, *, *, *, *, <=50K, 9
33, 40, Private, *, Female, *, *, *, *, <=50K, 10
[48 - 50], 46, Private, United-States, Male, White, *, *, *, <=50K, 9
[48 - 50], 46, Private, United-States, Male, White, *, *, *, <=50K, 10
[48 - 50], 46, Private, United-States, Male, White, *, *, *, <=50K, 10
[48 - 50], 46, Private, United-States, Male, White, *, *, *, <=50K, 11
71, [2 - 20], *, United-States, *, *, *, *, *, *, 10
71, [2 - 20], *, United-States, *, *, *, *, *, *, 11
71, [2 - 20], *, United-States, *, *, *, *, *, *, 16
71, [2 - 20], *, United-States, *, *, *, *, *, *, 9
42, 50, *, United-States, Male, *, *, *, *, <=50K, 13
42, 50, *, United-States, Male, *, *, *, *, <=50K, 10
42, 50, *, United-States, Male, *, *, *, *, <=50K, 10
42, 50, *, United-States, Male, *, *, *, *, <=50K, 8
44, 40, Self, United-States, *, *, *, *, *, <=50K, 14
44, 40, Self, United-States, *, *, *, *, *, <=50K, 13
44, 40, Self, United-States, *, *, *, *, *, <=50K, 9
44, 40, Self, United-States, *, *, *, *, *, <=50K, 9
[28 - 29], 40, Private, *, *, *, *, *, *, <=50K, 9
[28 - 29], 40, Private, *, *, *, *, *, *, <=50K, 4
[28 - 29], 40, Private, *, *, *, *, *, *, <=50K, 10
[28 - 29], 40, Private, *, *, *, *, *, *, <=50K, 16
45, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 14
45, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 9
45, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 10
45, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 14
