age, hours-per-week, workclass, native-country, sex, race, marital-status, relationship, occupation, income, education-num
30, 40, *, United-States, Male, White, Married-civ-spouse, *, *, <=50K, 9
22, 15, *, United-States, Male, *, *, *, services, <=50K, 10
22, 15, *, United-States, Male, *, *, *, services, <=50K, 10
48, 40, Private, America, Male, White, Never-married, *, *, <=50K, 7
48, 40, Private, America, Male, White, Never-married, *, *, <=50K, 11
21, 40, Private, United-States, Male, White, Never-married, Own-child, manual-labor, <=50K, 10
21, 40, Private, United-States, Male, White, Never-married, Own-child, manual-labor, <=50K, 9
[19 - 20], [25 - 28], Private, United-States, Female, White, *, *, Adm-clerical, <=50K, 9
[19 - 20], [25 - 28], Private, United-States, Female, White, *, *, Adm-clerical, <=50K, 10
48, 40, *, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, <=50K, 12
48, 40, *, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, <=50K, 14
31, 43, Private, United-States, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K, 5
31, 43, Private, United-States, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K, 10
53, 40, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 13
53, 40, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 10
24, 50, *, United-States, Male, *, *, *, *, <=50K, 13
24, 50, *, United-States, Male, *, *, *, *, <=50K, 10
49, 40, Private, *, Female, White, *, Unmarried, bureaucracy, <=50K, 9
49, 40, Private, *, Female, White, *, Unmarried, bureaucracy, <=50K, 12
57, 40, *, United-States, Male, *, Married-civ-spouse, Husband, Prof-specialty, *, 13
57, 40, *, United-States, Male, *, Married-civ-spouse, Husband, Prof-specialty, *, 11
53, [38 - 40], Private, America, Male, White, Married-civ-spouse, Husband, Machine-op-inspct, <=50K, 9
53, [38 - 40], Private, America, Male, White, Married-civ-spouse, Husband, Machine-op-inspct, <=50K, 2
41, 40, Gov, United-States, Male, *, Married-civ-spouse, Husband, Craft-repair, <=50K, 11
41, 40, Gov, United-States, Male, *, Married-civ-spouse, Husband, Craft-repair, <=50K, 13
29, 43, Private, United-States, Male, White, Never-married, Not-in-family, Prof-specialty, <=50K, 11
29, 43, Private, United-States, Male, White, Never-married, Not-in-family, Prof-specialty, <=50K, 13
25, 40, Private, United-States, Female, *, *, *, Exec-managerial, <=50K, 10
25, 40, Private, United-States, Female, *, *, *, Exec-managerial, <=50K, 13
[47 - 48], 60, Self, America, *, White, Married-civ-spouse, *, Prof-specialty, >50K, 15
[47 - 48], 60, Self, America, *, White, Married-civ-spouse, *, Prof-specialty, >50K, 16
50, 55, *, United-States, Male, White, *, *, Exec-managerial, >50K, 13
50, 55, *, United-States, Male, White, *, *, Exec-managerial, >50K, 9
[47 - 49], 60, Self, United-States, Male, White, *, Not-in-family, *, <=50K, 9
[47 - 49], 60, Self, United-States, Male, White, *, Not-in-family, *, <=50K, 14
[43 - 44], 40, Private, United-States, Male, White, Married-civ-spouse, Husband, services, >50K, 10
[43 - 44], 40, Private, United-States, Male, White, Married-civ-spouse, Husband, services, >50K, 10
46, 40, Private, America, Male, *, Married-civ-spouse, Husband, Machine-op-inspct, <=50K, 3
46, 40, Private, America, Male, *, Married-civ-spouse, Husband, Machine-op-inspct, <=50K, 9
[35 - 36], 40, Private, America, Male, White, Married-civ-spouse, Husband, *, <=50K, 11
[35 - 36], 40, Private, America, Male, White, Married-civ-spouse, Husband, *, <=50K, 9
[41 - 43], [48 - 50], Private, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 9
[41 - 43], [48 - 50], Private, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 10
30, 40, Private, United-States, Male, White, *, *, Sales, <=50K, 13
30, 40, Private, United-States, Male, White, *, *, Sales, <=50K, 5
[42 - 43], 45, Private, United-States, Male, White, Married-civ-spouse, Husband, *, *, 16
[42 - 43], 45, Private, United-States, Male, White, Married-civ-spouse, Husband, *, *, 13
29, [58 - 60], Private, United-States, Male, White, Divorced, Not-in-family, *, <=50K, 10
29, [58 - 60], Private, United-States, Male, White, Divorced, Not-in-family, *, <=50K, 9
28, 40, Private, United-States, Female, White, *, Not-in-family, *, <=50K, 10
28, 40, Private, United-States, Female, White, *, Not-in-family, *, <=50K, 10
[53 - 54], 40, Self, United-States, *, White, Married-civ-spouse, *, *, >50K, 9
[53 - 54], 40, Self, United-States, *, White, Married-civ-spouse, *, *, >50K, 4
[49 - 51], 50, Self, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K, 10
[49 - 51], 50, Self, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K, 13
19, 32, Private, America, Male, White, Never-married, Own-child, services, <=50K, 10
19, 32, Private, America, Male, White, Never-married, Own-child, services, <=50K, 10
31, 40, Private, United-States, Female, *, *, Own-child, services, <=50K, 13
31, 40, Private, United-States, Female, *, *, Own-child, services, <=50K, 9
[29 - 33], 70, Self, United-States, Male, White, Married-civ-spouse, Husband, services, *, 13
[29 - 33], 70, Self, United-States, Male, White, Married-civ-spouse, Husband, services, *, 13
23, 40, Private, United-States, Male, White, Never-married, Not-in-family, manual-labor, <=50K, 10
23, 40, Private, United-States, Male, White, Never-married, Not-in-family, manual-labor, <=50K, 13
79, 20, Private, America, *, White, *, *, *, <=50K, 10
79, 20, Private, America, *, White, *, *, *, <=50K, 11
27, 40, Private, America, Male, White, Never-married, *, Other-service, <=50K, 9
27, 40, Private, America, Male, White, Never-married, *, Other-service, <=50K, 9
40, 40, Self, United-States, Male, White, Married-civ-spouse, Husband, bureaucracy, <=50K, 12
40, 40, Self, United-States, Male, White, Married-civ-spouse, Husband, bureaucracy, <=50K, 9
18, [22 - 24], Private, United-States, *, White, Never-married, Own-child, Other-service, <=50K, 7
18, [22 - 24], Private, United-States, *, White, Never-married, Own-child, Other-service, <=50K, 5
31, 40, Gov, United-States, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K, 4
31, 40, Gov, United-States, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K, 10
[18 - 19], 30, Private, America, Male, *, Never-married, *, Sales, <=50K, 9
[18 - 19], 30, Private, America, Male, *, Never-married, *, Sales, <=50K, 9
52, 40, Private, America, Male, White, Married-civ-spouse, Husband, services, *, 13
52, 40, Private, America, Male, White, Married-civ-spouse, Husband, services, *, 10
46, 40, Private, United-States, Female, White, *, *, services, <=50K, 9
46, 40, Private, United-States, Female, White, *, *, services, <=50K, 10
59, 48, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 9
59, 48, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 9
[44 - 45], 40, Private, United-States, Female, White, *, Not-in-family, *, >50K, 9
[44 - 45], 40, Private, United-States, Female, White, *, Not-in-family, *, >50K, 11
53, 35, *, United-States, Female, White, *, *, *, <=50K, 9
53, 35, *, United-States, Female, White, *, *, *, <=50K, 1
[49 - 50], 40, Gov, United-States, Male, White, Married-civ-spouse, Husband, Protective-serv, >50K, 9
[49 - 50], 40, Gov, United-States, Male, White, Married-civ-spouse, Husband, Protective-serv, >50K, 13
33, 50, Private, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, *, 14
33, 50, Private, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, *, 14
43, 50, *, United-States, Female, White, *, *, Prof-specialty, >50K, 16
43, 50, *, United-States, Female, White, *, *, Prof-specialty, >50K, 10
37, 40, Private, America, Female, White, Divorced, Unmarried, *, <=50K, 10
37, 40, Private, America, Female, White, Divorced, Unmarried, *, <=50K, 10
28, 25, Private, United-States, Female, *, *, Unmarried, *, <=50K, 10
28, 25, Private, United-States, Female, *, *, Unmarried, *, <=50K, 9
[34 - 36], 40, Gov, United-States, Male, White, Married-civ-spouse, Husband, Protective-serv, >50K, 13
[34 - 36], 40, Gov, United-States, Male, White, Married-civ-spouse, Husband, Protective-serv, >50K, 9
29, 50, *, United-States, Male, White, Never-married, Not-in-family, manual-labor, <=50K, 10
29, 50, *, United-States, Male, White, Never-married, Not-in-family, manual-labor, <=50K, 13
37, [48 - 50], Private, United-States, Male, White, Married-civ-spouse, Husband, Sales, *, 10
37, [48 - 50], Private, United-States, Male, White, Married-civ-spouse, Husband, Sales, *, 13
32, 40, *, *, Male, Black, Never-married, Own-child, *, <=50K, 9
32, 40, *, *, Male, Black, Never-married, Own-child, *, <=50K, 13
[76 - 77], 40, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 14
[76 - 77], 40, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 10
[44 - 46], 60, Private, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K, 13
[44 - 46], 60, Private, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K, 16
47, 50, Self, United-States, Female, White, *, Not-in-family, *, <=50K, 14
47, 50, Self, United-States, Female, White, *, Not-in-family, *, <=50K, 3
20, 40, Private, United-States, Female, White, Never-married, Own-child, services, <=50K, 10
20, 40, Private, United-States, Female, White, Never-married, Own-child, services, <=50K, 9
29, 40, Private, United-States, Male, White, *, Not-in-family, Craft-repair, <=50K, 9
29, 40, Private, United-States, Male, White, *, Not-in-family, Craft-repair, <=50K, 11
32, 40, Self, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 9
32, 40, Self, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 12
31, 40, *, United-States, Female, White, Never-married, Not-in-family, bureaucracy, <=50K, 9
31, 40, *, United-States, Female, White, Never-married, Not-in-family, bureaucracy, <=50K, 7
[42 - 43], 40, Private, United-States, Male, *, Married-civ-spouse, Husband, Handlers-cleaners, <=50K, 9
[42 - 43], 40, Private, United-States, Male, *, Married-civ-spouse, Husband, Handlers-cleaners, <=50K, 9
24, 40, Self, United-States, Male, White, Never-married, *, Sales, <=50K, 13
24, 40, Self, United-States, Male, White, Never-married, *, Sales, <=50K, 9
38, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 15
38, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 11
56, 50, Self, North-America, Male, White, Married-civ-spouse, Husband, services, *, 9
56, 50, Self, North-America, Male, White, Married-civ-spouse, Husband, services, *, 10
[28 - 30], 25, Private, United-States, Female, White, Married-civ-spouse, Wife, services, *, 10
[28 - 30], 25, Private, United-States, Female, White, Married-civ-spouse, Wife, services, *, 12
36, 40, Private, United-States, Female, White, *, Own-child, *, <=50K, 9
36, 40, Private, United-States, Female, White, *, Own-child, *, <=50K, 13
53, 50, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 5
53, 50, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 13
49, 40, *, United-States, Male, *, Married-civ-spouse, Husband, Craft-repair, >50K, 11
49, 40, *, United-States, Male, *, Married-civ-spouse, Husband, Craft-repair, >50K, 10
[55 - 56], 56, Self, United-States, Male, White, Married-civ-spouse, Husband, Sales, <=50K, 10
[55 - 56], 56, Self, United-States, Male, White, Married-civ-spouse, Husband, Sales, <=50K, 10
[22 - 23], 41, Private, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 9
[22 - 23], 41, Private, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 10
21, 40, Private, United-States, Female, White, Never-married, *, Other-service, <=50K, 10
21, 40, Private, United-States, Female, White, Never-married, *, Other-service, <=50K, 9
[40 - 41], 60, Private, United-States, Male, White, Married-civ-spouse, Husband, *, *, 13
[40 - 41], 60, Private, United-States, Male, White, Married-civ-spouse, Husband, *, *, 15
[29 - 34], 50, *, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, >50K, 13
[29 - 34], 50, *, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, >50K, 10
[19 - 20], 35, Private, United-States, Male, *, Never-married, *, services, <=50K, 10
[19 - 20], 35, Private, United-States, Male, *, Never-married, *, services, <=50K, 10
[47 - 48], 40, Private, United-States, *, White, Married-civ-spouse, *, bureaucracy, >50K, 13
[47 - 48], 40, Private, United-States, *, White, Married-civ-spouse, *, bureaucracy, >50K, 13
39, 40, Private, United-States, Male, White, Divorced, Not-in-family, Craft-repair, <=50K, 10
39, 40, Private, United-States, Male, White, Divorced, Not-in-family, Craft-repair, <=50K, 10
[28 - 30], 60, Private, United-States, *, White, Never-married, Not-in-family, *, <=50K, 12
[28 - 30], 60, Private, United-States, *, White, Never-married, Not-in-family, *, <=50K, 9
[24 - 25], 40, Private, United-States, Female, White, Never-married, Not-in-family, services, <=50K, 9
[24 - 25], 40, Private, United-States, Female, White, Never-married, Not-in-family, services, <=50K, 13
38, [35 - 40], Self, United-States, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K, 9
38, [35 - 40], Self, United-States, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K, 10
46, 36, Private, United-States, Female, *, *, Not-in-family, services, <=50K, 12
46, 36, Private, United-States, Female, *, *, Not-in-family, services, <=50K, 12
38, 40, Federal-gov, *, Male, White, Married-civ-spouse, Husband, *, >50K, 14
38, 40, Federal-gov, *, Male, White, Married-civ-spouse, Husband, *, >50K, 9
[43 - 45], 60, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 9
[43 - 45], 60, Self, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 9
27, 35, Private, United-States, Female, White, *, *, *, <=50K, 11
27, 35, Private, United-States, Female, White, *, *, *, <=50K, 10
20, 20, Private, United-States, Male, White, Never-married, Own-child, *, <=50K, 10
20, 20, Private, United-States, Male, White, Never-married, Own-child, *, <=50K, 7
61, 40, Self, United-States, Male, *, Married-civ-spouse, Husband, Craft-repair, <=50K, 9
61, 40, Self, United-States, Male, *, Married-civ-spouse, Husband, Craft-repair, <=50K, 9
27, 40, Private, United-States, Female, White, Never-married, Own-child, services, <=50K, 10
27, 40, Private, United-States, Female, White, Never-married, Own-child, services, <=50K, 10
70, 40, Private, United-States, Male, *, *, *, services, <=50K, 10
70, 40, Private, United-States, Male, *, *, *, services, <=50K, 7
[31 - 32], 30, Private, United-States, Female, *, *, *, *, <=50K, 9
[31 - 32], 30, Private, United-States, Female, *, *, *, *, <=50K, 9
[22 - 23], [24 - 25], Private, United-States, *, White, *, *, Other-service, <=50K, 10
[22 - 23], [24 - 25], Private, United-States, *, White, *, *, Other-service, <=50K, 9
36, 24, Private, United-States, Female, White, *, *, Other-service, <=50K, 9
36, 24, Private, United-States, Female, White, *, *, Other-service, <=50K, 6
64, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, *, 7
64, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, *, 9
47, [38 - 40], Local-gov, America, Female, *, *, Unmarried, Adm-clerical, <=50K, 10
47, [38 - 40], Local-gov, America, Female, *, *, Unmarried, Adm-clerical, <=50K, 9
[34 - 35], 40, Private, United-States, Female, White, Never-married, Not-in-family, bureaucracy, <=50K, 9
[34 - 35], 40, Private, United-States, Female, White, Never-married, Not-in-family, bureaucracy, <=50K, 10
33, 40, Private, *, Female, *, *, Other-relative, *, <=50K, 13
33, 40, Private, *, Female, *, *, Other-relative, *, <=50K, 10
21, [35 - 40], Private, United-States, Male, *, Never-married, Own-child, Craft-repair, <=50K, 9
21, [35 - 40], Private, United-States, Male, *, Never-married, Own-child, Craft-repair, <=50K, 9
48, 46, Private, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 9
48, 46, Private, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 10
[71 - 74], [2 - 9], Self, United-States, *, *, *, *, *, <=50K, 10
[71 - 74], [2 - 9], Self, United-States, *, *, *, *, *, <=50K, 10
42, 50, Private, United-States, Male, Black, *, *, *, <=50K, 13
42, 50, Private, United-States, Male, Black, *, *, *, <=50K, 10
[25 - 26], 40, Private, United-States, Female, White, Never-married, *, services, <=50K, 9
[25 - 26], 40, Private, United-States, Female, White, Never-married, *, services, <=50K, 14
44, 40, Self, United-States, Female, *, *, Unmarried, Exec-managerial, <=50K, 14
44, 40, Self, United-States, Female, *, *, Unmarried, Exec-managerial, <=50K, 9
[28 - 29], 40, Private, *, Female, *, Never-married, Not-in-family, *, <=50K, 9
[28 - 29], 40, Private, *, Female, *, Never-married, Not-in-family, *, <=50K, 10
45, 40, Self, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 14
45, 40, Self, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 10
46, 40, Gov, United-States, Male, White, *, *, *, <=50K, 14
46, 40, Gov, United-States, Male, White, *, *, *, <=50K, 9
[18 - 19], 16, Private, United-States, *, White, Never-married, Own-child, *, <=50K, 7
[18 - 19], 16, Private, United-States, *, White, Never-married, Own-child, *, <=50K, 10
[66 - 67], [20 - 24], *, United-States, Female, White, *, Not-in-family, services, <=50K, 11
[66 - 67], [20 - 24], *, United-States, Female, White, *, Not-in-family, services, <=50K, 11
28, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 9
28, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 9
[34 - 35], 40, Private, United-States, Male, Black, *, Not-in-family, manual-labor, <=50K, 9
[34 - 35], 40, Private, United-States, Male, Black, *, Not-in-family, manual-labor, <=50K, 7
18, 12, Private, United-States, Male, White, Never-married, Own-child, Other-service, <=50K, 9
18, 12, Private, United-States, Male, White, Never-married, Own-child, Other-service, <=50K, 7
44, [38 - 40], Local-gov, United-States, Male, Black, Married-civ-spouse, Husband, *, *, 10
44, [38 - 40], Local-gov, United-States, Male, Black, Married-civ-spouse, Husband, *, *, 9
43, 40, Private, United-States, Female, White, Divorced, Not-in-family, Adm-clerical, <=50K, 10
43, 40, Private, United-States, Female, White, Divorced, Not-in-family, Adm-clerical, <=50K, 9
[30 - 32], 45, Private, United-States, Male, *, Never-married, Not-in-family, Craft-repair, <=50K, 10
[30 - 32], 45, Private, United-States, Male, *, Never-married, Not-in-family, Craft-repair, <=50K, 11
40, 40, Private, America, Male, White, Married-civ-spouse, Husband, *, >50K, 4
40, 40, Private, America, Male, White, Married-civ-spouse, Husband, *, >50K, 13
37, 42, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 10
37, 42, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 9
41, 40, Self-emp-not-inc, United-States, Female, White, *, Not-in-family, *, <=50K, 13
41, 40, Self-emp-not-inc, United-States, Female, White, *, Not-in-family, *, <=50K, 13
58, [1 - 20], *, United-States, Male, White, *, *, *, *, 16
58, [1 - 20], *, United-States, Male, White, *, *, *, *, 10
[38 - 41], 28, *, United-States, Female, Black, Divorced, Not-in-family, *, <=50K, 10
[38 - 41], 28, *, United-States, Female, Black, Divorced, Not-in-family, *, <=50K, 10
[24 - 25], 40, Private, United-States, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K, 10
[24 - 25], 40, Private, United-States, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K, 10
[41 - 43], 24, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 13
[41 - 43], 24, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 10
23, 40, Private, Mexico, *, White, Married-civ-spouse, Other-relative, manual-labor, <=50K, 3
23, 40, Private, Mexico, *, White, Married-civ-spouse, Other-relative, manual-labor, <=50K, 3
[40 - 41], 55, *, United-States, *, White, *, *, *, >50K, 14
[40 - 41], 55, *, United-States, *, White, *, *, *, >50K, 10
35, 40, Private, United-States, Male, White, Married-civ-spouse, *, *, >50K, 14
35, 40, Private, United-States, Male, White, Married-civ-spouse, *, *, >50K, 12
42, 40, Local-gov, United-States, Female, White, *, *, *, <=50K, 10
42, 40, Local-gov, United-States, Female, White, *, *, *, <=50K, 10
[37 - 41], [35 - 36], *, United-States, Female, White, Divorced, Unmarried, Adm-clerical, <=50K, 9
[37 - 41], [35 - 36], *, United-States, Female, White, Divorced, Unmarried, Adm-clerical, <=50K, 9
18, 40, Private, United-States, Female, White, Never-married, Own-child, Sales, <=50K, 7
18, 40, Private, United-States, Female, White, Never-married, Own-child, Sales, <=50K, 9
36, [36 - 40], Private, United-States, Male, Black, Married-civ-spouse, Husband, Other-service, *, 13
36, [36 - 40], Private, United-States, Male, Black, Married-civ-spouse, Husband, Other-service, *, 9
35, 60, Private, United-States, *, White, *, Not-in-family, *, <=50K, 9
35, 60, Private, United-States, *, White, *, Not-in-family, *, <=50K, 12
[58 - 59], [35 - 40], Self, United-States, *, White, Married-civ-spouse, *, Sales, *, 9
[58 - 59], [35 - 40], Self, United-States, *, White, Married-civ-spouse, *, Sales, *, 10
17, 12, Private, United-States, *, White, Never-married, Own-child, services, <=50K, 7
17, 12, Private, United-States, *, White, Never-married, Own-child, services, <=50K, 7
35, 40, Private, United-States, *, *, Never-married, Not-in-family, *, <=50K, 10
35, 40, Private, United-States, *, *, Never-married, Not-in-family, *, <=50K, 9
[37 - 38], 60, Private, United-States, Male, *, *, *, *, >50K, 13
[37 - 38], 60, Private, United-States, Male, *, *, *, *, >50K, 13
50, 40, Private, United-States, *, White, Divorced, Not-in-family, *, <=50K, 12
50, 40, Private, United-States, *, White, Divorced, Not-in-family, *, <=50K, 4
38, 50, Self, *, Male, White, Married-civ-spouse, Husband, *, <=50K, 13
38, 50, Self, *, Male, White, Married-civ-spouse, Husband, *, <=50K, 9
45, 55, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 13
45, 55, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 10
25, 40, Private, United-States, Male, White, Never-married, Not-in-family, manual-labor, <=50K, 6
25, 40, Private, United-States, Male, White, Never-married, Not-in-family, manual-labor, <=50K, 10
90, 40, Private, United-States, *, *, *, Not-in-family, *, <=50K, 9
90, 40, Private, United-States, *, *, *, Not-in-family, *, <=50K, 9
[66 - 67], 50, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 9
[66 - 67], 50, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 15
41, [38 - 40], Private, United-States, Female, *, Divorced, Unmarried, Sales, <=50K, 9
41, [38 - 40], Private, United-States, Female, *, Divorced, Unmarried, Sales, <=50K, 9
[25 - 26], 42, Private, United-States, Male, White, Never-married, Not-in-family, Adm-clerical, <=50K, 10
[25 - 26], 42, Private, United-States, Male, White, Never-married, Not-in-family, Adm-clerical, <=50K, 13
[28 - 29], [55 - 56], *, United-States, Male, White, Never-married, Not-in-family, *, *, 15
[28 - 29], [55 - 56], *, United-States, Male, White, Never-married, Not-in-family, *, *, 13
59, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 9
59, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 9
40, 38, *, United-States, Female, White, Never-married, Not-in-family, *, <=50K, 10
