age, hours-per-week, workclass, native-country, sex, race, marital-status, relationship, occupation, income, education-num
[34 - 36], 45, Private, *, *, *, *, *, *, <=50K, 9
[34 - 36], 45, Private, *, *, *, *, *, *, <=50K, 12
[25 - 27], [35 - 40], *, United-States, *, White, *, *, *, <=50K, 9
[25 - 27], [35 - 40], *, United-States, *, White, *, *, *, <=50K, 9
[25 - 27], [35 - 40], *, United-States, *, White, *, *, *, <=50K, 11
[25 - 27], [35 - 40], *, United-States, *, White, *, *, *, <=50K, 10
[25 - 27], [35 - 40], *, United-States, *, White, *, *, *, <=50K, 14
[25 - 27], [35 - 40], *, United-States, *, White, *, *, *, <=50K, 10
32, 40, *, United-States, Male, White, *, *, manual-labor, <=50K, 9
32, 40, *, United-States, Male, White, *, *, manual-labor, <=50K, 4
32, 40, *, United-States, Male, White, *, *, manual-labor, <=50K, 7
32, 40, *, United-States, Male, White, *, *, manual-labor, <=50K, 10
32, 40, *, United-States, Male, White, *, *, manual-labor, <=50K, 9
32, 40, *, United-States, Male, White, *, *, manual-labor, <=50K, 10
[43 - 46], 45, Self, United-States, *, White, *, *, *, *, 14
[43 - 46], 45, Self, United-States, *, White, *, *, *, *, 16
[43 - 46], 45, Self, United-States, *, White, *, *, *, *, 11
[43 - 46], 45, Self, United-States, *, White, *, *, *, *, 13
[43 - 46], 45, Self, United-States, *, White, *, *, *, *, 13
[43 - 46], 45, Self, United-States, *, White, *, *, *, *, 3
[40 - 43], 60, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 16
[40 - 43], 60, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 13
[40 - 43], 60, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 9
[40 - 43], 60, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 12
[40 - 43], 60, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 15
[40 - 43], 60, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 13
[35 - 36], 40, *, America, Male, *, Married-civ-spouse, Husband, *, *, 5
[35 - 36], 40, *, America, Male, *, Married-civ-spouse, Husband, *, *, 11
[35 - 36], 40, *, America, Male, *, Married-civ-spouse, Husband, *, *, 9
[35 - 36], 40, *, America, Male, *, Married-civ-spouse, Husband, *, *, 9
[35 - 36], 40, *, America, Male, *, Married-civ-spouse, Husband, *, *, 12
[35 - 36], 40, *, America, Male, *, Married-civ-spouse, Husband, *, *, 9
[59 - 60], [40 - 42], Private, *, *, White, *, *, *, *, 9
[59 - 60], [40 - 42], Private, *, *, White, *, *, *, *, 10
[59 - 60], [40 - 42], Private, *, *, White, *, *, *, *, 13
[59 - 60], [40 - 42], Private, *, *, White, *, *, *, *, 9
[59 - 60], [40 - 42], Private, *, *, White, *, *, *, *, 10
[59 - 60], [40 - 42], Private, *, *, White, *, *, *, *, 10
[56 - 58], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 13
[56 - 58], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 13
[56 - 58], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 11
[56 - 58], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 14
[56 - 58], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 9
[56 - 58], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 9
[19 - 21], 40, Private, United-States, Male, *, Never-married, Own-child, manual-labor, <=50K, 9
[19 - 21], 40, Private, United-States, Male, *, Never-married, Own-child, manual-labor, <=50K, 10
[19 - 21], 40, Private, United-States, Male, *, Never-married, Own-child, manual-labor, <=50K, 9
[19 - 21], 40, Private, United-States, Male, *, Never-married, Own-child, manual-labor, <=50K, 9
[19 - 21], 40, Private, United-States, Male, *, Never-married, Own-child, manual-labor, <=50K, 10
[19 - 21], 40, Private, United-States, Male, *, Never-married, Own-child, manual-labor, <=50K, 10
[49 - 52], 40, Private, America, Male, White, Married-civ-spouse, Husband, *, *, 9
[49 - 52], 40, Private, America, Male, White, Married-civ-spouse, Husband, *, *, 9
[49 - 52], 40, Private, America, Male, White, Married-civ-spouse, Husband, *, *, 13
[49 - 52], 40, Private, America, Male, White, Married-civ-spouse, Husband, *, *, 10
[49 - 52], 40, Private, America, Male, White, Married-civ-spouse, Husband, *, *, 4
[49 - 52], 40, Private, America, Male, White, Married-civ-spouse, Husband, *, *, 2
[23 - 25], [52 - 55], *, United-States, Male, *, *, *, *, *, 12
[23 - 25], [52 - 55], *, United-States, Male, *, *, *, *, *, 13
[23 - 25], [52 - 55], *, United-States, Male, *, *, *, *, *, 12
[23 - 25], [52 - 55], *, United-States, Male, *, *, *, *, *, 9
[23 - 25], [52 - 55], *, United-States, Male, *, *, *, *, *, 13
[23 - 25], [52 - 55], *, United-States, Male, *, *, *, *, *, 10
[20 - 21], [44 - 45], Private, United-States, *, *, Never-married, Own-child, *, <=50K, 10
[20 - 21], [44 - 45], Private, United-States, *, *, Never-married, Own-child, *, <=50K, 10
[20 - 21], [44 - 45], Private, United-States, *, *, Never-married, Own-child, *, <=50K, 10
[20 - 21], [44 - 45], Private, United-States, *, *, Never-married, Own-child, *, <=50K, 9
[20 - 21], [44 - 45], Private, United-States, *, *, Never-married, Own-child, *, <=50K, 10
[20 - 21], [44 - 45], Private, United-States, *, *, Never-married, Own-child, *, <=50K, 9
[45 - 46], 40, Private, United-States, *, White, *, *, *, <=50K, 13
[45 - 46], 40, Private, United-States, *, White, *, *, *, <=50K, 14
[45 - 46], 40, Private, United-States, *, White, *, *, *, <=50K, 9
[45 - 46], 40, Private, United-States, *, White, *, *, *, <=50K, 10
[45 - 46], 40, Private, United-States, *, White, *, *, *, <=50K, 10
[45 - 46], 40, Private, United-States, *, White, *, *, *, <=50K, 13
30, 40, *, United-States, Male, White, *, *, *, <=50K, 10
30, 40, *, United-States, Male, White, *, *, *, <=50K, 5
30, 40, *, United-States, Male, White, *, *, *, <=50K, 9
30, 40, *, United-States, Male, White, *, *, *, <=50K, 9
30, 40, *, United-States, Male, White, *, *, *, <=50K, 9
30, 40, *, United-States, Male, White, *, *, *, <=50K, 9
22, [15 - 16], *, *, *, *, *, *, *, <=50K, 10
22, [15 - 16], *, *, *, *, *, *, *, <=50K, 7
22, [15 - 16], *, *, *, *, *, *, *, <=50K, 13
22, [15 - 16], *, *, *, *, *, *, *, <=50K, 10
22, [15 - 16], *, *, *, *, *, *, *, <=50K, 12
22, [15 - 16], *, *, *, *, *, *, *, <=50K, 10
[48 - 50], 40, *, America, Male, White, *, *, *, *, 7
[48 - 50], 40, *, America, Male, White, *, *, *, *, 12
[48 - 50], 40, *, America, Male, White, *, *, *, *, 9
[48 - 50], 40, *, America, Male, White, *, *, *, *, 4
[48 - 50], 40, *, America, Male, White, *, *, *, *, 13
[48 - 50], 40, *, America, Male, White, *, *, *, *, 11
[19 - 22], 25, Private, United-States, *, *, *, *, *, <=50K, 9
[19 - 22], 25, Private, United-States, *, *, *, *, *, <=50K, 7
[19 - 22], 25, Private, United-States, *, *, *, *, *, <=50K, 10
[19 - 22], 25, Private, United-States, *, *, *, *, *, <=50K, 10
[19 - 22], 25, Private, United-States, *, *, *, *, *, <=50K, 5
[19 - 22], 25, Private, United-States, *, *, *, *, *, <=50K, 10
[31 - 32], [43 - 45], Self, United-States, *, *, *, *, *, *, 5
[31 - 32], [43 - 45], Self, United-States, *, *, *, *, *, *, 11
[31 - 32], [43 - 45], Self, United-States, *, *, *, *, *, *, 10
[31 - 32], [43 - 45], Self, United-States, *, *, *, *, *, *, 9
[31 - 32], [43 - 45], Self, United-States, *, *, *, *, *, *, 11
[31 - 32], [43 - 45], Self, United-States, *, *, *, *, *, *, 13
[49 - 52], [40 - 42], Private, *, *, White, *, *, *, <=50K, 9
[49 - 52], [40 - 42], Private, *, *, White, *, *, *, <=50K, 12
[49 - 52], [40 - 42], Private, *, *, White, *, *, *, <=50K, 12
[49 - 52], [40 - 42], Private, *, *, White, *, *, *, <=50K, 2
[49 - 52], [40 - 42], Private, *, *, White, *, *, *, <=50K, 9
[49 - 52], [40 - 42], Private, *, *, White, *, *, *, <=50K, 11
[41 - 43], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K, 11
[41 - 43], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K, 12
[41 - 43], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K, 9
[41 - 43], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K, 13
[41 - 43], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K, 9
[41 - 43], 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K, 10
25, 40, Private, United-States, Female, *, *, *, *, <=50K, 10
25, 40, Private, United-States, Female, *, *, *, *, <=50K, 9
25, 40, Private, United-States, Female, *, *, *, *, <=50K, 9
25, 40, Private, United-States, Female, *, *, *, *, <=50K, 10
25, 40, Private, United-States, Female, *, *, *, *, <=50K, 13
25, 40, Private, United-States, Female, *, *, *, *, <=50K, 13
[47 - 49], 60, Self, America, *, White, *, *, *, *, 15
[47 - 49], 60, Self, America, *, White, *, *, *, *, 9
[47 - 49], 60, Self, America, *, White, *, *, *, *, 16
[47 - 49], 60, Self, America, *, White, *, *, *, *, 9
[47 - 49], 60, Self, America, *, White, *, *, *, *, 14
[47 - 49], 60, Self, America, *, White, *, *, *, *, 16
[50 - 56], [55 - 56], *, United-States, Male, White, *, *, *, *, 13
[50 - 56], [55 - 56], *, United-States, Male, White, *, *, *, *, 5
[50 - 56], [55 - 56], *, United-States, Male, White, *, *, *, *, 10
[50 - 56], [55 - 56], *, United-States, Male, White, *, *, *, *, 10
[50 - 56], [55 - 56], *, United-States, Male, White, *, *, *, *, 13
[50 - 56], [55 - 56], *, United-States, Male, White, *, *, *, *, 10
[46 - 47], 40, *, America, Male, *, Married-civ-spouse, Husband, *, <=50K, 3
[46 - 47], 40, *, America, Male, *, Married-civ-spouse, Husband, *, <=50K, 9
[46 - 47], 40, *, America, Male, *, Married-civ-spouse, Husband, *, <=50K, 9
[46 - 47], 40, *, America, Male, *, Married-civ-spouse, Husband, *, <=50K, 10
[46 - 47], 40, *, America, Male, *, Married-civ-spouse, Husband, *, <=50K, 14
[46 - 47], 40, *, America, Male, *, Married-civ-spouse, Husband, *, <=50K, 10
[41 - 43], [48 - 50], *, *, *, White, *, *, *, *, 9
[41 - 43], [48 - 50], *, *, *, White, *, *, *, *, 16
[41 - 43], [48 - 50], *, *, *, White, *, *, *, *, 13
[41 - 43], [48 - 50], *, *, *, White, *, *, *, *, 10
[41 - 43], [48 - 50], *, *, *, White, *, *, *, *, 10
[41 - 43], [48 - 50], *, *, *, White, *, *, *, *, 12
[29 - 30], [58 - 60], *, United-States, *, White, *, Not-in-family, *, *, 10
[29 - 30], [58 - 60], *, United-States, *, White, *, Not-in-family, *, *, 12
[29 - 30], [58 - 60], *, United-States, *, White, *, Not-in-family, *, *, 9
[29 - 30], [58 - 60], *, United-States, *, White, *, Not-in-family, *, *, 15
[29 - 30], [58 - 60], *, United-States, *, White, *, Not-in-family, *, *, 13
[29 - 30], [58 - 60], *, United-States, *, White, *, Not-in-family, *, *, 9
[28 - 29], 40, Private, United-States, *, White, *, Not-in-family, *, <=50K, 10
[28 - 29], 40, Private, United-States, *, White, *, Not-in-family, *, <=50K, 10
[28 - 29], 40, Private, United-States, *, White, *, Not-in-family, *, <=50K, 7
[28 - 29], 40, Private, United-States, *, White, *, Not-in-family, *, <=50K, 10
[28 - 29], 40, Private, United-States, *, White, *, Not-in-family, *, <=50K, 13
[28 - 29], 40, Private, United-States, *, White, *, Not-in-family, *, <=50K, 11
[53 - 55], 40, *, United-States, *, *, *, *, *, *, 9
[53 - 55], 40, *, United-States, *, *, *, *, *, *, 4
[53 - 55], 40, *, United-States, *, *, *, *, *, *, 6
[53 - 55], 40, *, United-States, *, *, *, *, *, *, 9
[53 - 55], 40, *, United-States, *, *, *, *, *, *, 13
[53 - 55], 40, *, United-States, *, *, *, *, *, *, 9
[19 - 21], [32 - 35], Private, America, Male, *, Never-married, *, *, <=50K, 10
[19 - 21], [32 - 35], Private, America, Male, *, Never-married, *, *, <=50K, 9
[19 - 21], [32 - 35], Private, America, Male, *, Never-married, *, *, <=50K, 10
[19 - 21], [32 - 35], Private, America, Male, *, Never-married, *, *, <=50K, 9
[19 - 21], [32 - 35], Private, America, Male, *, Never-married, *, *, <=50K, 9
[19 - 21], [32 - 35], Private, America, Male, *, Never-married, *, *, <=50K, 10
[31 - 33], 40, *, United-States, Female, *, *, *, *, <=50K, 13
[31 - 33], 40, *, United-States, Female, *, *, *, *, <=50K, 9
[31 - 33], 40, *, United-States, Female, *, *, *, *, <=50K, 10
[31 - 33], 40, *, United-States, Female, *, *, *, *, <=50K, 9
[31 - 33], 40, *, United-States, Female, *, *, *, *, <=50K, 9
[31 - 33], 40, *, United-States, Female, *, *, *, *, <=50K, 10
[29 - 35], [70 - 72], Self, America, *, White, *, *, *, *, 13
[29 - 35], [70 - 72], Self, America, *, White, *, *, *, *, 13
[29 - 35], [70 - 72], Self, America, *, White, *, *, *, *, 9
[29 - 35], [70 - 72], Self, America, *, White, *, *, *, *, 11
[29 - 35], [70 - 72], Self, America, *, White, *, *, *, *, 9
[29 - 35], [70 - 72], Self, America, *, White, *, *, *, *, 12
[23 - 25], 40, Self, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 10
[23 - 25], 40, Self, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 13
[23 - 25], 40, Self, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 9
[23 - 25], 40, Self, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 6
[23 - 25], 40, Self, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 10
[23 - 25], 40, Self, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 10
79, [20 - 24], *, America, *, White, *, *, *, <=50K, 10
79, [20 - 24], *, America, *, White, *, *, *, <=50K, 11
79, [20 - 24], *, America, *, White, *, *, *, <=50K, 11
79, [20 - 24], *, America, *, White, *, *, *, <=50K, 14
79, [20 - 24], *, America, *, White, *, *, *, <=50K, 11
79, [20 - 24], *, America, *, White, *, *, *, <=50K, 10
27, 40, Private, America, Male, White, Never-married, *, *, <=50K, 9
27, 40, Private, America, Male, White, Never-married, *, *, <=50K, 9
27, 40, Private, America, Male, White, Never-married, *, *, <=50K, 13
27, 40, Private, America, Male, White, Never-married, *, *, <=50K, 5
27, 40, Private, America, Male, White, Never-married, *, *, <=50K, 6
27, 40, Private, America, Male, White, Never-married, *, *, <=50K, 9
59, [48 - 50], *, North-America, Male, White, Married-civ-spouse, Husband, *, *, 9
59, [48 - 50], *, North-America, Male, White, Married-civ-spouse, Husband, *, *, 9
59, [48 - 50], *, North-America, Male, White, Married-civ-spouse, Husband, *, *, 9
59, [48 - 50], *, North-America, Male, White, Married-civ-spouse, Husband, *, *, 9
59, [48 - 50], *, North-America, Male, White, Married-civ-spouse, Husband, *, *, 10
59, [48 - 50], *, North-America, Male, White, Married-civ-spouse, Husband, *, *, 9
[44 - 45], 40, Self, United-States, *, White, *, *, *, *, 9
[44 - 45], 40, Self, United-States, *, White, *, *, *, *, 11
[44 - 45], 40, Self, United-States, *, White, *, *, *, *, 14
[44 - 45], 40, Self, United-States, *, White, *, *, *, *, 9
[44 - 45], 40, Self, United-States, *, White, *, *, *, *, 12
[44 - 45], 40, Self, United-States, *, White, *, *, *, *, 14
[53 - 60], [35 - 40], *, United-States, *, *, *, *, *, *, 9
[53 - 60], [35 - 40], *, United-States, *, *, *, *, *, *, 9
[53 - 60], [35 - 40], *, United-States, *, *, *, *, *, *, 9
[53 - 60], [35 - 40], *, United-States, *, *, *, *, *, *, 1
[53 - 60], [35 - 40], *, United-States, *, *, *, *, *, *, 6
[53 - 60], [35 - 40], *, United-States, *, *, *, *, *, *, 2
[28 - 34], 25, Private, United-States, *, *, *, *, *, *, 10
[28 - 34], 25, Private, United-States, *, *, *, *, *, *, 10
[28 - 34], 25, Private, United-States, *, *, *, *, *, *, 9
[28 - 34], 25, Private, United-States, *, *, *, *, *, *, 13
[28 - 34], 25, Private, United-States, *, *, *, *, *, *, 12
[28 - 34], 25, Private, United-States, *, *, *, *, *, *, 9
[34 - 38], 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 13
[34 - 38], 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 15
[34 - 38], 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 9
[34 - 38], 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 11
[34 - 38], 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 9
[34 - 38], 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 9
29, 50, *, United-States, Male, White, *, *, *, *, 10
29, 50, *, United-States, Male, White, *, *, *, *, 13
29, 50, *, United-States, Male, White, *, *, *, *, 13
29, 50, *, United-States, Male, White, *, *, *, *, 12
29, 50, *, United-States, Male, White, *, *, *, *, 13
29, 50, *, United-States, Male, White, *, *, *, *, 9
[37 - 39], [48 - 50], *, *, Male, *, Married-civ-spouse, Husband, *, *, 10
[37 - 39], [48 - 50], *, *, Male, *, Married-civ-spouse, Husband, *, *, 13
[37 - 39], [48 - 50], *, *, Male, *, Married-civ-spouse, Husband, *, *, 9
[37 - 39], [48 - 50], *, *, Male, *, Married-civ-spouse, Husband, *, *, 10
[37 - 39], [48 - 50], *, *, Male, *, Married-civ-spouse, Husband, *, *, 9
[37 - 39], [48 - 50], *, *, Male, *, Married-civ-spouse, Husband, *, *, 8
[32 - 35], 40, *, *, Male, *, *, *, *, <=50K, 9
[32 - 35], 40, *, *, Male, *, *, *, *, <=50K, 13
[32 - 35], 40, *, *, Male, *, *, *, *, <=50K, 9
[32 - 35], 40, *, *, Male, *, *, *, *, <=50K, 7
[32 - 35], 40, *, *, Male, *, *, *, *, <=50K, 7
[32 - 35], 40, *, *, Male, *, *, *, *, <=50K, 9
[76 - 77], 40, Self, United-States, *, White, *, *, *, *, 14
[76 - 77], 40, Self, United-States, *, White, *, *, *, *, 10
[76 - 77], 40, Self, United-States, *, White, *, *, *, *, 7
[76 - 77], 40, Self, United-States, *, White, *, *, *, *, 9
[76 - 77], 40, Self, United-States, *, White, *, *, *, *, 9
[76 - 77], 40, Self, United-States, *, White, *, *, *, *, 10
44, [60 - 65], Self, United-States, *, *, *, *, *, *, 13
44, [60 - 65], Self, United-States, *, *, *, *, *, *, 13
44, [60 - 65], Self, United-States, *, *, *, *, *, *, 13
44, [60 - 65], Self, United-States, *, *, *, *, *, *, 10
44, [60 - 65], Self, United-States, *, *, *, *, *, *, 14
44, [60 - 65], Self, United-States, *, *, *, *, *, *, 10
[47 - 50], 50, Self, America, *, *, *, *, *, <=50K, 14
[47 - 50], 50, Self, America, *, *, *, *, *, <=50K, 9
[47 - 50], 50, Self, America, *, *, *, *, *, <=50K, 13
[47 - 50], 50, Self, America, *, *, *, *, *, <=50K, 10
[47 - 50], 50, Self, America, *, *, *, *, *, <=50K, 10
[47 - 50], 50, Self, America, *, *, *, *, *, <=50K, 7
[24 - 26], 40, Private, United-States, Male, White, *, *, *, <=50K, 13
[24 - 26], 40, Private, United-States, Male, White, *, *, *, <=50K, 10
[24 - 26], 40, Private, United-States, Male, White, *, *, *, <=50K, 9
[24 - 26], 40, Private, United-States, Male, White, *, *, *, <=50K, 7
[24 - 26], 40, Private, United-States, Male, White, *, *, *, <=50K, 9
[24 - 26], 40, Private, United-States, Male, White, *, *, *, <=50K, 10
49, 40, *, United-States, *, *, *, *, *, *, 11
49, 40, *, United-States, *, *, *, *, *, *, 13
49, 40, *, United-States, *, *, *, *, *, *, 10
49, 40, *, United-States, *, *, *, *, *, *, 14
49, 40, *, United-States, *, *, *, *, *, *, 12
49, 40, *, United-States, *, *, *, *, *, *, 9
[22 - 26], [41 - 42], Private, United-States, *, White, Never-married, Not-in-family, *, <=50K, 9
[22 - 26], [41 - 42], Private, United-States, *, White, Never-married, Not-in-family, *, <=50K, 14
[22 - 26], [41 - 42], Private, United-States, *, White, Never-married, Not-in-family, *, <=50K, 10
[22 - 26], [41 - 42], Private, United-States, *, White, Never-married, Not-in-family, *, <=50K, 13
[22 - 26], [41 - 42], Private, United-States, *, White, Never-married, Not-in-family, *, <=50K, 12
[22 - 26], [41 - 42], Private, United-States, *, White, Never-married, Not-in-family, *, <=50K, 9
[38 - 40], [35 - 40], *, America, Male, White, Married-civ-spouse, Husband, *, *, 9
[38 - 40], [35 - 40], *, America, Male, White, Married-civ-spouse, Husband, *, *, 4
[38 - 40], [35 - 40], *, America, Male, White, Married-civ-spouse, Husband, *, *, 13
[38 - 40], [35 - 40], *, America, Male, White, Married-civ-spouse, Husband, *, *, 11
[38 - 40], [35 - 40], *, America, Male, White, Married-civ-spouse, Husband, *, *, 11
[38 - 40], [35 - 40], *, America, Male, White, Married-civ-spouse, Husband, *, *, 10
[46 - 47], [36 - 40], *, America, *, *, *, *, *, <=50K, 12
[46 - 47], [36 - 40], *, America, *, *, *, *, *, <=50K, 10
[46 - 47], [36 - 40], *, America, *, *, *, *, *, <=50K, 12
[46 - 47], [36 - 40], *, America, *, *, *, *, *, <=50K, 9
[46 - 47], [36 - 40], *, America, *, *, *, *, *, <=50K, 13
[46 - 47], [36 - 40], *, America, *, *, *, *, *, <=50K, 9
[38 - 42], [40 - 45], *, *, Male, *, Married-civ-spouse, Husband, *, >50K, 14
[38 - 42], [40 - 45], *, *, Male, *, Married-civ-spouse, Husband, *, >50K, 10
[38 - 42], [40 - 45], *, *, Male, *, Married-civ-spouse, Husband, *, >50K, 9
[38 - 42], [40 - 45], *, *, Male, *, Married-civ-spouse, Husband, *, >50K, 10
[38 - 42], [40 - 45], *, *, Male, *, Married-civ-spouse, Husband, *, >50K, 11
[38 - 42], [40 - 45], *, *, Male, *, Married-civ-spouse, Husband, *, >50K, 10
