age, hours-per-week, workclass, native-country, sex, race, marital-status, relationship, occupation, income, education-num
[25 - 26], 35, Self, United-States, *, White, Never-married, *, *, <=50K, 10
32, 40, Private, United-States, Male, White, Never-married, *, manual-labor, <=50K, 9
32, 40, Private, United-States, Male, White, Never-married, *, manual-labor, <=50K, 7
32, 40, Private, United-States, Male, White, Never-married, *, manual-labor, <=50K, 9
38, 50, Private, United-States, Male, White, Married-civ-spouse, Husband, Sales, <=50K, 7
38, 50, Private, United-States, Male, White, Married-civ-spouse, Husband, Sales, <=50K, 13
38, 50, Private, United-States, Male, White, Married-civ-spouse, Husband, Sales, <=50K, 9
43, 45, Self, United-States, *, White, *, *, *, >50K, 14
43, 45, Self, United-States, *, White, *, *, *, >50K, 16
43, 45, Self, United-States, *, White, *, *, *, >50K, 13
[40 - 41], 60, Private, United-States, Male, White, Married-civ-spouse, Husband, services, >50K, 16
[40 - 41], 60, Private, United-States, Male, White, Married-civ-spouse, Husband, services, >50K, 12
[40 - 41], 60, Private, United-States, Male, White, Married-civ-spouse, Husband, services, >50K, 15
[35 - 36], 40, *, United-States, Male, Black, Married-civ-spouse, Husband, *, <=50K, 5
[35 - 36], 40, *, United-States, Male, Black, Married-civ-spouse, Husband, *, <=50K, 9
[35 - 36], 40, *, United-States, Male, Black, Married-civ-spouse, Husband, *, <=50K, 9
[43 - 44], 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 7
[43 - 44], 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 10
[43 - 44], 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 10
[59 - 60], [40 - 42], Private, *, Female, White, Divorced, *, services, <=50K, 9
[59 - 60], [40 - 42], Private, *, Female, White, Divorced, *, services, <=50K, 13
[59 - 60], [40 - 42], Private, *, Female, White, Divorced, *, services, <=50K, 10
[56 - 57], 40, Gov, United-States, Male, *, Married-civ-spouse, Husband, services, >50K, 13
[56 - 57], 40, Gov, United-States, Male, *, Married-civ-spouse, Husband, services, >50K, 13
[56 - 57], 40, Gov, United-States, Male, *, Married-civ-spouse, Husband, services, >50K, 14
[19 - 20], 40, Private, United-States, Male, White, Never-married, Own-child, manual-labor, <=50K, 9
[19 - 20], 40, Private, United-States, Male, White, Never-married, Own-child, manual-labor, <=50K, 10
[19 - 20], 40, Private, United-States, Male, White, Never-married, Own-child, manual-labor, <=50K, 10
39, 80, *, United-States, Male, White, *, *, *, *, 9
39, 80, *, United-States, Male, White, *, *, *, *, 14
39, 80, *, United-States, Male, White, *, *, *, *, 9
[49 - 50], 40, Private, America, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K, 9
[49 - 50], 40, Private, America, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K, 9
[49 - 50], 40, Private, America, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K, 4
[23 - 24], 52, *, United-States, Male, White, *, *, *, <=50K, 12
[23 - 24], 52, *, United-States, Male, White, *, *, *, <=50K, 13
[23 - 24], 52, *, United-States, Male, White, *, *, *, <=50K, 12
[20 - 21], [44 - 45], Private, United-States, Male, *, Never-married, Own-child, *, <=50K, 10
[20 - 21], [44 - 45], Private, United-States, Male, *, Never-married, Own-child, *, <=50K, 10
[20 - 21], [44 - 45], Private, United-States, Male, *, Never-married, Own-child, *, <=50K, 10
45, 40, Private, United-States, *, White, Divorced, *, *, <=50K, 13
45, 40, Private, United-States, *, White, Divorced, *, *, <=50K, 14
45, 40, Private, United-States, *, White, Divorced, *, *, <=50K, 10
[30 - 31], 40, *, United-States, Male, White, Married-civ-spouse, *, *, <=50K, 10
[30 - 31], 40, *, United-States, Male, White, Married-civ-spouse, *, *, <=50K, 9
[30 - 31], 40, *, United-States, Male, White, Married-civ-spouse, *, *, <=50K, 4
22, 15, *, United-States, *, *, *, *, services, <=50K, 10
22, 15, *, United-States, *, *, *, *, services, <=50K, 10
22, 15, *, United-States, *, *, *, *, services, <=50K, 12
48, 40, Self, America, Male, White, *, *, *, <=50K, 7
48, 40, Self, America, Male, White, *, *, *, <=50K, 12
48, 40, Self, America, Male, White, *, *, *, <=50K, 11
[19 - 21], 25, Private, United-States, Female, *, *, *, *, <=50K, 9
[19 - 21], 25, Private, United-States, Female, *, *, *, *, <=50K, 7
[19 - 21], 25, Private, United-States, Female, *, *, *, *, <=50K, 10
31, [43 - 45], Private, United-States, Male, White, Married-civ-spouse, Husband, manual-labor, *, 5
31, [43 - 45], Private, United-States, Male, White, Married-civ-spouse, Husband, manual-labor, *, 10
31, [43 - 45], Private, United-States, Male, White, Married-civ-spouse, Husband, manual-labor, *, 9
[49 - 50], 40, Private, *, Female, White, *, *, *, <=50K, 9
[49 - 50], 40, Private, *, Female, White, *, *, *, <=50K, 12
[49 - 50], 40, Private, *, Female, White, *, *, *, <=50K, 12
53, [38 - 40], Private, America, Male, White, Married-civ-spouse, Husband, *, <=50K, 9
53, [38 - 40], Private, America, Male, White, Married-civ-spouse, Husband, *, <=50K, 13
53, [38 - 40], Private, America, Male, White, Married-civ-spouse, Husband, *, <=50K, 2
[41 - 42], 40, *, United-States, Male, *, Married-civ-spouse, Husband, manual-labor, <=50K, 11
[41 - 42], 40, *, United-States, Male, *, Married-civ-spouse, Husband, manual-labor, <=50K, 9
[41 - 42], 40, *, United-States, Male, *, Married-civ-spouse, Husband, manual-labor, <=50K, 13
29, 43, Private, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 11
29, 43, Private, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 9
29, 43, Private, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 13
25, 40, Private, United-States, Female, *, *, *, *, <=50K, 10
25, 40, Private, United-States, Female, *, *, *, *, <=50K, 9
25, 40, Private, United-States, Female, *, *, *, *, <=50K, 13
[47 - 48], 60, Self, America, *, White, Married-civ-spouse, *, *, >50K, 15
[47 - 48], 60, Self, America, *, White, Married-civ-spouse, *, *, >50K, 16
[47 - 48], 60, Self, America, *, White, Married-civ-spouse, *, *, >50K, 16
50, 55, *, United-States, Male, White, *, *, Exec-managerial, >50K, 13
50, 55, *, United-States, Male, White, *, *, Exec-managerial, >50K, 10
50, 55, *, United-States, Male, White, *, *, Exec-managerial, >50K, 9
[47 - 49], 60, Self, United-States, Male, White, *, *, *, <=50K, 9
[47 - 49], 60, Self, United-States, Male, White, *, *, *, <=50K, 9
[47 - 49], 60, Self, United-States, Male, White, *, *, *, <=50K, 14
46, 40, Private, America, Male, *, Married-civ-spouse, Husband, *, <=50K, 3
46, 40, Private, America, Male, *, Married-civ-spouse, Husband, *, <=50K, 9
46, 40, Private, America, Male, *, Married-civ-spouse, Husband, *, <=50K, 9
[35 - 36], 40, Private, America, Male, White, Married-civ-spouse, Husband, *, *, 11
[35 - 36], 40, Private, America, Male, White, Married-civ-spouse, Husband, *, *, 9
[35 - 36], 40, Private, America, Male, White, Married-civ-spouse, Husband, *, *, 12
[41 - 43], [48 - 50], Private, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 9
[41 - 43], [48 - 50], Private, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 10
[41 - 43], [48 - 50], Private, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 13
[29 - 30], [58 - 60], Private, United-States, Male, White, *, Not-in-family, *, <=50K, 10
[29 - 30], [58 - 60], Private, United-States, Male, White, *, Not-in-family, *, <=50K, 9
[29 - 30], [58 - 60], Private, United-States, Male, White, *, Not-in-family, *, <=50K, 9
[28 - 29], 40, Private, United-States, Female, White, *, Not-in-family, *, <=50K, 10
[28 - 29], 40, Private, United-States, Female, White, *, Not-in-family, *, <=50K, 10
[28 - 29], 40, Private, United-States, Female, White, *, Not-in-family, *, <=50K, 10
[53 - 54], 40, Self, United-States, *, White, Married-civ-spouse, *, *, *, 9
[53 - 54], 40, Self, United-States, *, White, Married-civ-spouse, *, *, *, 4
[53 - 54], 40, Self, United-States, *, White, Married-civ-spouse, *, *, *, 10
19, [32 - 35], Private, America, Male, *, Never-married, Own-child, services, <=50K, 10
19, [32 - 35], Private, America, Male, *, Never-married, Own-child, services, <=50K, 10
19, [32 - 35], Private, America, Male, *, Never-married, Own-child, services, <=50K, 10
31, 40, Private, United-States, Female, *, *, *, services, <=50K, 13
31, 40, Private, United-States, Female, *, *, *, services, <=50K, 9
31, 40, Private, United-States, Female, *, *, *, services, <=50K, 9
[29 - 34], 70, Self, United-States, *, White, *, *, services, *, 13
[29 - 34], 70, Self, United-States, *, White, *, *, services, *, 13
[29 - 34], 70, Self, United-States, *, White, *, *, services, *, 11
23, 40, Private, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 10
23, 40, Private, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 13
23, 40, Private, United-States, Male, White, Never-married, Not-in-family, *, <=50K, 10
79, 20, Self, America, *, White, *, *, *, <=50K, 10
79, 20, Self, America, *, White, *, *, *, <=50K, 11
79, 20, Self, America, *, White, *, *, *, <=50K, 14
27, 40, Private, America, Male, White, Never-married, *, Other-service, <=50K, 9
27, 40, Private, America, Male, White, Never-married, *, Other-service, <=50K, 9
27, 40, Private, America, Male, White, Never-married, *, Other-service, <=50K, 6
40, 40, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 12
40, 40, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 13
40, 40, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 9
[18 - 20], 30, Private, America, Male, *, *, *, Sales, <=50K, 9
[18 - 20], 30, Private, America, Male, *, *, *, Sales, <=50K, 9
[18 - 20], 30, Private, America, Male, *, *, *, Sales, <=50K, 10
46, 40, Private, United-States, Female, White, *, *, *, <=50K, 9
46, 40, Private, United-States, Female, White, *, *, *, <=50K, 10
46, 40, Private, United-States, Female, White, *, *, *, <=50K, 13
59, [48 - 50], *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 9
59, [48 - 50], *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 10
59, [48 - 50], *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 9
[44 - 45], 40, Self, United-States, Female, White, *, *, *, >50K, 9
[44 - 45], 40, Self, United-States, Female, White, *, *, *, >50K, 11
[44 - 45], 40, Self, United-States, Female, White, *, *, *, >50K, 9
[53 - 54], [35 - 40], *, United-States, *, White, *, *, *, <=50K, 9
[53 - 54], [35 - 40], *, United-States, *, White, *, *, *, <=50K, 1
[53 - 54], [35 - 40], *, United-States, *, White, *, *, *, <=50K, 9
[49 - 50], 40, Gov, United-States, Male, *, Married-civ-spouse, Husband, *, >50K, 9
[49 - 50], 40, Gov, United-States, Male, *, Married-civ-spouse, Husband, *, >50K, 11
[49 - 50], 40, Gov, United-States, Male, *, Married-civ-spouse, Husband, *, >50K, 13
30, 40, Private, United-States, *, White, Never-married, *, *, <=50K, 5
30, 40, Private, United-States, *, White, Never-married, *, *, <=50K, 16
30, 40, Private, United-States, *, White, Never-married, *, *, <=50K, 10
43, 50, *, United-States, Female, White, *, *, *, >50K, 16
43, 50, *, United-States, Female, White, *, *, *, >50K, 10
43, 50, *, United-States, Female, White, *, *, *, >50K, 12
[57 - 59], 40, *, United-States, Male, White, Married-civ-spouse, Husband, services, <=50K, 11
[57 - 59], 40, *, United-States, Male, White, Married-civ-spouse, Husband, services, <=50K, 9
[57 - 59], 40, *, United-States, Male, White, Married-civ-spouse, Husband, services, <=50K, 10
28, 25, Private, United-States, Female, *, *, *, *, <=50K, 10
28, 25, Private, United-States, Female, *, *, *, *, <=50K, 10
28, 25, Private, United-States, Female, *, *, *, *, <=50K, 9
[34 - 37], 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 13
[34 - 37], 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 9
[34 - 37], 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 9
29, 50, *, United-States, Male, White, Never-married, Not-in-family, manual-labor, <=50K, 10
29, 50, *, United-States, Male, White, Never-married, Not-in-family, manual-labor, <=50K, 13
29, 50, *, United-States, Male, White, Never-married, Not-in-family, manual-labor, <=50K, 13
37, [48 - 50], *, United-States, Male, White, Married-civ-spouse, Husband, services, >50K, 10
37, [48 - 50], *, United-States, Male, White, Married-civ-spouse, Husband, services, >50K, 10
37, [48 - 50], *, United-States, Male, White, Married-civ-spouse, Husband, services, >50K, 10
[32 - 34], 40, *, *, Male, Black, Never-married, *, *, <=50K, 9
[32 - 34], 40, *, *, Male, Black, Never-married, *, *, <=50K, 13
[32 - 34], 40, *, *, Male, Black, Never-married, *, *, <=50K, 9
[76 - 77], 40, Self, United-States, Male, White, *, *, *, *, 14
[76 - 77], 40, Self, United-States, Male, White, *, *, *, *, 10
[76 - 77], 40, Self, United-States, Male, White, *, *, *, *, 10
44, 60, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 13
44, 60, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 13
44, 60, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 9
47, 50, Self, United-States, Female, White, *, Not-in-family, *, <=50K, 14
47, 50, Self, United-States, Female, White, *, Not-in-family, *, <=50K, 11
47, 50, Self, United-States, Female, White, *, Not-in-family, *, <=50K, 3
[20 - 21], 40, Private, United-States, Female, White, Never-married, Own-child, services, <=50K, 10
[20 - 21], 40, Private, United-States, Female, White, Never-married, Own-child, services, <=50K, 10
[20 - 21], 40, Private, United-States, Female, White, Never-married, Own-child, services, <=50K, 9
[32 - 33], 40, Self, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 9
[32 - 33], 40, Self, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 12
[32 - 33], 40, Self, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 13
[31 - 34], 40, *, United-States, Female, White, Never-married, Not-in-family, bureaucracy, <=50K, 9
[31 - 34], 40, *, United-States, Female, White, Never-married, Not-in-family, bureaucracy, <=50K, 9
[31 - 34], 40, *, United-States, Female, White, Never-married, Not-in-family, bureaucracy, <=50K, 7
24, 40, Self, United-States, Male, White, Never-married, *, *, <=50K, 13
24, 40, Self, United-States, Male, White, Never-married, *, *, <=50K, 9
24, 40, Self, United-States, Male, White, Never-married, *, *, <=50K, 9
38, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 15
38, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 11
38, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 9
56, 50, Self, North-America, Male, White, Married-civ-spouse, Husband, *, *, 9
56, 50, Self, North-America, Male, White, Married-civ-spouse, Husband, *, *, 5
56, 50, Self, North-America, Male, White, Married-civ-spouse, Husband, *, *, 10
36, 40, Private, America, Female, White, *, *, *, <=50K, 9
36, 40, Private, America, Female, White, *, *, *, <=50K, 10
36, 40, Private, America, Female, White, *, *, *, <=50K, 13
55, 56, Private, United-States, Male, White, Married-civ-spouse, Husband, *, *, 10
55, 56, Private, United-States, Male, White, Married-civ-spouse, Husband, *, *, 13
55, 56, Private, United-States, Male, White, Married-civ-spouse, Husband, *, *, 13
[22 - 25], 41, Private, United-States, Male, White, Never-married, Not-in-family, manual-labor, <=50K, 9
[22 - 25], 41, Private, United-States, Male, White, Never-married, Not-in-family, manual-labor, <=50K, 6
[22 - 25], 41, Private, United-States, Male, White, Never-married, Not-in-family, manual-labor, <=50K, 10
[29 - 34], 50, *, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, >50K, 13
[29 - 34], 50, *, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, >50K, 14
[29 - 34], 50, *, United-States, Male, White, Married-civ-spouse, Husband, Prof-specialty, >50K, 13
[47 - 49], 40, Private, United-States, *, *, Married-civ-spouse, *, *, >50K, 13
[47 - 49], 40, Private, United-States, *, *, Married-civ-spouse, *, *, >50K, 10
[47 - 49], 40, Private, United-States, *, *, Married-civ-spouse, *, *, >50K, 13
[28 - 29], 60, *, United-States, *, White, Never-married, Not-in-family, *, *, 12
[28 - 29], 60, *, United-States, *, White, Never-married, Not-in-family, *, *, 15
[28 - 29], 60, *, United-States, *, White, Never-married, Not-in-family, *, *, 13
[24 - 26], 40, Private, United-States, Female, White, Never-married, Not-in-family, services, <=50K, 9
[24 - 26], 40, Private, United-States, Female, White, Never-married, Not-in-family, services, <=50K, 14
[24 - 26], 40, Private, United-States, Female, White, Never-married, Not-in-family, services, <=50K, 13
[38 - 40], [35 - 40], Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 9
[38 - 40], [35 - 40], Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 11
[38 - 40], [35 - 40], Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 10
46, [36 - 40], Self, United-States, *, *, *, Not-in-family, *, <=50K, 12
46, [36 - 40], Self, United-States, *, *, *, Not-in-family, *, <=50K, 12
46, [36 - 40], Self, United-States, *, *, *, Not-in-family, *, <=50K, 12
[38 - 40], [40 - 42], *, *, Male, White, Married-civ-spouse, Husband, *, >50K, 14
[38 - 40], [40 - 42], *, *, Male, White, Married-civ-spouse, Husband, *, >50K, 4
[38 - 40], [40 - 42], *, *, Male, White, Married-civ-spouse, Husband, *, >50K, 10
27, [35 - 40], *, United-States, *, White, *, *, *, <=50K, 11
27, [35 - 40], *, United-States, *, White, *, *, *, <=50K, 10
27, [35 - 40], *, United-States, *, White, *, *, *, <=50K, 14
20, 20, Private, United-States, Male, White, Never-married, Own-child, *, <=50K, 10
20, 20, Private, United-States, Male, White, Never-married, Own-child, *, <=50K, 7
20, 20, Private, United-States, Male, White, Never-married, Own-child, *, <=50K, 7
61, 40, Self, United-States, Male, *, Married-civ-spouse, Husband, Craft-repair, *, 9
61, 40, Self, United-States, Male, *, Married-civ-spouse, Husband, Craft-repair, *, 9
61, 40, Self, United-States, Male, *, Married-civ-spouse, Husband, Craft-repair, *, 9
[31 - 32], [30 - 34], Private, United-States, Female, *, *, *, *, <=50K, 9
[31 - 32], [30 - 34], Private, United-States, Female, *, *, *, *, <=50K, 9
[31 - 32], [30 - 34], Private, United-States, Female, *, *, *, *, <=50K, 9
[22 - 24], [24 - 25], Private, United-States, *, White, *, *, services, <=50K, 10
[22 - 24], [24 - 25], Private, United-States, *, White, *, *, services, <=50K, 9
[22 - 24], [24 - 25], Private, United-States, *, White, *, *, services, <=50K, 13
36, [24 - 25], Private, United-States, Female, White, *, *, services, <=50K, 9
36, [24 - 25], Private, United-States, Female, White, *, *, services, <=50K, 6
36, [24 - 25], Private, United-States, Female, White, *, *, services, <=50K, 9
64, 40, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 7
64, 40, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 9
64, 40, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 9
47, [38 - 40], Local-gov, America, Female, *, *, Unmarried, *, <=50K, 10
47, [38 - 40], Local-gov, America, Female, *, *, Unmarried, *, <=50K, 13
47, [38 - 40], Local-gov, America, Female, *, *, Unmarried, *, <=50K, 9
33, 40, Private, *, Female, *, *, *, *, <=50K, 13
33, 40, Private, *, Female, *, *, *, *, <=50K, 10
33, 40, Private, *, Female, *, *, *, *, <=50K, 9
[21 - 23], 35, Private, United-States, *, White, Never-married, *, *, <=50K, 9
[21 - 23], 35, Private, United-States, *, White, Never-married, *, *, <=50K, 10
[21 - 23], 35, Private, United-States, *, White, Never-married, *, *, <=50K, 9
[48 - 50], 46, Private, United-States, Male, White, *, *, *, <=50K, 9
[48 - 50], 46, Private, United-States, Male, White, *, *, *, <=50K, 10
[48 - 50], 46, Private, United-States, Male, White, *, *, *, <=50K, 10
[71 - 74], [2 - 16], Self, United-States, *, *, *, *, *, <=50K, 10
[71 - 74], [2 - 16], Self, United-States, *, *, *, *, *, <=50K, 9
[71 - 74], [2 - 16], Self, United-States, *, *, *, *, *, <=50K, 10
42, 50, Private, United-States, Male, Black, *, *, *, <=50K, 13
42, 50, Private, United-States, Male, Black, *, *, *, <=50K, 10
42, 50, Private, United-States, Male, Black, *, *, *, <=50K, 10
44, 40, Self, United-States, Female, *, *, *, bureaucracy, <=50K, 14
44, 40, Self, United-States, Female, *, *, *, bureaucracy, <=50K, 10
44, 40, Self, United-States, Female, *, *, *, bureaucracy, <=50K, 9
28, 40, Private, *, *, *, Never-married, *, *, <=50K, 9
28, 40, Private, *, *, *, Never-married, *, *, <=50K, 13
28, 40, Private, *, *, *, Never-married, *, *, <=50K, 10
45, 40, Self, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 14
45, 40, Self, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 10
45, 40, Self, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 10
[46 - 47], 40, Gov, United-States, Male, White, *, *, *, <=50K, 14
[46 - 47], 40, Gov, United-States, Male, White, *, *, *, <=50K, 14
[46 - 47], 40, Gov, United-States, Male, White, *, *, *, <=50K, 9
[66 - 67], [20 - 24], *, United-States, Female, White, *, Not-in-family, services, <=50K, 11
[66 - 67], [20 - 24], *, United-States, Female, White, *, Not-in-family, services, <=50K, 9
[66 - 67], [20 - 24], *, United-States, Female, White, *, Not-in-family, services, <=50K, 11
28, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 9
28, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 9
28, 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 9
[51 - 55], 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, *, 10
[51 - 55], 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, *, 9
[51 - 55], 40, *, United-States, Male, White, Married-civ-spouse, Husband, *, *, 6
[21 - 23], 40, Private, United-States, Male, *, Never-married, Own-child, manual-labor, <=50K, 9
[21 - 23], 40, Private, United-States, Male, *, Never-married, Own-child, manual-labor, <=50K, 9
[21 - 23], 40, Private, United-States, Male, *, Never-married, Own-child, manual-labor, <=50K, 9
18, 12, Private, United-States, Male, White, Never-married, Own-child, Other-service, <=50K, 9
18, 12, Private, United-States, Male, White, Never-married, Own-child, Other-service, <=50K, 7
18, 12, Private, United-States, Male, White, Never-married, Own-child, Other-service, <=50K, 7
44, [38 - 40], *, United-States, Male, Black, Married-civ-spouse, Husband, *, *, 10
44, [38 - 40], *, United-States, Male, Black, Married-civ-spouse, Husband, *, *, 9
44, [38 - 40], *, United-States, Male, Black, Married-civ-spouse, Husband, *, *, 9
[30 - 32], 45, Self, United-States, *, *, Never-married, Not-in-family, manual-labor, <=50K, 10
[30 - 32], 45, Self, United-States, *, *, Never-married, Not-in-family, manual-labor, <=50K, 11
[30 - 32], 45, Self, United-States, *, *, Never-married, Not-in-family, manual-labor, <=50K, 13
[41 - 43], 40, *, United-States, Female, White, *, Not-in-family, *, <=50K, 13
[41 - 43], 40, *, United-States, Female, White, *, Not-in-family, *, <=50K, 10
[41 - 43], 40, *, United-States, Female, White, *, Not-in-family, *, <=50K, 9
58, [1 - 20], *, United-States, Male, *, *, *, *, *, 16
58, [1 - 20], *, United-States, Male, *, *, *, *, *, 9
58, [1 - 20], *, United-States, Male, *, *, *, *, *, 10
[38 - 45], 28, *, United-States, Female, *, Divorced, Not-in-family, *, <=50K, 10
[38 - 45], 28, *, United-States, Female, *, Divorced, Not-in-family, *, <=50K, 10
[38 - 45], 28, *, United-States, Female, *, Divorced, Not-in-family, *, <=50K, 9
[24 - 26], 40, Private, United-States, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K, 10
[24 - 26], 40, Private, United-States, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K, 7
[24 - 26], 40, Private, United-States, Male, White, Married-civ-spouse, Husband, manual-labor, <=50K, 10
[41 - 46], [24 - 25], *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 13
[41 - 46], [24 - 25], *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 9
[41 - 46], [24 - 25], *, United-States, Male, White, Married-civ-spouse, Husband, *, <=50K, 10
23, 40, Private, America, *, White, Married-civ-spouse, *, *, <=50K, 3
23, 40, Private, America, *, White, Married-civ-spouse, *, *, <=50K, 3
